Name,Latitude,Longitude
"Joliet, IL",41.52519,-88.0834
"Kankakee, IL",41.12003,-87.86115
"Loves Park, IL",42.32002,-89.05816
"Machesney Park, IL",42.34724,-89.039
"McHenry, IL",42.33335,-88.26675
"Rockford, IL",42.27113,-89.094
"Romeoville, IL",41.64753,-88.08951
"Woodstock, IL",42.31474,-88.4487
"Arlington, MA",42.41537,-71.15644
"Braintree, MA",42.22232,-70.99949
"Burlington, MA",42.50482,-71.19561
"Dedham, MA",42.24177,-71.16616
"Lexington, MA",42.44732,-71.2245
"Lynn, MA",42.46676,-70.94949
"Malden, MA",42.4251,-71.06616
"Marblehead, MA",42.5001,-70.85783
"Medford, MA",42.41843,-71.10616
"Melrose, MA",42.45843,-71.06616
"Needham, MA",42.28343,-71.23283
"Norwood, MA",42.19454,-71.1995
"Randolph, MA",42.1626,-71.04116
"Reading, MA",42.52565,-71.09533
"Revere, MA",42.40843,-71.01199
"Saugus, MA",42.46482,-71.01005
"Stoneham, MA",42.4801,-71.0995
"Wakefield, MA",42.50648,-71.07283
"Waltham, MA",42.37649,-71.23561
"Wellesley, MA",42.29649,-71.29256
"Weymouth, MA",42.22093,-70.93977
"Winchester, MA",42.45232,-71.137
"Woburn, MA",42.47926,-71.15228
"Hays, KS",38.87918,-99.32677
"Lawrence, KS",38.97167,-95.23525
"Manhattan, KS",39.18361,-96.57167
"Salina, KS",38.84028,-97.61142
"Topeka, KS",39.04833,-95.67804
"Aventura, FL",25.95648,-80.13921
"Carol City, FL",25.94065,-80.2456
"Coral Gables, FL",25.72149,-80.26838
"Coral Terrace, FL",25.74593,-80.3045
"Country Club, FL",25.94815,-80.317
"Cutler Ridge, FL",25.58066,-80.34672
"Doral, FL",25.81954,-80.35533
"Golden Glades, FL",25.91176,-80.20033
"Hialeah, FL",25.8576,-80.27811
"Homestead, FL",25.46872,-80.47756
"Kendale Lakes, FL",25.70816,-80.407
"Kendall West, FL",25.7065,-80.4388
"Key West, FL",24.55524,-81.78163
"Leisure City, FL",25.49539,-80.42922
"West Miami, FL",25.76343,-80.29616
"North Miami Beach, FL",25.93315,-80.16255
"Miami Lakes, FL",25.90871,-80.30866
"Miramar, FL",25.98731,-80.23227
"Norland, FL",25.94898,-80.21227
"North Miami, FL",25.89009,-80.18671
"North Miami Beach, FL",25.93315,-80.16255
"Richmond West, FL",25.6105,-80.42971
"Richmond Heights, FL",25.63149,-80.36894
"South Miami Heights, FL",25.59761,-80.38061
"Tamiami, FL",25.75871,-80.39839
"West Little River, FL",25.85704,-80.23699
"Westchester, FL",25.75482,-80.32727
"American Fork, UT",40.3769,-111.79576
"West Bountiful, UT",40.89383,-111.90188
"Clearfield, UT",41.11078,-112.02605
"Cottonwood Heights, UT",40.61967,-111.81021
"Draper, UT",40.52467,-111.86382
"East Millcreek, UT",40.69995,-111.81049
"Kaysville, UT",41.03522,-111.93855
"Kearns, UT",40.65995,-111.99633
"Layton, UT",41.06022,-111.97105
"Magna, UT",40.70911,-112.10161
"Midvale, UT",40.61106,-111.89994
"Millcreek, UT",40.68689,-111.87549
"Murray, UT",40.66689,-111.88799
"South Ogden, UT",41.19189,-111.97133
"Orem, UT",40.2969,-111.69465
"Pleasant Grove, UT",40.36412,-111.73854
"Provo, UT",40.23384,-111.65853
"Riverton, UT",40.52189,-111.9391
"Roy, UT",41.16161,-112.02633
"Salt Lake City, UT",40.76078,-111.89105
"Sandy City, UT",40.59161,-111.8841
"South Jordan, UT",40.56217,-111.92966
"South Salt Lake, UT",40.71884,-111.88827
"Spanish Fork, UT",40.11496,-111.65492
"Springville, UT",40.16523,-111.61075
"Taylorsville, UT",40.66772,-111.93883
"West Jordan, UT",40.60967,-111.9391
"West Valley City, UT",40.69161,-112.00105
"South Burlington, VT",44.46699,-73.17096
"Montpelier, VT",44.26006,-72.57539
"Aiken, SC",33.56042,-81.71955
"West Columbia, SC",33.99349,-81.07398
"Rock Hill, SC",34.92487,-81.02508
"Saint Andrews, SC",34.04543,-81.12926
"Sumter, SC",33.92044,-80.34147
"Hopewell, VA",37.30432,-77.2872
"Mechanicsville, VA",37.60876,-77.37331
"Petersburg, VA",37.22793,-77.40193
"Richmond, VA",37.55376,-77.46026
"Tuckahoe, VA",37.59015,-77.55638
"Atascadero, CA",35.48942,-120.67073
"Camarillo, CA",34.21639,-119.0376
"Paso Robles, CA",35.62664,-120.691
"Goleta, CA",34.43583,-119.82764
"Lompoc, CA",34.63915,-120.45794
"Moorpark, CA",34.28556,-118.88204
"Orcutt, CA",34.86526,-120.436
"Oxnard, CA",34.1975,-119.17705
"Port Hueneme, CA",34.14778,-119.19511
"Ventura, CA",34.27834,-119.29317
"San Luis Obispo, CA",35.28275,-120.65962
"Santa Barbara, CA",34.42083,-119.69819
"Santa Maria, CA",34.95303,-120.43572
"Santa Paula, CA",34.35417,-119.05927
"Simi Valley, CA",34.26945,-118.78148
"Thousand Oaks, CA",34.17056,-118.83759
"Amarillo, TX",35.222,-101.8313
"Lubbock, TX",33.57786,-101.85517
"Plainview, TX",34.18479,-101.70684
"Hilo, HI",19.72991,-155.09073
"Honolulu, HI",21.30694,-157.85833
"Kahului, HI",20.88953,-156.47432
"Kailua-Kona, HI",19.63927,-155.99024
"Kāne‘ohe, HI",21.39994,-157.79895
"Mililani Town, HI",21.45,-158.00111
"Pearl City, HI",21.39734,-157.97516
"Waimalu, HI",21.40472,-157.94333
"Waipahu, HI",21.38667,-158.00917
"Burton, MI",42.99947,-83.61634
"Flint, MI",43.01253,-83.68746
"Port Huron, MI",42.97086,-82.42491
"Bloomington, IN",39.16533,-86.52639
"Clarksville, IN",38.29674,-85.75996
"Columbus, IN",39.20144,-85.92138
"Evansville, IN",37.97476,-87.55585
"Jeffersonville, IN",38.27757,-85.73718
"New Albany, IN",38.28562,-85.82413
"Terre Haute, IN",39.4667,-87.41391
"Brandon, FL",27.9378,-82.28592
"Citrus Park, FL",28.07835,-82.56982
"Greater Northdale, FL",28.10545,-82.52594
"Lake Magdalene, FL",28.07418,-82.47176
"Land O' Lakes, FL",28.2189,-82.45759
"Plant City, FL",28.01888,-82.11469
"Tampa, FL",27.94752,-82.45843
"Temple Terrace, FL",28.0353,-82.38926
"Town 'n' Country, FL",28.01057,-82.57732
"Altoona, PA",40.51868,-78.39474
"Erie, PA",42.12922,-80.08506
"Johnstown, PA",40.32674,-78.92197
"State College, PA",40.79339,-77.86
"Belvidere, IL",42.26391,-88.84427
"Crystal Lake, IL",42.24113,-88.3162
"DeKalb, IL",41.92947,-88.75036
"Freeport, IL",42.29669,-89.62123
"Joliet, IL",41.52519,-88.0834
"Kankakee, IL",41.12003,-87.86115
"Loves Park, IL",42.32002,-89.05816
"Machesney Park, IL",42.34724,-89.039
"McHenry, IL",42.33335,-88.26675
"Rockford, IL",42.27113,-89.094
"Romeoville, IL",41.64753,-88.08951
"Woodstock, IL",42.31474,-88.4487
"Belton, MO",38.81195,-94.5319
"Blue Springs, MO",39.01695,-94.28161
"Gladstone, MO",39.20389,-94.55468
"Grandview, MO",38.88584,-94.53301
"Independence, MO",39.09112,-94.41551
"Kansas City, MO",39.09973,-94.57857
"Lee's Summit, MO",38.91084,-94.38217
"Liberty, MO",39.24611,-94.41912
"Raytown, MO",39.00862,-94.46356
"Saint Joseph, MO",39.76861,-94.84663
"Arlington, TX",32.73569,-97.10807
"Bedford, TX",32.84402,-97.14307
"Benbrook, TX",32.67319,-97.46058
"Burleson, TX",32.54208,-97.32085
"Cleburne, TX",32.34764,-97.38668
"Euless, TX",32.83707,-97.08195
"Fort Worth, TX",32.72541,-97.32085
"Grapevine, TX",32.93429,-97.07807
"Haltom City, TX",32.79957,-97.26918
"Hurst, TX",32.82346,-97.17057
"Keller, TX",32.93457,-97.25168
"Mansfield, TX",32.56319,-97.14168
"North Richland Hills, TX",32.8343,-97.2289
"Southlake, TX",32.94124,-97.13418
"Watauga, TX",32.85791,-97.25474
"Agoura Hills, CA",34.13639,-118.77453
"Burbank, CA",34.18084,-118.30897
"Calabasas, CA",34.15778,-118.63842
"North Glendale, CA",34.16056,-118.26452
"La Cañada Flintridge, CA",34.19917,-118.18785
"San Fernando, CA",34.28195,-118.43897
"Asheville, NC",35.60095,-82.55402
"Hickory, NC",35.73319,-81.3412
"Del Rio, TX",29.36273,-100.89676
"Eagle Pass, TX",28.70914,-100.49952
"Kerrville, TX",30.04743,-99.14032
"New Braunfels, TX",29.703,-98.12445
"Seguin, TX",29.56884,-97.96473
"Hollister, CA",36.85245,-121.4016
"Marina, CA",36.6844,-121.80217
"Monterey, CA",36.60024,-121.89468
"Salinas, CA",36.67774,-121.6555
"Santa Cruz, CA",36.97412,-122.0308
"Seaside, CA",36.61107,-121.85162
"Watsonville, CA",36.91023,-121.75689
"Alvin, TX",29.42385,-95.2441
"Atascocita, TX",29.99883,-95.1766
"Baytown, TX",29.7355,-94.97743
"Channelview, TX",29.77606,-95.11465
"Cloverleaf, TX",29.77828,-95.17188
"Deer Park, TX",29.70523,-95.12382
"Friendswood, TX",29.5294,-95.20104
"South Houston, TX",29.66301,-95.23549
"La Porte, TX",29.66578,-95.01937
"League City, TX",29.50745,-95.09493
"Mission Bend, TX",29.69384,-95.66495
"Missouri City, TX",29.61857,-95.53772
"Pasadena, TX",29.69106,-95.2091
"Pearland, TX",29.56357,-95.28605
"Rosenberg, TX",29.55718,-95.80856
"Spring, TX",30.07994,-95.41716
"Sugar Land, TX",29.61968,-95.63495
"The Woodlands, TX",30.15799,-95.48938
"North Charleston, SC",32.85462,-79.97481
"Florence, SC",34.19543,-79.76256
"Goose Creek, SC",32.98101,-80.03259
"Hilton Head Island, SC",32.21632,-80.75261
"Mount Pleasant, SC",32.79407,-79.86259
"North Myrtle Beach, SC",33.81601,-78.68002
"North Charleston, SC",32.85462,-79.97481
"Summerville, SC",33.0185,-80.17565
"Kingston, NY",41.92704,-73.99736
"Middletown, NY",41.44593,-74.42293
"New City, NY",41.1476,-73.98931
"Newburgh, NY",41.50343,-74.01042
"Poughkeepsie, NY",41.70037,-73.92097
"Spring Valley, NY",41.11315,-74.04375
"Algonquin, IL",42.16558,-88.29425
"Arlington Heights, IL",42.08836,-87.98063
"Buffalo Grove, IL",42.15141,-87.95979
"Carpentersville, IL",42.12114,-88.25786
"Des Plaines, IL",42.03336,-87.8834
"South Elgin, IL",41.99419,-88.2923
"Elk Grove Village, IL",42.00392,-87.97035
"Evanston, IL",42.04114,-87.69006
"Glenview, IL",42.06975,-87.78784
"Gurnee, IL",42.3703,-87.90202
"Highland Park, IL",42.18169,-87.80034
"Hoffman Estates, IL",42.04281,-88.0798
"Lake Forest, IL",42.25863,-87.84063
"Lake in the Hills, IL",42.18169,-88.33036
"Libertyville, IL",42.28308,-87.95313
"Morton Grove, IL",42.04059,-87.78256
"Mount Prospect, IL",42.06642,-87.93729
"Mundelein, IL",42.26308,-88.00397
"Niles, IL",42.01892,-87.80284
"North Chicago, IL",42.32558,-87.84118
"Northbrook, IL",42.12753,-87.82895
"Palatine, IL",42.1103,-88.03424
"Park Ridge, IL",42.01114,-87.84062
"Rolling Meadows, IL",42.08419,-88.01313
"Round Lake Beach, IL",42.37169,-88.09008
"Schaumburg, IL",42.03336,-88.08341
"Skokie, IL",42.03336,-87.73339
"Vernon Hills, IL",42.21947,-87.97952
"Waukegan, IL",42.36363,-87.84479
"Wheeling, IL",42.13919,-87.92896
"Wilmette, IL",42.07225,-87.72284
"Zion, IL",42.44613,-87.83285
"Carteret, NJ",40.57733,-74.2282
"East Brunswick, NJ",40.42788,-74.41598
"Edison, NJ",40.51872,-74.4121
"Lakewood, NJ",40.09789,-74.21764
"West Long Branch, NJ",40.29039,-74.01764
"New Brunswick, NJ",40.48622,-74.45182
"East Brunswick, NJ",40.42788,-74.41598
"North Plainfield, NJ",40.6301,-74.42737
"South Old Bridge, NJ",40.40816,-74.35432
"Perth Amboy, NJ",40.50677,-74.26542
"Rahway, NJ",40.60816,-74.27765
"Sayreville, NJ",40.45927,-74.36098
"Somerset, NJ",40.4976,-74.48849
"Toms River, NJ",39.95373,-74.19792
"Bellview, FL",30.46159,-87.31497
"Brent, FL",30.46881,-87.23608
"Ferry Pass, FL",30.5102,-87.21247
"Fort Walton Beach, FL",30.42077,-86.61939
"Panama City, FL",30.15946,-85.65983
"West Pensacola, FL",30.42659,-87.27969
"Tallahassee, FL",30.43826,-84.28073
"West Pensacola, FL",30.42659,-87.27969
"Wright, FL",30.45575,-86.63829
"Bridgeton, NJ",39.42734,-75.23408
"Camden, NJ",39.92595,-75.11962
"Cherry Hill, NJ",39.93484,-75.03073
"Millville, NJ",39.40206,-75.03934
"Pennsauken, NJ",39.95622,-75.05795
"Vineland, NJ",39.48623,-75.02573
"Willingboro, NJ",40.02789,-74.86905
"Belmont, MA",42.39593,-71.17867
"South Boston, MA",42.33343,-71.04949
"Brookline, MA",42.33176,-71.12116
"Cambridge, MA",42.3751,-71.10561
"Chelsea, MA",42.39176,-71.03283
"Everett, MA",42.40843,-71.05366
"Milton, MA",42.24954,-71.06616
"Newton, MA",42.33704,-71.20922
"Quincy, MA",42.25288,-71.00227
"Somerville, MA",42.3876,-71.0995
"Watertown, MA",42.37093,-71.18283
"Poway, CA",32.96282,-117.03586
"Covington, KY",39.08367,-84.50855
"Florence, KY",38.99895,-84.62661
"Lexington, KY",37.98869,-84.47772
"Richmond, KY",37.74786,-84.29465
"Bristol, CT",41.67176,-72.94927
"Manchester, CT",41.77593,-72.52148
"East Hartford, CT",41.78232,-72.61203
"West Hartford, CT",41.76204,-72.74204
"Middletown, CT",41.56232,-72.65065
"New Britain, CT",41.66121,-72.77954
"New London, CT",41.35565,-72.09952
"Newington, CT",41.69788,-72.72371
"Norwich, CT",41.52426,-72.07591
"West Torrington, CT",41.81843,-73.14372
"West Hartford, CT",41.76204,-72.74204
"Wethersfield, CT",41.71427,-72.65259
"Belleville, NJ",40.79371,-74.15014
"Bloomfield, NJ",40.80677,-74.18542
"Clifton, NJ",40.85843,-74.16376
"East Orange, NJ",40.76732,-74.20487
"Garfield, NJ",40.88149,-74.1132
"Hillside, NJ",40.70121,-74.23015
"Irvington, NJ",40.73232,-74.23487
"Kearny, NJ",40.76843,-74.14542
"Livingston, NJ",40.79593,-74.31487
"Lodi, NJ",40.88232,-74.0832
"Maplewood, NJ",40.73121,-74.27348
"Montclair, NJ",40.82593,-74.20903
"Morristown, NJ",40.79677,-74.48154
"Newark, NJ",40.73566,-74.17237
"Nutley, NJ",40.82232,-74.15987
"West Orange, NJ",40.79871,-74.23904
"Passaic, NJ",40.85677,-74.12848
"Paterson, NJ",40.91677,-74.17181
"Wayne, NJ",40.92538,-74.27654
"West Milford, NJ",41.13121,-74.36737
"West Orange, NJ",40.79871,-74.23904
"Lakeland, FL",28.03947,-81.9498
"Winter Haven, FL",28.02224,-81.73286
"Anderson, SC",34.50344,-82.65013
"Greenville, SC",34.85262,-82.39401
"Greenwood, SC",34.1954,-82.16179
"Spartanburg, SC",34.94957,-81.93205
"Taylors, SC",34.92039,-82.29623
"Wade Hampton, SC",34.90373,-82.33317
"Knoxville, TN",35.96064,-83.92074
"Maryville, TN",35.75647,-83.97046
"Oak Ridge, TN",36.01036,-84.26964
"Oak Ridge, TN",36.01036,-84.26964
"El Dorado, AR",33.20763,-92.66627
"Jonesboro, AR",35.8423,-90.70428
"Paragould, AR",36.0584,-90.49733
"Pine Bluff, AR",34.22843,-92.0032
"Texarkana, AR",33.44179,-94.03769
"West Memphis, AR",35.14648,-90.18454
"Bethel Park, PA",40.32757,-80.0395
"McKeesport, PA",40.34785,-79.86422
"Mount Lebanon, PA",40.35535,-80.0495
"Monroeville, PA",40.42118,-79.7881
"New Castle, PA",41.00367,-80.34701
"Penn Hills, PA",40.50118,-79.83922
"Pittsburgh, PA",40.44062,-79.99589
"Plum, PA",40.50035,-79.74949
"Upper Saint Clair, PA",40.3359,-80.08339
"West Mifflin, PA",40.3634,-79.86644
"Bartlett, TN",35.20453,-89.87398
"Collierville, TN",35.04204,-89.66453
"Germantown, TN",35.08676,-89.81009
"Memphis, TN",35.14953,-90.04898
"Corsicana, TX",32.09543,-96.46887
"Denison, TX",33.75566,-96.53666
"Greenville, TX",33.13845,-96.11081
"Longview, TX",32.5007,-94.74049
"Marshall, TX",32.54487,-94.36742
"Paris, TX",33.66094,-95.55551
"Sherman, TX",33.63566,-96.60888
"Texarkana, TX",33.42513,-94.04769
"Tyler, TX",32.35126,-95.30106
"Jacksonville, FL",30.33218,-81.65565
"Jacksonville Beach, FL",30.29469,-81.39314
"Lakeside, FL",30.12996,-81.76815
"Anchorage, AK",61.21806,-149.90028
"College, AK",64.85694,-147.80278
"Fairbanks, AK",64.83778,-147.71639
"Juneau, AK",58.30194,-134.41972
"Ketchikan, AK",55.34225,-131.64784
"Sitka, AK",57.05315,-135.33088
"Cranford, NJ",40.65844,-74.29959
"Elizabeth, NJ",40.66399,-74.2107
"Hillside, NJ",40.70121,-74.23015
"Linden, NJ",40.62205,-74.24459
"South Plainfield, NJ",40.57927,-74.41154
"Roselle, NJ",40.65223,-74.25882
"Scotch Plains, NJ",40.65538,-74.38987
"South Plainfield, NJ",40.57927,-74.41154
"Summit, NJ",40.74149,-74.35959
"Union City, NJ",40.77955,-74.02375
"Westfield, NJ",40.65899,-74.34737
"Chino, CA",34.01223,-117.68894
"Chino Hills, CA",33.9938,-117.75888
"Claremont, CA",34.09668,-117.71978
"Colton, CA",34.0739,-117.31365
"Diamond Bar, CA",34.02862,-117.81034
"Fontana, CA",34.09223,-117.43505
"Highland, CA",34.12834,-117.20865
"La Verne, CA",34.10084,-117.76784
"Montclair, CA",34.07751,-117.68978
"Ontario, CA",34.06334,-117.65089
"Pomona, CA",34.05529,-117.75228
"Rancho Cucamonga, CA",34.1064,-117.59311
"Redlands, CA",34.05557,-117.18254
"Rialto, CA",34.1064,-117.37032
"San Bernardino, CA",34.10834,-117.28977
"San Dimas, CA",34.10668,-117.80673
"Upland, CA",34.09751,-117.64839
"Yucaipa, CA",34.03363,-117.04309
"Fayetteville, NC",35.05266,-78.87836
"Fort Bragg, NC",35.139,-79.00603
"Jacksonville, NC",34.75405,-77.43024
"Lumberton, NC",34.61834,-79.01045
"Wilmington, NC",34.22573,-77.94471
"Hinesville, GA",31.84688,-81.59595
"Savannah, GA",32.08354,-81.09983
"Statesboro, GA",32.44879,-81.78317
"Kansas City, KS",39.11417,-94.62746
"Leavenworth, KS",39.31111,-94.92246
"Leawood, KS",38.96667,-94.6169
"Lenexa, KS",38.95362,-94.73357
"Olathe, KS",38.8814,-94.81913
"Overland Park, KS",38.98223,-94.67079
"Prairie Village, KS",38.99167,-94.63357
"Shawnee, KS",39.04167,-94.72024
"Harrison, NY",40.96899,-73.71263
"Mount Vernon, NY",40.9126,-73.83708
"New Rochelle, NY",40.91149,-73.78235
"Ossining, NY",41.16287,-73.86152
"Peekskill, NY",41.29009,-73.92042
"Port Chester, NY",41.00176,-73.66568
"White Plains, NY",41.03399,-73.76291
"Yonkers, NY",40.93121,-73.89875
"El Paso, TX",31.75872,-106.48693
"Socorro, TX",31.65456,-106.30331
"Arden-Arcade, CA",38.6025,-121.37854
"Carmichael, CA",38.61713,-121.32828
"Citrus Heights, CA",38.70712,-121.28106
"Elk Grove, CA",38.4088,-121.37162
"North Fair Oaks, CA",37.47438,-122.19663
"Florin, CA",38.49602,-121.40884
"Folsom, CA",38.67796,-121.17606
"La Riviera, CA",38.56685,-121.3569
"Laguna, CA",38.42102,-121.42384
"North Highlands, CA",38.68574,-121.37217
"Orangevale, CA",38.67851,-121.22578
"Rancho Cordova, CA",38.58907,-121.30273
"Rocklin, CA",38.79073,-121.23578
"Rosemont, CA",38.55185,-121.36467
"Roseville, CA",38.75212,-121.28801
"West Sacramento, CA",38.58046,-121.53023
"West Sacramento, CA",38.58046,-121.53023
"The Bronx, NY",40.84985,-73.86641
"Brooklyn, NY",40.6501,-73.94958
"New York City, NY",40.71427,-74.00597
"New York City, NY",40.71427,-74.00597
"Borough of Queens, NY",40.68149,-73.83652
"Staten Island, NY",40.56233,-74.13986
"Bartlesville, OK",36.74731,-95.98082
"Broken Arrow, OK",36.0526,-95.79082
"Muskogee, OK",35.74788,-95.36969
"Tulsa, OK",36.15398,-95.99277
"Apex, NC",35.73265,-78.85029
"Cary, NC",35.79154,-78.78112
"Chapel Hill, NC",35.9132,-79.05584
"Durham, NC",35.99403,-78.89862
"Goldsboro, NC",35.38488,-77.99277
"West Raleigh, NC",35.78682,-78.66389
"Sanford, NC",35.47988,-79.1803
"Appleton, WI",44.26193,-88.41538
"De Pere, WI",44.44888,-88.06038
"North Fond du Lac, WI",43.81138,-88.48344
"Green Bay, WI",44.51916,-88.01983
"Manitowoc, WI",44.08861,-87.65758
"Neenah, WI",44.18582,-88.46261
"Oshkosh, WI",44.02471,-88.54261
"Sheboygan, WI",43.75083,-87.71453
"Watertown, WI",43.19472,-88.72899
"Watertown, WI",43.19472,-88.72899
"Antioch, CA",38.00492,-121.80579
"Bay Point, CA",38.02909,-121.96163
"Brentwood, CA",37.93187,-121.69579
"Concord, CA",37.97798,-122.03107
"Danville, CA",37.82159,-121.99996
"Dublin, CA",37.70215,-121.93579
"Lafayette, CA",37.88576,-122.11802
"Livermore, CA",37.68187,-121.76801
"Martinez, CA",38.01937,-122.13413
"Oakley, CA",37.99742,-121.71245
"Pittsburg, CA",38.02798,-121.88468
"Pleasant Hill, CA",37.94798,-122.0608
"Pleasanton, CA",37.66243,-121.87468
"San Ramon, CA",37.77993,-121.97802
"Walnut Creek, CA",37.90631,-122.06496
"Bullhead City, AZ",35.14778,-114.5683
"Flagstaff, AZ",35.19807,-111.65127
"Fortuna Foothills, AZ",32.65783,-114.41189
"Kingman, AZ",35.18944,-114.05301
"Lake Havasu City, AZ",34.4839,-114.32245
"Prescott, AZ",34.54002,-112.4685
"Prescott Valley, AZ",34.61002,-112.31572
"Yuma, AZ",32.72532,-114.6244
"The Bronx, NY",40.84985,-73.86641
"Brooklyn, NY",40.6501,-73.94958
"New York City, NY",40.71427,-74.00597
"Borough of Queens, NY",40.68149,-73.83652
"Staten Island, NY",40.56233,-74.13986
"Bloomington, IN",39.16533,-86.52639
"Clarksville, IN",38.29674,-85.75996
"Columbus, IN",39.20144,-85.92138
"Evansville, IN",37.97476,-87.55585
"Jeffersonville, IN",38.27757,-85.73718
"New Albany, IN",38.28562,-85.82413
"Terre Haute, IN",39.4667,-87.41391
"Clarksville, TN",36.52977,-87.35945
"Columbia, TN",35.61507,-87.03528
"Cookeville, TN",36.16284,-85.50164
"Conroe, TX",30.31188,-95.45605
"Huntsville, TX",30.72353,-95.55078
"Lufkin, TX",31.33824,-94.7291
"Nacogdoches, TX",31.60351,-94.65549
"Beavercreek, OH",39.70923,-84.06327
"Centerville, OH",39.62839,-84.15938
"Dayton, OH",39.75895,-84.19161
"Fairborn, OH",39.82089,-84.01938
"Huber Heights, OH",39.84395,-84.12466
"Kettering, OH",39.6895,-84.16883
"Piqua, OH",40.14477,-84.24244
"Riverside, OH",39.77978,-84.1241
"Sidney, OH",40.28422,-84.1555
"Springfield, OH",39.92423,-83.80882
"Trotwood, OH",39.79728,-84.31133
"Troy, OH",40.0395,-84.20328
"Xenia, OH",39.68478,-83.92965
"Denton, TX",33.21484,-97.13307
"Lewisville, TX",33.04623,-96.99417
"Wichita Falls, TX",33.91371,-98.49339
"South Bradenton, FL",27.4631,-82.58176
"North Port, FL",27.04422,-82.23593
"Port Charlotte, FL",26.97617,-82.09064
"Punta Gorda, FL",26.92978,-82.04537
"Sarasota, FL",27.33643,-82.53065
"South Bradenton, FL",27.4631,-82.58176
"West Bloomfield Township, MI",42.56891,-83.38356
"Farmington Hills, MI",42.48531,-83.37716
"Ferndale, MI",42.46059,-83.13465
"Madison Heights, MI",42.48587,-83.1052
"Novi, MI",42.48059,-83.47549
"Oak Park, MI",42.45948,-83.18271
"Pontiac, MI",42.63892,-83.29105
"Rochester Hills, MI",42.65837,-83.14993
"Royal Oak, MI",42.48948,-83.14465
"Southfield, MI",42.47337,-83.22187
"Troy, MI",42.60559,-83.14993
"Waterford, MI",42.69303,-83.41181
"West Bloomfield Township, MI",42.56891,-83.38356
"Aliso Viejo, CA",33.56504,-117.72712
"Costa Mesa, CA",33.64113,-117.91867
"Dana Point, CA",33.46697,-117.69811
"Irvine, CA",33.66946,-117.82311
"Laguna Beach, CA",33.54225,-117.78311
"Laguna Hills, CA",33.61252,-117.71283
"Laguna Niguel, CA",33.52253,-117.70755
"Lake Forest, CA",33.64697,-117.68922
"Mission Viejo, CA",33.60002,-117.672
"Newport Beach, CA",33.61891,-117.92895
"Rancho Santa Margarita, CA",33.64086,-117.6031
"San Clemente, CA",33.42697,-117.61199
"San Juan Capistrano, CA",33.50169,-117.66255
"Banning, CA",33.92557,-116.87641
"Corona, CA",33.87529,-117.56644
"Hemet, CA",33.74761,-116.97307
"Moreno Valley, CA",33.93752,-117.23059
"Murrieta, CA",33.55391,-117.21392
"Norco, CA",33.93113,-117.54866
"Perris, CA",33.78252,-117.22865
"Riverside, CA",33.95335,-117.39616
"Rubidoux, CA",33.99613,-117.4056
"Temecula, CA",33.49364,-117.14836
"Bloomington, MN",44.8408,-93.29828
"Burnsville, MN",44.76774,-93.27772
"Chanhassen, MN",44.86219,-93.53079
"Eden Prairie, MN",44.85469,-93.47079
"Edina, MN",44.88969,-93.34995
"Minnetonka, MN",44.9133,-93.50329
"Savage, MN",44.77913,-93.33634
"Shakopee, MN",44.79802,-93.5269
"Coconut Creek, FL",26.25175,-80.17894
"Cooper City, FL",26.05731,-80.27172
"Coral Springs, FL",26.27119,-80.2706
"Dania Beach, FL",26.05231,-80.14393
"Davie, FL",26.06287,-80.2331
"Deerfield Beach, FL",26.31841,-80.09977
"Fort Lauderdale, FL",26.12231,-80.14338
"Hallandale Beach, FL",25.9812,-80.14838
"Hollywood, FL",26.0112,-80.14949
"Lauderdale Lakes, FL",26.16647,-80.20838
"Lauderhill, FL",26.14036,-80.21338
"Margate, FL",26.24453,-80.20644
"North Lauderdale, FL",26.2173,-80.22588
"Pembroke Pines, FL",26.00315,-80.22394
"Plantation, FL",26.13421,-80.23184
"Pompano Beach, FL",26.23786,-80.12477
"Sunrise, FL",26.13397,-80.1131
"Tamarac, FL",26.21286,-80.24977
"Weston, FL",26.10037,-80.39977
"Brownsville, TX",25.90175,-97.49748
"Edinburg, TX",26.30174,-98.16334
"Harlingen, TX",26.19063,-97.6961
"Laredo, TX",27.50641,-99.50754
"McAllen, TX",26.20341,-98.23001
"Mission, TX",26.21591,-98.32529
"Pharr, TX",26.1948,-98.18362
"San Benito, TX",26.13258,-97.6311
"San Juan, TX",26.18924,-98.15529
"Weslaco, TX",26.15952,-97.99084
"Bristol, CT",41.67176,-72.94927
"Manchester, CT",41.77593,-72.52148
"East Hartford, CT",41.78232,-72.61203
"West Hartford, CT",41.76204,-72.74204
"Middletown, CT",41.56232,-72.65065
"New Britain, CT",41.66121,-72.77954
"New London, CT",41.35565,-72.09952
"Newington, CT",41.69788,-72.72371
"Norwich, CT",41.52426,-72.07591
"West Torrington, CT",41.81843,-73.14372
"West Hartford, CT",41.76204,-72.74204
"Wethersfield, CT",41.71427,-72.65259
"Fort Collins, CO",40.58526,-105.08442
"Grand Junction, CO",39.06387,-108.55065
"Greeley, CO",40.42331,-104.70913
"Loveland, CO",40.39776,-105.07498
"Aloha, OR",45.49428,-122.86705
"Beaverton, OR",45.48706,-122.80371
"Gresham, OR",45.49818,-122.43148
"Hillsboro, OR",45.52289,-122.98983
"Keizer, OR",44.99012,-123.02621
"Lake Oswego, OR",45.42067,-122.67065
"McMinnville, OR",45.21012,-123.19872
