Municipality,Sex,Workforce,Worked Hours Week,Worked Days Week,Monthly Wage,Workforce MOE
Santa Bárbara,Hombre,4666.0,42.0,5.0,5348.0,1502.0
Jaral del Progreso,Mujer,4435.0,36.0,4.0,3042.0,1522.0
Jaral del Progreso,Hombre,3133.0,46.0,5.0,4998.0,1312.0
Eduardo Neri,Mujer,1625.0,40.0,5.0,3197.0,824.0
Eduardo Neri,Hombre,3295.0,48.0,5.0,4553.0,1071.0
Zinapécuaro,Mujer,5049.0,33.0,5.0,2596.0,1629.0
Zinapécuaro,Hombre,5680.0,43.0,5.0,4836.0,1757.0
San Pedro Totolápam,Mujer,2549.0,34.0,4.0,3108.0,1192.0
San Pedro Totolápam,Hombre,3509.0,44.0,4.0,4959.0,1206.0
Tepeaca,Mujer,3949.0,35.0,5.0,2943.0,1715.0
Tepeaca,Hombre,6038.0,46.0,5.0,4368.0,1925.0
Pantelhó,Mujer,1874.0,26.0,4.0,2010.0,1182.0
Pantelhó,Hombre,772.0,44.0,5.0,3225.0,772.0
Tuzantán,Mujer,2832.0,40.0,5.0,3491.0,1210.0
Tuzantán,Hombre,3162.0,44.0,5.0,4319.0,1255.0
Ascensión,Mujer,3000.0,28.0,3.0,4735.0,1202.0
Ascensión,Hombre,1815.0,46.0,5.0,7073.0,891.0
Santa Isabel,Mujer,1632.0,26.0,4.0,5769.0,831.0
Santa Isabel,Hombre,2830.0,45.0,5.0,3857.0,1097.0
San Luis del Cordero,Mujer,758.0,17.0,3.0,1670.0,446.0
San Luis del Cordero,Hombre,333.0,39.0,5.0,2850.0,292.0
Metlatónoc,Mujer,1672.0,40.0,5.0,4415.0,755.0
Metlatónoc,Hombre,1523.0,39.0,5.0,3774.0,741.0
Iliatenco,Mujer,1105.0,44.0,5.0,4569.0,627.0
Iliatenco,Hombre,489.0,42.0,5.0,3700.0,419.0
Acambay de Ruíz Castañeda,Mujer,4901.0,38.0,5.0,2205.0,2108.0
Acambay de Ruíz Castañeda,Hombre,4414.0,46.0,5.0,3021.0,1905.0
Zacapu,Mujer,4644.0,33.0,5.0,4539.0,1512.0
Zacapu,Hombre,5635.0,38.0,5.0,5986.0,1808.0
Tamazulápam del Espíritu Santo,Mujer,1196.0,36.0,5.0,2529.0,668.0
Tamazulápam del Espíritu Santo,Hombre,1548.0,37.0,4.0,4025.0,781.0
Monjas,Mujer,2746.0,46.0,6.0,2716.0,1107.0
Monjas,Hombre,2247.0,50.0,5.0,3158.0,1121.0
San José del Progreso,Mujer,4014.0,35.0,5.0,2542.0,1500.0
San José del Progreso,Hombre,3062.0,53.0,5.0,4368.0,1288.0
San Juan Comaltepec,Mujer,1411.0,22.0,5.0,625.0,856.0
San Juan Comaltepec,Hombre,907.0,34.0,4.0,2580.0,729.0
San Lucas Zoquiápam,Mujer,946.0,34.0,5.0,960.0,712.0
San Lucas Zoquiápam,Hombre,1603.0,44.0,5.0,2390.0,918.0
San Miguel del Puerto,Mujer,1901.0,30.0,5.0,2222.0,1030.0
San Miguel del Puerto,Hombre,2032.0,53.0,5.0,5310.0,1143.0
Santa María Nativitas,Mujer,1372.0,28.0,5.0,1186.0,682.0
Santa María Nativitas,Hombre,1396.0,27.0,3.0,1175.0,653.0
Santa María Ozolotepec,Mujer,1801.0,30.0,4.0,1134.0,876.0
Santa María Ozolotepec,Hombre,1452.0,41.0,5.0,2706.0,889.0
Santa María Tonameca,Mujer,2322.0,29.0,5.0,2622.0,1182.0
Santa María Tonameca,Hombre,1407.0,37.0,5.0,4004.0,871.0
Santiago Lachiguiri,Mujer,2314.0,14.0,2.0,688.0,988.0
Santiago Lachiguiri,Hombre,1132.0,38.0,5.0,3370.0,739.0
Santo Domingo Armenta,Mujer,2603.0,20.0,4.0,1393.0,1302.0
Santo Domingo Armenta,Hombre,833.0,44.0,5.0,2377.0,779.0
Nopalucan,Mujer,2632.0,34.0,5.0,2754.0,1441.0
Nopalucan,Hombre,8267.0,42.0,5.0,3596.0,2275.0
Xochitlán Todos Santos,Mujer,5057.0,37.0,5.0,658.0,1847.0
Xochitlán Todos Santos,Hombre,3302.0,43.0,5.0,3019.0,1486.0
Gustavo Díaz Ordaz,Mujer,1627.0,34.0,4.0,4124.0,847.0
Gustavo Díaz Ordaz,Hombre,2954.0,36.0,4.0,4580.0,1124.0
Atzacan,Mujer,3295.0,34.0,5.0,2910.0,1451.0
Atzacan,Hombre,2887.0,41.0,5.0,3453.0,1404.0
Paso de Ovejas,Mujer,3944.0,35.0,4.0,3318.0,1765.0
Paso de Ovejas,Hombre,2426.0,43.0,5.0,4488.0,1397.0
Tlacolulan,Mujer,2341.0,36.0,5.0,2546.0,1274.0
Tlacolulan,Hombre,3241.0,49.0,5.0,3221.0,1455.0
El Porvenir,Mujer,2613.0,33.0,4.0,6547.0,1088.0
El Porvenir,Hombre,1863.0,38.0,4.0,6832.0,954.0
Concepción Pápalo,Mujer,1656.0,20.0,5.0,1065.0,864.0
Concepción Pápalo,Hombre,932.0,39.0,5.0,2238.0,659.0
Tlaltetela,Mujer,3550.0,43.0,5.0,2394.0,1845.0
Tlaltetela,Hombre,3609.0,44.0,5.0,4069.0,1901.0
San Juan Mixtepec,Mujer,1184.0,36.0,5.0,1878.0,742.0
San Juan Mixtepec,Hombre,711.0,47.0,5.0,3941.0,573.0
Coyame del Sotol,Mujer,1999.0,42.0,6.0,1486.0,1050.0
Coyame del Sotol,Hombre,1508.0,47.0,5.0,5694.0,900.0
Indé,Mujer,1301.0,35.0,5.0,3349.0,545.0
Indé,Hombre,1766.0,36.0,5.0,3735.0,622.0
La Unión de Isidoro Montes de Oca,Mujer,1915.0,37.0,5.0,3511.0,879.0
La Unión de Isidoro Montes de Oca,Hombre,2189.0,42.0,5.0,4812.0,915.0
San Agustín Metzquititlán,Mujer,1521.0,39.0,5.0,1643.0,815.0
San Agustín Metzquititlán,Hombre,3060.0,36.0,5.0,2726.0,1141.0
Villa de Tezontepec,Mujer,1910.0,33.0,5.0,2804.0,865.0
Villa de Tezontepec,Hombre,2803.0,46.0,5.0,3594.0,998.0
Chimaltitán,Mujer,1832.0,33.0,5.0,2768.0,1188.0
Chimaltitán,Hombre,2658.0,43.0,5.0,3763.0,1402.0
Teocuitatlán de Corona,Mujer,1591.0,40.0,5.0,1094.0,1025.0
Teocuitatlán de Corona,Hombre,3697.0,32.0,4.0,3622.0,1469.0
Cañadas de Obregón,Mujer,3730.0,32.0,4.0,3010.0,1703.0
Cañadas de Obregón,Hombre,5259.0,43.0,5.0,5798.0,2021.0
Coahuayana,Mujer,2096.0,33.0,5.0,4534.0,1258.0
Coahuayana,Hombre,4036.0,37.0,5.0,5716.0,1502.0
Totolapan,Mujer,806.0,35.0,5.0,1963.0,452.0
Totolapan,Hombre,759.0,42.0,5.0,2795.0,443.0
San Dionisio del Mar,Mujer,4025.0,29.0,6.0,1125.0,1342.0
San Dionisio del Mar,Hombre,2899.0,34.0,5.0,3360.0,1135.0
San José Chiltepec,Mujer,1936.0,30.0,5.0,2912.0,990.0
San José Chiltepec,Hombre,1001.0,35.0,4.0,4087.0,759.0
San Mateo del Mar,Mujer,2832.0,25.0,4.0,1257.0,999.0
San Mateo del Mar,Hombre,3837.0,45.0,5.0,2427.0,1003.0
San Miguel Chimalapa,Mujer,2586.0,18.0,4.0,933.0,1075.0
San Miguel Chimalapa,Hombre,1143.0,37.0,4.0,2228.0,808.0
Santiago Jamiltepec,Mujer,1430.0,30.0,5.0,2299.0,771.0
Santiago Jamiltepec,Hombre,1587.0,41.0,5.0,3058.0,829.0
Hueytlalpan,Mujer,2789.0,31.0,4.0,1047.0,1282.0
Hueytlalpan,Hombre,2050.0,52.0,5.0,2624.0,1208.0
Huitziltepec,Mujer,4548.0,36.0,5.0,1891.0,1814.0
Huitziltepec,Hombre,4524.0,42.0,5.0,3028.0,1800.0
Juan N. Méndez,Mujer,3565.0,23.0,4.0,2457.0,1325.0
Juan N. Méndez,Hombre,2548.0,47.0,5.0,3407.0,1207.0
San Pablo Anicano,Mujer,1877.0,34.0,4.0,1760.0,1203.0
San Pablo Anicano,Hombre,2213.0,45.0,5.0,2519.0,1256.0
Quiriego,Mujer,1217.0,27.0,4.0,11230.0,662.0
Quiriego,Hombre,2496.0,44.0,5.0,4180.0,922.0
Tlalixcoyan,Mujer,2937.0,33.0,5.0,3503.0,1413.0
Tlalixcoyan,Hombre,4347.0,44.0,5.0,5237.0,1717.0
Tonayán,Mujer,1831.0,32.0,5.0,1400.0,1190.0
Tonayán,Hombre,5961.0,53.0,5.0,2276.0,1948.0
Dzan,Mujer,1168.0,27.0,4.0,2226.0,434.0
Dzan,Hombre,644.0,40.0,5.0,3938.0,335.0
Halachó,Mujer,2359.0,27.0,4.0,3178.0,650.0
Halachó,Hombre,3251.0,40.0,5.0,4390.0,801.0
Suma,Mujer,1291.0,28.0,4.0,2649.0,481.0
Suma,Hombre,1264.0,44.0,5.0,4492.0,498.0
Zacoalco de Torres,Mujer,3554.0,36.0,5.0,4481.0,1614.0
Zacoalco de Torres,Hombre,4251.0,42.0,5.0,4884.0,1734.0
Tanhuato,Mujer,2962.0,36.0,5.0,4663.0,1405.0
Tanhuato,Hombre,2491.0,45.0,5.0,7400.0,1333.0
"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Mujer,2603.0,39.0,6.0,646.0,961.0
"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",Hombre,1439.0,47.0,5.0,2500.0,752.0
San Salvador el Seco,Mujer,2845.0,46.0,5.0,1553.0,1227.0
San Salvador el Seco,Hombre,4392.0,47.0,5.0,3203.0,1510.0
Huayacocotla,Mujer,1116.0,42.0,6.0,1496.0,855.0
Huayacocotla,Hombre,2763.0,55.0,5.0,4154.0,1219.0
Jaumave,Mujer,2840.0,29.0,4.0,3664.0,1237.0
Jaumave,Hombre,2851.0,37.0,5.0,4532.0,1180.0
Zitlala,Mujer,8344.0,34.0,5.0,1748.0,1962.0
Zitlala,Hombre,1515.0,35.0,5.0,2320.0,928.0
Singuilucan,Mujer,2667.0,38.0,4.0,4162.0,1092.0
Singuilucan,Hombre,2370.0,50.0,5.0,5505.0,1005.0
Soyaniquilpan de Juárez,Mujer,2889.0,40.0,5.0,1184.0,1903.0
Soyaniquilpan de Juárez,Hombre,4200.0,47.0,5.0,2855.0,2046.0
Coicoyán de las Flores,Mujer,2842.0,30.0,5.0,517.0,1147.0
Coicoyán de las Flores,Hombre,539.0,39.0,5.0,1720.0,539.0
San Esteban Atatlahuca,Mujer,413.0,17.0,4.0,879.0,331.0
San Esteban Atatlahuca,Hombre,461.0,56.0,6.0,6476.0,364.0
Santa Ana Yareni,Mujer,1496.0,37.0,4.0,767.0,851.0
Santa Ana Yareni,Hombre,503.0,43.0,5.0,3700.0,503.0
Santa Cruz Mixtepec,Mujer,6809.0,35.0,5.0,1720.0,2278.0
Santa Cruz Mixtepec,Hombre,2737.0,35.0,5.0,2551.0,1348.0
Santiago Ixtayutla,Mujer,3138.0,28.0,5.0,875.0,1204.0
Santiago Ixtayutla,Hombre,1650.0,41.0,5.0,3470.0,888.0
Coatzingo,Mujer,3470.0,32.0,5.0,1918.0,1279.0
Coatzingo,Hombre,1536.0,46.0,6.0,2887.0,933.0
Tlanepantla,Mujer,6776.0,34.0,4.0,3247.0,1838.0
Tlanepantla,Hombre,6366.0,49.0,5.0,3416.0,1813.0
Tancanhuitz,Mujer,2023.0,30.0,4.0,3859.0,797.0
Tancanhuitz,Hombre,1784.0,35.0,4.0,5132.0,763.0
Amatitlán,Mujer,2421.0,34.0,5.0,2379.0,1332.0
Amatitlán,Hombre,2026.0,43.0,5.0,3682.0,1260.0
Calcahualco,Mujer,5218.0,32.0,4.0,2262.0,2097.0
Calcahualco,Hombre,4309.0,43.0,5.0,2576.0,1906.0
Naolinco,Mujer,5781.0,38.0,5.0,2176.0,2089.0
Naolinco,Hombre,6600.0,42.0,5.0,3284.0,1998.0
Atlamajalcingo del Monte,Mujer,11082.0,29.0,6.0,275.0,2256.0
Atlamajalcingo del Monte,Hombre,4822.0,29.0,5.0,368.0,1526.0
Villa Guerrero,Mujer,5973.0,39.0,5.0,2076.0,2134.0
Villa Guerrero,Hombre,4315.0,41.0,5.0,4307.0,1778.0
San Jerónimo Sosola,Mujer,3298.0,36.0,5.0,803.0,878.0
San Jerónimo Sosola,Hombre,985.0,41.0,5.0,1920.0,567.0
San Sebastián Nicananduta,Mujer,5944.0,32.0,5.0,743.0,1481.0
San Sebastián Nicananduta,Hombre,896.0,32.0,4.0,2584.0,626.0
Santa Lucía Miahuatlán,Mujer,1498.0,30.0,5.0,540.0,853.0
Santa Lucía Miahuatlán,Hombre,1262.0,41.0,5.0,2289.0,797.0
Santa María Jalapa del Marqués,Mujer,2109.0,30.0,4.0,2668.0,848.0
Santa María Jalapa del Marqués,Hombre,1775.0,43.0,5.0,4398.0,804.0
Aquixtla,Mujer,8972.0,34.0,5.0,1299.0,2414.0
Aquixtla,Hombre,4768.0,46.0,5.0,3080.0,1638.0
Mazapa de Madero,Mujer,1419.0,31.0,5.0,6165.0,888.0
Mazapa de Madero,Hombre,1345.0,36.0,5.0,3742.0,840.0
Maravilla Tenejapa,Mujer,2152.0,36.0,5.0,2525.0,1449.0
Maravilla Tenejapa,Hombre,3012.0,37.0,5.0,3359.0,1723.0
Pilcaya,Mujer,3640.0,32.0,4.0,2105.0,1142.0
Pilcaya,Hombre,2303.0,43.0,5.0,4182.0,948.0
Cochoapa el Grande,Mujer,3195.0,35.0,5.0,2538.0,1814.0
Cochoapa el Grande,Hombre,2489.0,36.0,4.0,3675.0,1855.0
Huasca de Ocampo,Mujer,1475.0,43.0,5.0,4026.0,760.0
Huasca de Ocampo,Hombre,2194.0,40.0,5.0,5301.0,918.0
Huazalingo,Mujer,2693.0,27.0,4.0,1888.0,1045.0
Huazalingo,Hombre,2476.0,35.0,4.0,2771.0,1063.0
Metztitlán,Mujer,1686.0,36.0,5.0,1664.0,719.0
Metztitlán,Hombre,2674.0,36.0,5.0,2950.0,853.0
Tenango de Doria,Mujer,1202.0,34.0,5.0,2100.0,704.0
Tenango de Doria,Hombre,2558.0,53.0,5.0,3345.0,975.0
Tepetitlán,Mujer,2750.0,34.0,4.0,3535.0,1163.0
Tepetitlán,Hombre,3574.0,49.0,5.0,4597.0,1275.0
Tolcayuca,Mujer,3034.0,40.0,5.0,3059.0,1056.0
Tolcayuca,Hombre,3907.0,49.0,5.0,5045.0,1210.0
Atenguillo,Mujer,3325.0,38.0,4.0,2802.0,1794.0
Atenguillo,Hombre,4419.0,41.0,5.0,5769.0,2026.0
Degollado,Mujer,3226.0,37.0,4.0,3581.0,1403.0
Degollado,Hombre,3309.0,38.0,5.0,7259.0,1450.0
Juchitlán,Mujer,4215.0,35.0,5.0,3573.0,1568.0
Juchitlán,Hombre,3184.0,37.0,5.0,5038.0,1447.0
Tototlán,Mujer,4347.0,40.0,5.0,4995.0,1785.0
Tototlán,Hombre,4833.0,43.0,5.0,5401.0,1906.0
Villa Corona,Mujer,3729.0,30.0,4.0,2379.0,1620.0
Villa Corona,Hombre,5483.0,37.0,5.0,5063.0,2055.0
Atlautla,Mujer,9860.0,39.0,5.0,1788.0,4015.0
Atlautla,Hombre,5075.0,47.0,5.0,2353.0,2290.0
Ayapango,Mujer,4901.0,41.0,5.0,1814.0,2115.0
Ayapango,Hombre,5603.0,46.0,5.0,2493.0,2191.0
Isidro Fabela,Mujer,3086.0,39.0,5.0,2889.0,1512.0
Isidro Fabela,Hombre,4264.0,46.0,5.0,3373.0,1786.0
Cuitzeo,Mujer,5044.0,35.0,4.0,4042.0,1525.0
Cuitzeo,Hombre,5546.0,39.0,5.0,6014.0,1602.0
Huaniqueo,Mujer,4132.0,30.0,4.0,3918.0,1358.0
Huaniqueo,Hombre,3499.0,42.0,5.0,5332.0,1336.0
Nahuatzen,Mujer,4910.0,28.0,4.0,2888.0,1673.0
Nahuatzen,Hombre,5523.0,37.0,5.0,4378.0,1568.0
Tlazazalca,Mujer,2117.0,29.0,5.0,3574.0,1131.0
Tlazazalca,Hombre,2639.0,42.0,5.0,4562.0,1199.0
China,Mujer,595.0,44.0,5.0,4119.0,316.0
China,Hombre,1593.0,40.0,5.0,4628.0,472.0
San Agustín Atenango,Mujer,1674.0,24.0,5.0,1654.0,792.0
San Agustín Atenango,Hombre,2118.0,41.0,5.0,2680.0,870.0
San Francisco del Mar,Mujer,3900.0,26.0,5.0,1642.0,1352.0
San Francisco del Mar,Hombre,3800.0,33.0,4.0,3679.0,1351.0
San Lorenzo,Mujer,3495.0,23.0,4.0,1654.0,1487.0
San Lorenzo,Hombre,1006.0,36.0,4.0,2763.0,824.0
Santa Catarina Mechoacán,Mujer,3579.0,24.0,5.0,1283.0,1224.0
Santa Catarina Mechoacán,Hombre,1113.0,47.0,5.0,4454.0,699.0
Santiago Matatlán,Mujer,2789.0,45.0,6.0,3177.0,883.0
Santiago Matatlán,Hombre,2119.0,38.0,4.0,1392.0,771.0
Amixtlán,Mujer,4550.0,34.0,5.0,2301.0,1701.0
Amixtlán,Hombre,2716.0,39.0,5.0,2936.0,1296.0
Ocoyucan,Mujer,6128.0,33.0,5.0,3105.0,2585.0
Ocoyucan,Hombre,9498.0,45.0,5.0,3603.0,3194.0
Tehuitzingo,Mujer,2460.0,36.0,5.0,1833.0,1256.0
Tehuitzingo,Hombre,3997.0,45.0,5.0,3358.0,1509.0
Bacalar,Mujer,1811.0,30.0,4.0,3338.0,548.0
Bacalar,Hombre,2039.0,40.0,4.0,4985.0,595.0
Vanegas,Mujer,1747.0,32.0,5.0,2829.0,802.0
Vanegas,Hombre,1587.0,40.0,5.0,4289.0,750.0
Cosalá,Mujer,1956.0,35.0,5.0,4694.0,839.0
Cosalá,Hombre,2839.0,43.0,5.0,5873.0,1002.0
Burgos,Mujer,1981.0,32.0,5.0,2586.0,908.0
Burgos,Hombre,3106.0,40.0,5.0,3993.0,1108.0
San Lucas Tecopilco,Mujer,457.0,38.0,5.0,3217.0,244.0
San Lucas Tecopilco,Hombre,736.0,41.0,4.0,4754.0,290.0
Chacaltianguis,Mujer,1496.0,32.0,4.0,3895.0,1030.0
Chacaltianguis,Hombre,1472.0,40.0,5.0,5890.0,1096.0
Ixhuacán de los Reyes,Mujer,1871.0,31.0,5.0,3792.0,1021.0
Ixhuacán de los Reyes,Hombre,4302.0,37.0,5.0,4176.0,1579.0
Las Vigas de Ramírez,Mujer,5007.0,33.0,5.0,2598.0,2025.0
Las Vigas de Ramírez,Hombre,9101.0,46.0,5.0,3877.0,2683.0
Texistepec,Mujer,2207.0,37.0,5.0,2913.0,1346.0
Texistepec,Hombre,3941.0,42.0,5.0,4532.0,1668.0
Tlacotalpan,Mujer,2724.0,32.0,4.0,2885.0,1647.0
Tlacotalpan,Hombre,7053.0,47.0,5.0,4639.0,2531.0
Villa Aldama,Mujer,3459.0,42.0,5.0,2931.0,1515.0
Villa Aldama,Hombre,2764.0,38.0,5.0,2135.0,1343.0
Cacalchén,Mujer,654.0,30.0,4.0,3183.0,337.0
Cacalchén,Hombre,968.0,48.0,5.0,4347.0,412.0
Mocochá,Mujer,924.0,35.0,5.0,3976.0,420.0
Mocochá,Hombre,1628.0,45.0,5.0,4960.0,768.0
Sotuta,Mujer,809.0,33.0,5.0,2557.0,340.0
Sotuta,Hombre,1109.0,36.0,4.0,4311.0,399.0
Tahdziú,Mujer,6797.0,27.0,5.0,2519.0,1130.0
Tahdziú,Hombre,1987.0,37.0,5.0,3850.0,637.0
Tixkokob,Mujer,2232.0,36.0,5.0,4243.0,659.0
Tixkokob,Hombre,2416.0,40.0,5.0,5688.0,740.0
Tixmehuac,Mujer,2407.0,22.0,5.0,2665.0,731.0
Tixmehuac,Hombre,990.0,43.0,5.0,4149.0,498.0
General Enrique Estrada,Mujer,1473.0,37.0,5.0,2288.0,548.0
General Enrique Estrada,Hombre,1543.0,49.0,5.0,4633.0,554.0
Nava,Mujer,3322.0,41.0,5.0,5553.0,1566.0
Nava,Hombre,3596.0,45.0,5.0,5781.0,1655.0
Siltepec,Mujer,3667.0,36.0,5.0,4582.0,1764.0
Siltepec,Hombre,4135.0,40.0,5.0,3866.0,1587.0
El Grullo,Mujer,5834.0,34.0,4.0,4397.0,2187.0
El Grullo,Hombre,7255.0,39.0,5.0,5848.0,2470.0
Amanalco,Mujer,3579.0,39.0,5.0,2377.0,1704.0
Amanalco,Hombre,8986.0,39.0,5.0,4124.0,2469.0
Chapa de Mota,Mujer,4892.0,40.0,5.0,3866.0,2192.0
Chapa de Mota,Hombre,4097.0,49.0,5.0,3873.0,1942.0
Otumba,Mujer,5075.0,39.0,5.0,2722.0,1965.0
Otumba,Hombre,5104.0,46.0,5.0,2519.0,1999.0
Xonacatlán,Mujer,8311.0,39.0,5.0,2370.0,2666.0
Xonacatlán,Hombre,12326.0,47.0,5.0,2730.0,3113.0
Aporo,Mujer,1636.0,31.0,5.0,3101.0,926.0
Aporo,Hombre,2246.0,44.0,5.0,4180.0,1075.0
Cotija,Mujer,4200.0,38.0,5.0,3377.0,1618.0
Cotija,Hombre,5364.0,42.0,5.0,5859.0,1754.0
Guadalupe de Ramírez,Mujer,1256.0,23.0,5.0,776.0,720.0
Guadalupe de Ramírez,Hombre,1194.0,37.0,5.0,1562.0,648.0
Magdalena Tequisistlán,Mujer,1533.0,31.0,4.0,2257.0,771.0
Magdalena Tequisistlán,Hombre,2320.0,36.0,4.0,4494.0,931.0
San Francisco Chindúa,Mujer,2701.0,34.0,4.0,825.0,1017.0
San Francisco Chindúa,Hombre,2687.0,42.0,5.0,3224.0,998.0
San Gabriel Mixtepec,Mujer,3235.0,31.0,5.0,2803.0,1147.0
San Gabriel Mixtepec,Hombre,1827.0,44.0,5.0,3743.0,875.0
San Lorenzo Albarradas,Mujer,3813.0,27.0,6.0,601.0,1455.0
San Lorenzo Albarradas,Hombre,2834.0,48.0,5.0,2765.0,1152.0
Capulálpam de Méndez,Mujer,3432.0,38.0,5.0,1898.0,1442.0
Capulálpam de Méndez,Hombre,3204.0,45.0,5.0,5414.0,1387.0
San Pedro Ixtlahuaca,Mujer,2296.0,46.0,5.0,2238.0,1176.0
San Pedro Ixtlahuaca,Hombre,3115.0,51.0,5.0,4448.0,1406.0
San Pedro Teutila,Mujer,3294.0,28.0,5.0,1227.0,1350.0
San Pedro Teutila,Hombre,1262.0,36.0,4.0,2050.0,842.0
Santa Ana del Valle,Mujer,6479.0,26.0,4.0,1793.0,1874.0
Santa Ana del Valle,Hombre,3057.0,48.0,5.0,2321.0,1225.0
Ayoquezco de Aldama,Mujer,2599.0,28.0,4.0,1968.0,997.0
Ayoquezco de Aldama,Hombre,2000.0,40.0,4.0,3700.0,876.0
Santa María Chilchotla,Mujer,3562.0,24.0,5.0,332.0,1300.0
Santa María Chilchotla,Hombre,1622.0,47.0,5.0,2041.0,977.0
Villa de Santiago Chazumba,Mujer,660.0,23.0,6.0,488.0,451.0
Villa de Santiago Chazumba,Hombre,333.0,46.0,6.0,3870.0,333.0
Santiago Laollaga,Mujer,1555.0,38.0,5.0,2973.0,781.0
Santiago Laollaga,Hombre,1097.0,57.0,6.0,3819.0,622.0
Santo Domingo Albarradas,Mujer,7758.0,41.0,5.0,2720.0,2035.0
Santo Domingo Albarradas,Hombre,2373.0,38.0,5.0,2709.0,1317.0
San Matías Tlalancaleca,Mujer,3453.0,38.0,5.0,1791.0,1405.0
San Matías Tlalancaleca,Hombre,5188.0,41.0,5.0,3206.0,1717.0
Tuzamapan de Galeana,Mujer,3131.0,29.0,5.0,1531.0,1591.0
Tuzamapan de Galeana,Hombre,3783.0,41.0,5.0,2455.0,1809.0
Naco,Mujer,1509.0,27.0,4.0,3637.0,790.0
Naco,Hombre,1834.0,49.0,5.0,5946.0,829.0
La Antigua,Mujer,3250.0,42.0,5.0,4445.0,1615.0
La Antigua,Hombre,5437.0,45.0,5.0,4740.0,2144.0
Cerro Azul,Mujer,2637.0,36.0,4.0,3177.0,1327.0
Cerro Azul,Hombre,3633.0,39.0,5.0,3903.0,1540.0
Coyutla,Mujer,2322.0,22.0,5.0,957.0,1422.0
Coyutla,Hombre,2061.0,27.0,4.0,3212.0,1305.0
Rafael Delgado,Mujer,14663.0,35.0,5.0,5403.0,7371.0
Rafael Delgado,Hombre,14583.0,46.0,5.0,5601.0,7737.0
Castillo de Teayo,Mujer,4480.0,45.0,6.0,2843.0,2016.0
Castillo de Teayo,Hombre,2015.0,35.0,4.0,3873.0,1385.0
Tlacojalpan,Mujer,1961.0,37.0,4.0,3556.0,1008.0
Tlacojalpan,Hombre,2283.0,42.0,5.0,3527.0,1086.0
Tlalnelhuayocan,Mujer,5491.0,40.0,5.0,4663.0,3748.0
Tlalnelhuayocan,Hombre,12415.0,44.0,5.0,3315.0,6207.0
Tlapacoyan,Mujer,5128.0,37.0,5.0,4170.0,2363.0
Tlapacoyan,Hombre,5190.0,46.0,5.0,3881.0,2401.0
Maní,Mujer,2221.0,27.0,4.0,2708.0,503.0
Maní,Hombre,736.0,39.0,5.0,4992.0,334.0
Santa María de la Paz,Mujer,926.0,39.0,5.0,2929.0,384.0
Santa María de la Paz,Hombre,699.0,36.0,5.0,2169.0,349.0
Tecoanapa,Mujer,3430.0,28.0,4.0,3218.0,1240.0
Tecoanapa,Hombre,2375.0,38.0,5.0,4522.0,1014.0
Amatitán,Mujer,3661.0,32.0,4.0,3605.0,1532.0
Amatitán,Hombre,4758.0,42.0,5.0,3461.0,1711.0
San Sebastián Coatlán,Mujer,3358.0,29.0,4.0,1319.0,1493.0
San Sebastián Coatlán,Hombre,1128.0,35.0,4.0,3188.0,874.0
Santa María Yucuhiti,Mujer,1218.0,24.0,4.0,1054.0,726.0
Santa María Yucuhiti,Hombre,Missing,Missing,Missing,Missing,Missing
Acteopan,Mujer,21674.0,36.0,5.0,1355.0,3169.0
Acteopan,Hombre,17995.0,39.0,4.0,2492.0,2876.0
San José Miahuatlán,Mujer,9675.0,30.0,5.0,2259.0,2339.0
San José Miahuatlán,Hombre,6903.0,43.0,5.0,3140.0,2038.0
San Salvador Huixcolotla,Mujer,6708.0,37.0,5.0,1942.0,2030.0
San Salvador Huixcolotla,Hombre,5138.0,47.0,5.0,4699.0,1635.0
Dzitás,Mujer,1155.0,28.0,5.0,2231.0,499.0
Dzitás,Hombre,1321.0,44.0,5.0,5920.0,540.0
Frontera Hidalgo,Mujer,648.0,42.0,7.0,1500.0,648.0
Frontera Hidalgo,Hombre,1790.0,63.0,6.0,2867.0,1065.0
Ixhuatán,Mujer,1464.0,31.0,4.0,3925.0,747.0
Ixhuatán,Hombre,2504.0,45.0,5.0,4392.0,941.0
Mapastepec,Mujer,2081.0,45.0,5.0,5261.0,875.0
Mapastepec,Hombre,1758.0,43.0,5.0,6092.0,814.0
Pueblo Nuevo Solistahuacán,Mujer,3596.0,36.0,5.0,3069.0,1746.0
Pueblo Nuevo Solistahuacán,Hombre,8140.0,42.0,5.0,4355.0,2291.0
Solosuchiapa,Mujer,1998.0,47.0,6.0,7053.0,1180.0
Solosuchiapa,Hombre,4776.0,45.0,5.0,4593.0,1527.0
Yajalón,Mujer,1844.0,39.0,5.0,2504.0,1040.0
Yajalón,Hombre,2182.0,44.0,5.0,4389.0,1205.0
Juchitán,Mujer,1043.0,24.0,5.0,1059.0,779.0
Juchitán,Hombre,1563.0,35.0,4.0,3285.0,955.0
Cardonal,Mujer,1616.0,33.0,4.0,2824.0,857.0
Cardonal,Hombre,2380.0,35.0,4.0,3458.0,1017.0
Pacula,Mujer,1386.0,31.0,5.0,2506.0,730.0
Pacula,Hombre,1768.0,39.0,5.0,5371.0,770.0
