Record Type,CDS Code,County,District,School,Entity Type,Low Grade,High Grade,Public Yes/No,Latitude,Longitude
School,37681146954648,San Diego,Fallbrook Union Elementary,Zion Christian Preschool & Kindergarten,Elementary School (Private),K,K,N,33.376317,-117.229516
School,37681226165161,San Diego,Fallbrook Union High,Hope City,K-12 Schools (Private),K,12,N,33.352478,-117.216052
School,37681306165088,San Diego,Grossmont Union High,Abeka,K-12 Schools (Private),1,12,N,32.821294,-116.948010
School,37681306938849,San Diego,Grossmont Union High,Christian Junior/Senior High School,K-12 Schools (Private),7,12,N,32.799993,-116.902411
School,37681307100290,San Diego,Grossmont Union High,Foothills Christian High School,High Schools (Private),9,12,N,32.797778,-116.995350
School,37681306141907,San Diego,Grossmont Union High,Foothills Christian Middle School,Elementary School (Private),6,8,N,32.818008,-116.965282
School,37681306206270,San Diego,Grossmont Union High,Fred Finch Youth Center,K-12 Schools (Private),6,12,N,32.743887,-116.973527
School,37681976965503,San Diego,La Mesa-Spring Valley,Christ Lutheran Elementary,Elementary School (Private),K,8,N,32.765925,-117.027687
School,37681977067846,San Diego,La Mesa-Spring Valley,Excelsior Academy,K-12 Schools (Private),3,12,N,32.773494,-117.042216
School,37681977082803,San Diego,La Mesa-Spring Valley,Heartland Christian Homeschool Center Inc.,K-12 Schools (Private),K,12,N,32.741051,-116.988290
School,37681976905772,San Diego,La Mesa-Spring Valley,Helix Montessori School,Elementary School (Private),K,3,N,32.750862,-116.987059
School,37681976162457,San Diego,La Mesa-Spring Valley,Lighthouse Literacy Academy A Primary School,Elementary School (Private),K,3,N,32.730011,-116.966386
School,37681976927636,San Diego,La Mesa-Spring Valley,Mt. Helix Academy,Elementary School (Private),K,8,N,32.786766,-116.998797
School,37681976975589,San Diego,La Mesa-Spring Valley,Our Lady of Grace,Elementary School (Private),K,8,N,32.805375,-117.004191
School,37681976975908,San Diego,La Mesa-Spring Valley,Santa Sophia Academy,Elementary School (Private),K,8,N,32.748701,-116.987050
School,37681976925861,San Diego,La Mesa-Spring Valley,Shepherd of the Hills Lutheran,Elementary School (Private),K,8,N,32.794049,-117.001503
School,37681976965552,San Diego,La Mesa-Spring Valley,St. Martin of Tours Academy,Elementary School (Private),K,8,N,32.769029,-117.031598
School,37681976913644,San Diego,La Mesa-Spring Valley,Trinity Christian School,Elementary School (Private),K,8,N,32.749722,-117.007283
School,37681976206205,San Diego,La Mesa-Spring Valley,Warren-Walker School,Kindergartens (Private),K,5,N,32.772933,-117.006994
School,37681897092869,San Diego,Lakeside Union Elementary,Foothills Christian Elementary School,Elementary School (Private),K,5,N,32.862594,-116.906286
School,37681896164008,San Diego,Lakeside Union Elementary,Inland Pacific Learning Academy,K-12 Schools (Private),3,9,N,32.962094,-116.970594
School,37681896954374,San Diego,Lakeside Union Elementary,Learning Academy The,Elementary School (Private),K,2,N,32.863074,-116.941620
School,37682056146047,San Diego,Lemon Grove,Lighthouse Christian Academy,K-12 Schools (Private),K,12,N,32.719301,-117.024315
School,37682056975742,San Diego,Lemon Grove,St. John of the Cross School,Elementary School (Private),K,8,N,32.744567,-117.024104
School,37682136163117,San Diego,Mountain Empire Unified,Accelerated Teaching for Children in Homeschool,Elementary School (Private),K,12,N,32.622591,-116.464523
School,37682136939441,San Diego,Mountain Empire Unified,Tecate Christian,K-12 Schools (Private),1,8,N,32.578036,-116.630390
School,37682216146260,San Diego,National Elementary,Bethel Academy,Kindergartens (Private),K,6,N,32.678945,-117.093898
School,37682217093941,San Diego,National Elementary,Faithful Ambassadors Bible Baptist Academy,K-12 Schools (Private),K,12,N,32.673875,-117.077596
School,37682216939326,San Diego,National Elementary,San Diego Academy,K-12 Schools (Private),K,12,N,32.686895,-117.077754
School,37735696165096,San Diego,Oceanside Unified,CAL Prep,High Schools (Private),8,12,N,33.181260,-117.313120
School,37735696158620,San Diego,Oceanside Unified,California Accelerated Learning Institute,High Schools (Private),3,12,N,33.181260,-117.313120
School,37735696156970,San Diego,Oceanside Unified,Discovery Isle,Kindergartens (Private),K,K,N,33.206141,-117.305773
School,37735697090327,San Diego,Oceanside Unified,Oceanside Adventist Elementary,Elementary School (Private),K,8,N,33.189607,-117.348599
School,37735696147912,San Diego,Oceanside Unified,Sacred Woven Circle Academy,K-12 Schools (Private),K,12,N,33.219472,-117.374081
School,37735696975817,San Diego,Oceanside Unified,St. Mary Star of the Sea Elementary,Elementary School (Private),K,8,N,33.188750,-117.371625
School,37735697105075,San Diego,Oceanside Unified,TERI- The Learning Academy,K-12 Schools (Private),1,12,N,33.216309,-117.349310
School,37735696165138,San Diego,Oceanside Unified,The Potters House,K-12 Schools (Private),K,12,N,Information Redacted,Information Redacted
School,37735696158000,San Diego,Oceanside Unified,West Coast Baptist School,K-12 Schools (Private),K,12,N,33.214658,-117.269403
School,37682966135149,San Diego,Poway Unified,Carmel Mountain Preschool,Kindergartens (Private),K,K,N,32.966162,-117.122882
School,37682967072259,San Diego,Poway Unified,Country Montessori School of Poway,Elementary School (Private),K,5,N,32.994780,-117.055967
School,37682967097298,San Diego,Poway Unified,Discovery Isle,Kindergartens (Private),K,K,N,32.933200,-117.058545
School,37682966161962,San Diego,Poway Unified,Grace Christian School,Elementary School (Private),K,12,N,33.018116,-117.103403
School,37682966164495,San Diego,Poway Unified,Hindi Langauge Program,K-12 Schools (Private),6,12,N,33.016985,-117.119467
School,37682966139182,San Diego,Poway Unified,Legacy Montessori School,Elementary School (Private),K,6,N,32.959558,-117.064513
School,37682966160360,San Diego,Poway Unified,LifeBridge Preschool,Kindergartens (Private),K,K,N,33.034021,-117.079086
School,37682966144059,San Diego,Poway Unified,Lifetime Montessori School,Kindergartens (Private),K,4,N,32.992040,-117.163909
School,37682967078298,San Diego,Poway Unified,Maranatha Christian Schools,Elementary School (Private),K,12,N,33.023902,-117.136886
School,37682966904973,San Diego,Poway Unified,Montessori Child Development Center,Kindergartens (Private),K,K,N,32.983878,-117.022715
School,37682966130777,San Diego,Poway Unified,NewBridge School,Elementary School (Private),K,8,N,32.949350,-117.065207
School,37682966138820,San Diego,Poway Unified,St. Gregory the Great Catholic School,Elementary School (Private),K,8,N,32.925785,-117.018820
School,37682966975833,San Diego,Poway Unified,St. Michael's School,Elementary School (Private),K,8,N,32.993336,-117.059385
School,37682966132922,San Diego,Poway Unified,The Cambridge School,Elementary School (Private),K,12,N,32.952101,-117.128407
School,37682960127308,San Diego,Poway Unified,The Koonings Center,Elementary School (Private),K,8,N,32.949483,-117.065505
School,37683047049323,San Diego,Ramona City Unified,Montessori Children's Elementary,Elementary School (Private),K,6,N,33.039100,-116.864462
School,37683046138689,San Diego,Ramona City Unified,Ramona Faith Academy,K-12 Schools (Private),1,12,N,33.050000,-116.786695
School,37683046956924,San Diego,Ramona City Unified,Ramona Lutheran,Elementary School (Private),K,6,N,33.035033,-116.875752
School,37683386164941,San Diego,San Diego Unified,A Better Home School For You,High Schools (Private),10,12,N,Information Redacted,Information Redacted
School,37683386938757,San Diego,San Diego Unified,Academy of Our Lady of Peace,High Schools (Private),9,12,N,32.764925,-117.135235
School,37683380110809,San Diego,San Diego Unified,ACES 2020 LLC DBA: Aces Academy,K-12 Schools (Private),1,12,N,32.745525,-117.159288
School,37683386975262,San Diego,San Diego Unified,All Hallows Academy,Elementary School (Private),K,8,N,32.833875,-117.249571
School,37683386975270,San Diego,San Diego Unified,Aseltine School,K-12 Schools (Private),K,12,N,32.751652,-117.148119
School,37683386156673,San Diego,San Diego Unified,Banyan Tree Compass Academy,Elementary School (Private),2,12,N,32.740408,-117.215294
School,37683380133546,San Diego,San Diego Unified,Banyan Tree Foundations Academy-San Diego,K-12 Schools (Private),1,12,N,32.803631,-117.199594
School,37683386157184,San Diego,San Diego Unified,Beacon Christian Academy,K-12 Schools (Private),K,12,N,32.805897,-117.183894
School,37683386148894,San Diego,San Diego Unified,Beta-Selam Academy,Elementary School (Private),K,12,N,32.710201,-117.059100
School,37683386938815,San Diego,San Diego Unified,Bishop's School The,K-12 Schools (Private),6,12,N,32.841110,-117.278615
School,37683387080427,San Diego,San Diego Unified,Bright Horizon Academy,Elementary School (Private),K,11,N,32.801692,-117.079201
School,37683386141774,San Diego,San Diego Unified,Brookshire International Academy,K-12 Schools (Private),9,12,N,32.741727,-117.049742
School,37683386932214,San Diego,San Diego Unified,Chabad Hebrew Academy,Elementary School (Private),K,8,N,32.901132,-117.086630
School,37683386927586,San Diego,San Diego Unified,Child's Primary The,Elementary School (Private),K,8,N,32.811100,-117.180699
School,37683386918072,San Diego,San Diego Unified,Children's Creative and Performing Arts Academy,K-12 Schools (Private),K,12,N,32.754933,-117.128635
School,37683386987960,San Diego,San Diego Unified,Children's Workshop,Ungraded Schools (Private),K,9,N,32.896439,-117.121098
School,37683386910194,San Diego,San Diego Unified,Christ the Cornerstone Lutheran Academy,Elementary School (Private),K,6,N,32.916654,-117.130651
School,37683386902902,San Diego,San Diego Unified,City Tree Christian,Elementary School (Private),K,8,N,32.723453,-117.161592
School,37683386154819,San Diego,San Diego Unified,Coastal Christian Academy,K-12 Schools (Private),K,6,N,32.827888,-117.175416
School,37683380127811,San Diego,San Diego Unified,Community School of San Diego,K-12 Schools (Private),K,9,N,32.745458,-117.246058
School,37683380133421,San Diego,San Diego Unified,Community School of San Diego High School,High Schools (Private),9,12,N,32.746563,-117.246358
School,37683380135558,San Diego,San Diego Unified,Community Transition Academy,K-12 Schools (Private),9,12,N,32.744958,-117.159149
School,37683387079817,San Diego,San Diego Unified,Cook Education Center,Ungraded Schools (Private),7,12,N,32.768106,-117.141199
School,37683387083637,San Diego,San Diego Unified,Cooperative Learning Center,Ungraded Schools (Private),1,12,N,32.761597,-117.139453
School,37683386136055,San Diego,San Diego Unified,Cristo Rey San Diego High School,High Schools (Private),9,10,N,32.693348,-117.112917
School,37683386162804,San Diego,San Diego Unified,CWB Academy,Elementary School (Private),K,12,N,32.559028,-117.044860
School,37683386155212,San Diego,San Diego Unified,Day Prep,Elementary School (Private),K,12,N,32.843735,-117.274685
School,37683386987770,San Diego,San Diego Unified,Francis Parker School,Elementary School (Private),K,12,N,32.771850,-117.177193
School,37683386151690,San Diego,San Diego Unified,Fusion Academy,K-12 Schools (Private),6,12,N,32.851836,-117.185693
School,37683387077753,San Diego,San Diego Unified,Futures Academy - San Diego,K-12 Schools (Private),6,12,N,32.915503,-117.113469
School,37683386920722,San Diego,San Diego Unified,Good Shepherd Catholic School,Elementary School (Private),K,8,N,32.905339,-117.148583
School,37683387008048,San Diego,San Diego Unified,Grace Christian Schools-Mission Valley Christian Fellowship,K-12 Schools (Private),K,12,N,32.791866,-117.088188
School,37683387052608,San Diego,San Diego Unified,Heritage Christian School of San Diego,K-12 Schools (Private),K,12,N,32.837984,-117.134370
School,37683386157135,San Diego,San Diego Unified,Japanese Academy of San Diego,Elementary School (Private),K,3,N,32.822521,-117.191037
School,37683386939045,San Diego,San Diego Unified,La Jolla Country Day School,K-12 Schools (Private),K,12,N,32.878598,-117.216727
School,37683386160063,San Diego,San Diego Unified,La Jolla Learning Works,Elementary School (Private),K,5,N,32.844311,-117.273127
School,37683386154850,San Diego,San Diego Unified,LAT Online School Inc,K-12 Schools (Private),K,12,N,32.650351,-117.030629
School,37683386133128,San Diego,San Diego Unified,Le Lycée Français de San Diego,Elementary School (Private),K,8,N,32.808813,-117.145869
School,37683386996045,San Diego,San Diego Unified,Maria Montessori School,Elementary School (Private),K,8,N,32.825134,-117.208918
School,37683386158075,San Diego,San Diego Unified,Mission Valley Academy,Elementary School (Private),K,9,N,32.777711,-117.107080
School,37683386162416,San Diego,San Diego Unified,Montessori School of La Jolla,Kindergartens (Private),K,K,N,32.834647,-117.246806
School,37683387008212,San Diego,San Diego Unified,Mt. Erie Christian Academy,Elementary School (Private),K,8,N,32.700205,-117.093980
School,37683387103328,San Diego,San Diego Unified,Nativity Prep Academy,Elementary School (Private),6,8,N,32.758101,-117.065959
School,37683386975569,San Diego,San Diego Unified,Nazareth School of San Diego,Elementary School (Private),K,8,N,32.784509,-117.108500
School,37683386966071,San Diego,San Diego Unified,Our Lady's School,Elementary School (Private),K,8,N,32.711812,-117.142698
School,37683386984587,San Diego,San Diego Unified,Reformation Lutheran Church and School,Elementary School (Private),K,8,N,32.827859,-117.172125
School,37683386164743,San Diego,San Diego Unified,Rising Stars,Elementary School (Private),1,8,N,32.717886,-117.168175
School,37683386975684,San Diego,San Diego Unified,Saint Charles Borromeo Academy,Elementary School (Private),K,8,N,32.743895,-117.210015
School,37683386997969,San Diego,San Diego Unified,Sam and Rose Stein Education Center,Ungraded Schools (Private),K,12,N,32.786205,-117.096749
School,37683387093115,San Diego,San Diego Unified,San Diego Center for Children Academy,Elementary School (Private),K,12,N,32.800365,-117.165603
School,37683387051360,San Diego,San Diego Unified,San Diego French-American School,Elementary School (Private),K,8,N,32.834582,-117.247954
School,37683386975924,San Diego,San Diego Unified,School of the Madeleine,Elementary School (Private),K,8,N,32.779490,-117.199368
School,37683386997597,San Diego,San Diego Unified,Scripps Montessori,Elementary School (Private),K,6,N,32.898564,-117.113744
School,37683386992994,San Diego,San Diego Unified,Sierra School Of San Diego,K-12 Schools (Private),1,12,N,32.798926,-117.018213
School,37683386975890,San Diego,San Diego Unified,Soille San Diego Hebrew Day,Elementary School (Private),K,8,N,32.808538,-117.144950
School,37683386139455,San Diego,San Diego Unified,Southern California Yeshiva High School,High Schools (Private),9,12,N,32.803646,-117.184347
School,37683386939409,San Diego,San Diego Unified,St. Augustine High School,High Schools (Private),9,12,N,32.733963,-117.124070
School,37683386975700,San Diego,San Diego Unified,St. Columba Catholic School,Elementary School (Private),K,8,N,32.804369,-117.134356
School,37683386975718,San Diego,San Diego Unified,St. Didacus  School,Elementary School (Private),K,8,N,32.761534,-117.120776
School,37683386975296,San Diego,San Diego Unified,St. Katharine Drexel Academy,Elementary School (Private),K,8,N,32.759882,-117.074858
School,37683386975858,San Diego,San Diego Unified,St. Patrick's Elementary,Elementary School (Private),K,8,N,32.743188,-117.129460
School,37683386965560,San Diego,San Diego Unified,St. Paul's Lutheran,Elementary School (Private),K,8,N,32.800003,-117.245279
School,37683386966113,San Diego,San Diego Unified,St. Rita's School,Elementary School (Private),K,8,N,32.705092,-117.083386
School,37683386981054,San Diego,San Diego Unified,St. Therese Academy,Elementary School (Private),K,8,N,32.793094,-117.066245
School,37683386975882,San Diego,San Diego Unified,St. Vincent de Paul,Elementary School (Private),K,8,N,32.750962,-117.173051
School,37683386163927,San Diego,San Diego Unified,Steinbrenner Academy,K-12 Schools (Private),K,12,N,32.696397,-117.026376
School,37683386975932,San Diego,San Diego Unified,Stella Maris Academy,Elementary School (Private),K,8,N,32.843569,-117.272542
School,37683386939433,San Diego,San Diego Unified,Tabernacle Christian Academy,K-12 Schools (Private),K,12,N,32.724338,-117.081707
School,37683386993166,San Diego,San Diego Unified,The Children's School,Elementary School (Private),K,8,N,32.849816,-117.253885
School,37683386975460,San Diego,San Diego Unified,The Evans School,Elementary School (Private),K,6,N,32.833545,-117.250113
School,37683386988166,San Diego,San Diego Unified,The Gillispie School,Elementary School (Private),K,6,N,32.838624,-117.272153
School,37683386202386,San Diego,San Diego Unified,The Rock Academy,Elementary School (Private),K,12,N,32.735661,-117.218717
School,37683387081631,San Diego,San Diego Unified,The Waldorf School of San Dieo,Elementary School (Private),K,12,N,32.742993,-117.085246
School,37683386164404,San Diego,San Diego Unified,The Whole Child Learning Center,Elementary School (Private),K,1,N,32.821815,-117.273605
School,37683387100720,San Diego,San Diego Unified,Torah High Schools of San Diego,High Schools (Private),9,12,N,32.870934,-117.206373
School,37683387085939,San Diego,San Diego Unified,True Faith Academy,K-12 Schools (Private),3,12,N,32.703036,-117.024353
School,37683387078165,San Diego,San Diego Unified,Urban Skills Center,Ungraded Schools (Private),12,12,N,32.767778,-117.141662
School,37683386162275,San Diego,San Diego Unified,Valentina's World,K-12 Schools (Private),K,12,N,32.665143,-117.082511
School,37683386136691,San Diego,San Diego Unified,Via Talentum Academy,K-12 Schools (Private),K,12,N,32.711309,-117.155066
School,37683386156830,San Diego,San Diego Unified,Warren-Walker Middle School,Elementary School (Private),6,8,N,32.767460,-117.141680
School,37683386991319,San Diego,San Diego Unified,Warren-Walker School,Elementary School (Private),K,5,N,32.734278,-117.251699
School,37683386964977,San Diego,San Diego Unified,Whittier Christian Schools- CSS,K-12 Schools (Private),K,12,N,33.882833,-117.363815
School,37683386160667,San Diego,San Diego Unified,Willow Ridge Academy,K-12 Schools (Private),1,12,N,32.925184,-117.160689
School,37683466200687,San Diego,San Dieguito Union High,Cal Coast Academy,K-12 Schools (Private),6,12,N,32.940216,-117.218900
School,37683466939458,San Diego,San Dieguito Union High,Cathedral Catholic High School,High Schools (Private),9,12,N,32.959241,-117.200731
School,37683466205041,San Diego,San Dieguito Union High,Fusion Academy,High Schools (Private),6,12,N,32.980765,-117.260536
School,37683467077266,San Diego,San Dieguito Union High,Grauer School The,K-12 Schools (Private),7,12,N,33.028297,-117.256471
School,37683466139570,San Diego,San Dieguito Union High,High Bluff Academy,K-12 Schools (Private),9,12,N,32.993132,-117.213600
School,37683466158307,San Diego,San Dieguito Union High,Norton High School,K-12 Schools (Private),1,12,N,33.037800,-117.293910
School,37683466141725,San Diego,San Dieguito Union High,Pacific Academy,K-12 Schools (Private),K,12,N,33.047970,-117.277669
School,37683466927883,San Diego,San Dieguito Union High,Santa Fe Christian Schools,K-12 Schools (Private),K,12,N,32.991215,-117.257727
School,37683467050925,San Diego,San Dieguito Union High,The Winston School of San Diego,K-12 Schools (Private),6,12,N,32.952486,-117.263900
School,37737917095144,San Diego,San Marcos Unified,Discovery Isle Child Development Center,Kindergartens (Private),K,K,N,33.105037,-117.225028
School,37737916136477,San Diego,San Marcos Unified,North County Christian School,K-12 Schools (Private),1,12,N,33.295939,-117.222415
School,37737917090244,San Diego,San Marcos Unified,Saint Joseph Academy,K-12 Schools (Private),K,12,N,33.147042,-117.205700
School,37737916927644,San Diego,San Marcos Unified,TERI INC. The Country School,K-12 Schools (Private),6,12,N,33.216181,-117.349253
School,37737916930564,San Diego,San Marcos Unified,Valley Christian School,Elementary School (Private),K,6,N,33.130810,-117.200824
School,37683796975593,San Diego,San Ysidro Elementary,Our Lady of Mount Carmel School,Elementary School (Private),K,8,N,32.558141,-117.045152
School,37683796159529,San Diego,San Ysidro Elementary,Tack International Academy,K-12 Schools (Private),K,12,N,32.554901,-117.052514
School,37683616153597,San Diego,Santee,Fresh Ed North/Fresh Ed Homeschool,K-12 Schools (Private),1,12,N,32.833822,-117.021594
School,37683876905061,San Diego,Solana Beach Elementary,Del Mar Pines School,Elementary School (Private),K,6,N,32.957554,-117.228498
School,37683876156152,San Diego,Solana Beach Elementary,Diegueno Country School,Elementary School (Private),K,6,N,32.988474,-117.189107
School,37683876203491,San Diego,Solana Beach Elementary,Horizon Prep,Elementary School (Private),K,12,N,32.996170,-117.198828
School,37683876151104,San Diego,Solana Beach Elementary,LePort Montessori Solana Beach,Elementary School (Private),K,6,N,32.990974,-117.254539
School,37683877093602,San Diego,Solana Beach Elementary,Nativity School The,Elementary School (Private),K,8,N,32.996975,-117.197646
School,37683876975734,San Diego,Solana Beach Elementary,St. James Academy,Elementary School (Private),K,8,N,32.984203,-117.263860
School,37683956939177,San Diego,South Bay Union,Ocean View Christian Academy,K-12 Schools (Private),K,12,N,32.584054,-117.080946
School,37683956975692,San Diego,South Bay Union,St. Charles Elementary,Elementary School (Private),K,8,N,32.580260,-117.094705
School,37684116939169,San Diego,Sweetwater Union High,Mater Dei Catholic High School,High Schools (Private),9,12,N,32.620459,-116.976331
School,37684116157887,San Diego,Sweetwater Union High,Pa Dahring Academy,K-12 Schools (Private),K,12,N,32.577155,-117.117812
School,37684116939136,San Diego,Sweetwater Union High,Victory Christian Academy,High Schools (Private),K,12,N,32.641579,-117.006691
School,37756146164198,San Diego,Valley Center-Pauma Unified,Arrow Academy,K-12 Schools (Private),1,12,N,33.241336,-117.032262
School,37756146203061,San Diego,Valley Center-Pauma Unified,Morning Star Ranch Training Program,K-12 Schools (Private),1,10,N,33.294237,-117.062190
School,37756146163364,San Diego,Valley Center-Pauma Unified,Pamoosa Creek Academy,K-12 Schools (Private),1,12,N,33.230084,-117.087266
School,37756146953160,San Diego,Valley Center-Pauma Unified,Pine Glen Academy,K-12 Schools (Private),1,12,N,33.256496,-116.996570
School,37684526163760,San Diego,Vista Unified,Ambleside Academy,K-12 Schools (Private),K,12,N,33.178271,-117.236769
School,37684526147797,San Diego,Vista Unified,Big Tree Little Preschool Kindergarten,Kindergartens (Private),K,K,N,33.167813,-117.245567
School,37684526153555,San Diego,Vista Unified,Kid's Town Montessori School,Elementary School (Private),K,5,N,33.161531,-117.219750
School,37684527101017,San Diego,Vista Unified,Montessori School of Oceanside,Elementary School (Private),K,5,N,33.171503,-117.253153
School,37684527072713,San Diego,Vista Unified,New Haven School,K-12 Schools (Private),6,12,N,33.212249,-117.247701
School,37684527102098,San Diego,Vista Unified,Sanderling Waldorf School,Elementary School (Private),K,8,N,33.148421,-117.234036
School,37684526975726,San Diego,Vista Unified,St. Francis of Assisi,Elementary School (Private),K,8,N,33.196852,-117.252455
School,37684526987002,San Diego,Vista Unified,Tri-City Christian Schools,K-12 Schools (Private),K,12,N,33.191343,-117.280007
School,37684526138929,San Diego,Vista Unified,Village Gate Children's Academy,Elementary School (Private),K,8,N,33.028388,-117.265218
School,37684526975973,San Diego,Vista Unified,Vista Christian,Elementary School (Private),K,8,N,33.199705,-117.256540
School,37684526200497,San Diego,Vista Unified,Vista Training Program,Elementary School (Private),1,6,N,33.881499,-118.407371
School,37754166162069,San Diego,Warner Unified,Boone Pioneer School,K-12 Schools (Private),K,12,N,33.232025,-116.760096
School,38684786158604,San Francisco,San Francisco Unified,Academy of Thought and Industry,High Schools (Private),9,12,N,37.792024,-122.439403
School,38684786930572,San Francisco,San Francisco Unified,Adda Clevenger School,Elementary School (Private),K,8,N,37.753680,-122.424159
School,38684786140099,San Francisco,San Francisco Unified,Alta Vista School,Elementary School (Private),K,8,N,37.725947,-122.407310
School,38684786939730,San Francisco,San Francisco Unified,Archbishop Riordan High School,High Schools (Private),9,12,N,37.728235,-122.453418
School,38684787019417,San Francisco,San Francisco Unified,Arise Educational Center,K-12 Schools (Private),K,12,N,37.750466,-122.394950
School,38684786206007,San Francisco,San Francisco Unified,Bais Menachem Yeshiva Day School,Elementary School (Private),K,8,N,37.773614,-122.487198
School,38684786142079,San Francisco,San Francisco Unified,Brightworks,Elementary School (Private),K,12,N,37.800293,-122.468728
School,38684786965586,San Francisco,San Francisco Unified,Cathedral School For Boys,Elementary School (Private),K,8,N,37.792394,-122.413896
School,38684787096514,San Francisco,San Francisco Unified,Children's Day School,Elementary School (Private),K,8,N,37.763988,-122.425053
School,38684786162309,San Francisco,San Francisco Unified,Chinese American International School - Middle School,Elementary School (Private),6,8,N,37.781751,-122.423746
School,38684787021116,San Francisco,San Francisco Unified,Chinese American International School- Elementary,Elementary School (Private),K,5,N,37.774958,-122.421885
School,38684786158596,San Francisco,San Francisco Unified,Convent & Stuart Hall Schools of the Sacred Heart - San Francisco,K-12 Schools (Private),K,12,N,37.794657,-122.434294
School,38684786903165,San Francisco,San Francisco Unified,Cornerstone Academy-Silver Campus,K-12 Schools (Private),K,3,N,37.729063,-122.419485
School,38684786133763,San Francisco,San Francisco Unified,Cornerstone Academy–Cambridge Campus,K-12 Schools (Private),4,8,N,37.724604,-122.417563
School,38684787104466,San Francisco,San Francisco Unified,De Marillac Academy,Elementary School (Private),4,8,N,37.781659,-122.413344
School,38684786158372,San Francisco,San Francisco Unified,Donum Dei Classical Academy,Elementary School (Private),K,11,N,37.745905,-122.412703
School,38684786939557,San Francisco,San Francisco Unified,Drew School,High Schools (Private),9,12,N,37.787687,-122.442530
School,38684786981500,San Francisco,San Francisco Unified,Ecole Notre Dame Des Victoires,Elementary School (Private),K,8,N,37.791311,-122.406709
School,38684786908917,San Francisco,San Francisco Unified,Edgewood Community School,K-12 Schools (Private),1,12,N,37.738609,-122.486047
School,38684787044605,San Francisco,San Francisco Unified,Eureka Learning Center,Kindergartens (Private),K,K,N,37.754966,-122.437008
School,38684786981195,San Francisco,San Francisco Unified,French American International School,K-12 Schools (Private),K,12,N,37.775341,-122.421751
School,38684786143440,San Francisco,San Francisco Unified,Fusion Academy,K-12 Schools (Private),6,12,N,37.801796,-122.401421
School,38684786162549,San Francisco,San Francisco Unified,German International School of Silicon Valley,Elementary School (Private),K,8,N,37.760246,-122.436904
School,38684786145635,San Francisco,San Francisco Unified,Golden Bridges School,Kindergartens (Private),K,7,N,37.725597,-122.416176
School,38684786152615,San Francisco,San Francisco Unified,Great Teachers Condor,High Schools (Private),K,12,N,38.647011,-121.478705
School,38684786148290,San Francisco,San Francisco Unified,Guidepost Montessori Fort Mason,Elementary School (Private),K,12,N,37.804563,-122.433908
School,38684786939607,San Francisco,San Francisco Unified,Hillwood Academic Day,Elementary School (Private),K,8,N,37.793323,-122.440119
School,38684786981278,San Francisco,San Francisco Unified,Holy Name Elementary,Elementary School (Private),K,8,N,37.757809,-122.498388
School,38684786939615,San Francisco,San Francisco Unified,Immaculate Conception Academy,High Schools (Private),9,12,N,37.751858,-122.423527
School,38684786200554,San Francisco,San Francisco Unified,Jewish Community High School of the Bay,High Schools (Private),9,12,N,37.781426,-122.436417
School,38684786146344,San Francisco,San Francisco Unified,Kahlon Family Services School,Elementary School (Private),K,8,N,37.776063,-122.492742
School,38684786981328,San Francisco,San Francisco Unified,Katherine Delmar Burke School,Elementary School (Private),K,8,N,37.783557,-122.492867
School,38684786130090,San Francisco,San Francisco Unified,Katherine Michiels School,Elementary School (Private),K,5,N,37.749812,-122.422421
School,38684786913123,San Francisco,San Francisco Unified,KZV Armenian School,Elementary School (Private),K,8,N,37.713841,-122.478318
School,38684786144257,San Francisco,San Francisco Unified,La Scuola International School,Elementary School (Private),K,8,N,37.762291,-122.416331
School,38684786906176,San Francisco,San Francisco Unified,Lakeside Presbyterian Center for Children,Kindergartens (Private),K,K,N,37.730728,-122.475199
School,38684786939649,San Francisco,San Francisco Unified,Lick-Wilmerding High School,High Schools (Private),9,12,N,37.722188,-122.449131
School,38684786981377,San Francisco,San Francisco Unified,Live Oak School,Elementary School (Private),K,8,N,37.763600,-122.399525
School,38684786146369,San Francisco,San Francisco Unified,Lycee Francais de San Francisco (Ashbury),Elementary School (Private),K,5,N,37.768064,-122.446841
School,38684786939664,San Francisco,San Francisco Unified,Lycee Francais de San Francisco (Ortega),K-12 Schools (Private),6,12,N,37.751894,-122.476479
School,38684786909600,San Francisco,San Francisco Unified,meadows-Livingstone School,Elementary School (Private),K,7,N,37.749667,-122.404827
School,38684786151310,San Francisco,San Francisco Unified,Millennium School of San Francisco,Elementary School (Private),6,8,N,37.768947,-122.421685
School,38684786981716,San Francisco,San Francisco Unified,Mission Dolores Academy,Elementary School (Private),K,8,N,37.764531,-122.428026
School,38684786154439,San Francisco,San Francisco Unified,Mission Montessori,Elementary School (Private),K,6,N,37.776820,-122.418721
School,38684786152961,San Francisco,San Francisco Unified,Nomad,Elementary School (Private),4,8,N,37.755849,-122.414721
School,38684786981534,San Francisco,San Francisco Unified,Oakes Children's Center,Elementary School (Private),K,8,N,37.745959,-122.412719
School,38684786163562,San Francisco,San Francisco Unified,Ocean Learning,K-12 Schools (Private),K,12,N,37.716326,-122.390237
School,38684786981559,San Francisco,San Francisco Unified,Our Lady of the Visitacion Elementary,Elementary School (Private),K,8,N,37.709668,-122.409163
School,38684786156442,San Francisco,San Francisco Unified,Pacific Preparatory School,K-12 Schools (Private),K,12,N,37.880822,-122.525614
