school_name,school_type,position_title,budget_sub_category,total_staff_quantity,total_cost
Randle Highlands ES,Elementary School,Contractual Services,Non-Personnel,─,33500
Randle Highlands ES,Elementary School,Stipends,Non-Personnel,─,2560
Raymond EC,Education Campus,Principal,School Leadership,1,147768
Raymond EC,Education Campus,Assistant Principal,School Leadership,1,118667
Raymond EC,Education Campus,Teacher - Pre-School,Early Childhood,3,283878
Raymond EC,Education Campus,Teacher - Pre-K,Early Childhood,3,283878
Raymond EC,Education Campus,Aide - Early Childhood,Early Childhood,9,276129
Raymond EC,Education Campus,Teacher - Kindergarten,General Education,3,283878
Raymond EC,Education Campus,Teacher - 1st Grade,General Education,3,283878
Raymond EC,Education Campus,Teacher - 2nd Grade,General Education,3,283878
Raymond EC,Education Campus,Teacher - 3rd Grade,General Education,3,283878
Raymond EC,Education Campus,Teacher - 4th Grade,General Education,2,189252
Raymond EC,Education Campus,Teacher - 5th Grade,General Education,2,189252
Raymond EC,Education Campus,Teacher - English,General Education,1,94626
Raymond EC,Education Campus,Teacher - Math,General Education,1,94626
Raymond EC,Education Campus,Teacher - Reading,General Education,1,94626
Raymond EC,Education Campus,Teacher - Science (General),General Education,1,94626
Raymond EC,Education Campus,Teacher - Social Studies,General Education,1,94626
Raymond EC,Education Campus,Teacher - 6th Grade,General Education,2,189252
Raymond EC,Education Campus,Teacher - Inclusion/Resource Services,Special Education,6,567756
Raymond EC,Education Campus,Teacher - English Language Learner,English Language Learner,9.5,898947
Raymond EC,Education Campus,Aide - English Language Learner,English Language Learner,1,30681
Raymond EC,Education Campus,Counselor - Bilingual,English Language Learner,1,94626
Raymond EC,Education Campus,Librarian,Related Arts,0.75,70969.5
Raymond EC,Education Campus,Teacher - Art,Related Arts,1,94626
Raymond EC,Education Campus,Teacher - Music,Related Arts,1,94626
Raymond EC,Education Campus,Teacher - Health/Physical Education,Related Arts,2,189252
Raymond EC,Education Campus,Teacher - World Language,Related Arts,2,189252
Raymond EC,Education Campus,Aide - General Education,Classroom Aides,1,36042
Raymond EC,Education Campus,Instructional Coach,Schoolwide Instructional Support,1,94626
Raymond EC,Education Campus,Guidance Counselor,Socio-Emotional Support,1,94626
Raymond EC,Education Campus,Psychologist,Socio-Emotional Support,2,189252
Raymond EC,Education Campus,Social Worker,Socio-Emotional Support,1,94626
Raymond EC,Education Campus,Intervention Coach,Socio-Emotional Support,1,94626
Raymond EC,Education Campus,Business Manager,Administrative,2,125504
Raymond EC,Education Campus,Clerk,Administrative,1,36519
Raymond EC,Education Campus,Aide - Computer Lab,Schoolwide Instructional Support,2,90478
Raymond EC,Education Campus,Custodial Foreman,Custodial Staff,1,57444
Raymond EC,Education Campus,Custodian (RW-5),Custodial Staff,1,44876
Raymond EC,Education Campus,Custodian (RW-3),Custodial Staff,2,71430
Raymond EC,Education Campus,Afterschool,Non-Personnel,─,78347.175
Raymond EC,Education Campus,Proving What's Possible - Student Satisfaction,Non-Personnel,─,55300
Raymond EC,Education Campus,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Raymond EC,Education Campus,Admin Premium,Non-Personnel,─,10000
Raymond EC,Education Campus,Custodial Overtime,Non-Personnel,─,17000
Raymond EC,Education Campus,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
Raymond EC,Education Campus,Educational Supplies,Non-Personnel,─,70000
Raymond EC,Education Campus,Office Supplies,Non-Personnel,─,10000
Raymond EC,Education Campus,Ed Tech and System Support (Including Software),Non-Personnel,─,1000
Raymond EC,Education Campus,Health Services,Non-Personnel,─,800
Raymond EC,Education Campus,Custodial Supplies,Non-Personnel,─,20000
Raymond EC,Education Campus,General Supplies,Non-Personnel,─,10374
Raymond EC,Education Campus,Furniture & Fixtures,Non-Personnel,─,25435
Raymond EC,Education Campus,Equipment and Machinery (Including Computers),Non-Personnel,─,60000
Raymond EC,Education Campus,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,19794
Raymond EC,Education Campus,Textbooks,Non-Personnel,─,15000
Raymond EC,Education Campus,Library Books,Non-Personnel,─,10000
Raymond EC,Education Campus,Professional Development,Non-Personnel,─,10000
Raymond EC,Education Campus,Local Travel (Including Field Trips),Non-Personnel,─,5000
Raymond EC,Education Campus,Conference Fees (Out of City),Non-Personnel,─,10000
Raymond EC,Education Campus,Telecommunications,Non-Personnel,─,3000
Raymond EC,Education Campus,Contractual Services,Non-Personnel,─,9000
Raymond EC,Education Campus,Middle Grades Exposures & Excursions,Non-Personnel,─,28000
Roosevelt HS,High School,Principal,School Leadership,1,147768
Roosevelt HS,High School,Administrative Officer,School Leadership,1,74398
Roosevelt HS,High School,Assistant Principal,School Leadership,1,118667
Roosevelt HS,High School,Teacher - (12 month) (JROTC),General Education,1,94626
Roosevelt HS,High School,Teacher - Business,General Education,2,189252
Roosevelt HS,High School,Teacher - English,General Education,3,283878
Roosevelt HS,High School,Teacher - Math,General Education,4,378504
Roosevelt HS,High School,Teacher - Reading,General Education,1,94626
Roosevelt HS,High School,Teacher - Science (General),General Education,4,378504
Roosevelt HS,High School,Teacher - Social Studies,General Education,3,283878
Roosevelt HS,High School,Teacher - Behavior & Education Support Program,Special Education,2,189252
Roosevelt HS,High School,Teacher - Communication & Education Support Program,Special Education,3,283878
Roosevelt HS,High School,Teacher - Inclusion/Resource Services,Special Education,7,662382
Roosevelt HS,High School,Aide - Behavior & Education Support Program,Special Education,2,61362
Roosevelt HS,High School,Aide - Communication & Education Support Program,Special Education,6,184086
Roosevelt HS,High School,Teacher - English Language Learner,English Language Learner,5,473130
Roosevelt HS,High School,Guidance Counselor - Bilingual (High School),English Language Learner,1,98411
Roosevelt HS,High School,Teacher - Art,Related Arts,1,94626
Roosevelt HS,High School,Teacher - Music,Related Arts,1,94626
Roosevelt HS,High School,Teacher - Health/Physical Education,Related Arts,1,94626
Roosevelt HS,High School,Teacher - World Language,Related Arts,1,94626
Roosevelt HS,High School,Instructional Coach,Schoolwide Instructional Support,2,189252
Roosevelt HS,High School,Psychologist,Socio-Emotional Support,1,94626
Roosevelt HS,High School,Social Worker,Socio-Emotional Support,4,378504
Roosevelt HS,High School,Coordinator - Ninth Grade Academy,Schoolwide Instructional Support,1,118667
Roosevelt HS,High School,Behavior Technician,Socio-Emotional Support,4,156036
Roosevelt HS,High School,Guidance Counselor - High School,Socio-Emotional Support,1,98411
Roosevelt HS,High School,Specialist - Transition,Socio-Emotional Support,1,63519
Roosevelt HS,High School,Business Manager,Administrative,1,62752
Roosevelt HS,High School,Administrative Aide,Administrative,1,46722
Roosevelt HS,High School,Counselor - Attendance,Socio-Emotional Support,2,100020
Roosevelt HS,High School,Custodial Foreman,Custodial Staff,1,57444
Roosevelt HS,High School,Custodian (RW-5),Custodial Staff,1,44876
Roosevelt HS,High School,Custodian (RW-3),Custodial Staff,1,35715
Roosevelt HS,High School,Evening Credit Recovery,Non-Personnel,─,66644
Roosevelt HS,High School,Admin Premium,Non-Personnel,─,0
Roosevelt HS,High School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,43200
Roosevelt HS,High School,Custodial Overtime,Non-Personnel,─,2000
Roosevelt HS,High School,Out of City Travel,Non-Personnel,─,1000
Roosevelt HS,High School,Educational Supplies,Non-Personnel,─,33133
Roosevelt HS,High School,Office Supplies,Non-Personnel,─,6000
Roosevelt HS,High School,Health Services,Non-Personnel,─,100
Roosevelt HS,High School,Custodial Supplies,Non-Personnel,─,8000
Roosevelt HS,High School,Food and Provisions (Including Catering),Non-Personnel,─,1000
Roosevelt HS,High School,General Supplies,Non-Personnel,─,4000
Roosevelt HS,High School,Equipment and Machinery (Including Computers),Non-Personnel,─,35600
Roosevelt HS,High School,Printing,Non-Personnel,─,3000
Roosevelt HS,High School,Contractual Services,Non-Personnel,─,46000
Roosevelt STAY,STAY School,Principal,School Leadership,1,147768
Roosevelt STAY,STAY School,Dean of Students,School Leadership,2,178746
Roosevelt STAY,STAY School,Administrative Officer,School Leadership,1,74398
Roosevelt STAY,STAY School,Assistant Principal,School Leadership,1,118667
Roosevelt STAY,STAY School,Teacher - Career/Tech Ed (CTE),General Education,4,378504
Roosevelt STAY,STAY School,Teacher - English,General Education,3.5,331191
Roosevelt STAY,STAY School,Teacher - Math,General Education,2.5,236565
Roosevelt STAY,STAY School,Teacher - Science (General),General Education,1.5,141939
Roosevelt STAY,STAY School,Teacher - Social Studies,General Education,1.5,141939
Roosevelt STAY,STAY School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Roosevelt STAY,STAY School,Instructional Coach,Schoolwide Instructional Support,1,94626
Roosevelt STAY,STAY School,Social Worker,Socio-Emotional Support,1,94626
Roosevelt STAY,STAY School,Guidance Counselor - High School,Socio-Emotional Support,1,98411
Roosevelt STAY,STAY School,Coordinator - Program,Schoolwide Instructional Support,1,90918
Roosevelt STAY,STAY School,Registrar,Administrative,1,39448
Roosevelt STAY,STAY School,Business Manager,Administrative,1,62752
Roosevelt STAY,STAY School,Administrative Aide,Administrative,1,46722
Roosevelt STAY,STAY School,Coordinator - Computer Lab/Technology,Schoolwide Instructional Support,1,43567
Roosevelt STAY,STAY School,Coordinator - Parent,Administrative,1,43567
Roosevelt STAY,STAY School,Counselor - Attendance,Socio-Emotional Support,1,50010
Roosevelt STAY,STAY School,Custodial Foreman,Custodial Staff,2,114888
Roosevelt STAY,STAY School,Custodian (RW-3),Custodial Staff,2,71430
Roosevelt STAY,STAY School,Wages as Earned (WAE) Staff,Wages as Earned (WAE) Staff,─,396460.08
Roosevelt STAY,STAY School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,65500
Roosevelt STAY,STAY School,Admin Premium,Non-Personnel,─,0
Roosevelt STAY,STAY School,Custodial Overtime,Non-Personnel,─,5000
Roosevelt STAY,STAY School,Educational Supplies,Non-Personnel,─,38044
Roosevelt STAY,STAY School,Office Supplies,Non-Personnel,─,11984
Roosevelt STAY,STAY School,Custodial Supplies,Non-Personnel,─,11333
Roosevelt STAY,STAY School,General Supplies,Non-Personnel,─,7432
Roosevelt STAY,STAY School,Equipment and Machinery (Including Computers),Non-Personnel,─,10000
Roosevelt STAY,STAY School,Advertising,Non-Personnel,─,19012
Ross ES,Elementary School,Principal,School Leadership,1,147768
Ross ES,Elementary School,Teacher - Pre-School,Early Childhood,1,94626
Ross ES,Elementary School,Teacher - Pre-K,Early Childhood,1,94626
Ross ES,Elementary School,Aide - Early Childhood,Early Childhood,3,92043
Ross ES,Elementary School,Teacher - Kindergarten,General Education,1,94626
Ross ES,Elementary School,Teacher - 1st Grade,General Education,1,94626
Ross ES,Elementary School,Teacher - 2nd Grade,General Education,1,94626
Ross ES,Elementary School,Teacher - 3rd Grade,General Education,1,94626
Ross ES,Elementary School,Teacher - 4th Grade,General Education,1,94626
Ross ES,Elementary School,Teacher - 5th Grade,General Education,1.5,141939
Ross ES,Elementary School,Teacher - Reading,General Education,1,94626
Ross ES,Elementary School,Teacher - Resource,General Education,0.5,47313
Ross ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,1,94626
Ross ES,Elementary School,Teacher - English Language Learner,English Language Learner,1.5,141939
Ross ES,Elementary School,Librarian,Related Arts,1,94626
Ross ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Ross ES,Elementary School,Aide - General Education,Classroom Aides,4,122724
Ross ES,Elementary School,Guidance Counselor,Socio-Emotional Support,1,94626
Ross ES,Elementary School,Psychologist,Socio-Emotional Support,0.2,18925.2
Ross ES,Elementary School,Administrative Aide,Administrative,1,46722
Ross ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Ross ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Ross ES,Elementary School,Admin Premium,Non-Personnel,─,0
Ross ES,Elementary School,Custodial Overtime,Non-Personnel,─,0
Ross ES,Elementary School,Educational Supplies,Non-Personnel,─,0
Ross ES,Elementary School,Custodial Supplies,Non-Personnel,─,0
Ross ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,16800
Ross ES,Elementary School,Contractual Services,Non-Personnel,─,8613
Savoy ES,Elementary School,Principal,School Leadership,1,147768
Savoy ES,Elementary School,Assistant Principal - Literacy (APL),School Leadership,1,118667
Savoy ES,Elementary School,Administrative Officer,School Leadership,1,74398
Savoy ES,Elementary School,Assistant Principal,School Leadership,1,118667
Savoy ES,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
Savoy ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Savoy ES,Elementary School,Aide - Early Childhood,Early Childhood,7,214767
Savoy ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
Savoy ES,Elementary School,Teacher - 1st Grade,General Education,3,283878
Savoy ES,Elementary School,Teacher - 2nd Grade,General Education,3,283878
Savoy ES,Elementary School,Teacher - 3rd Grade,General Education,3,283878
Savoy ES,Elementary School,Teacher - 4th Grade,General Education,2,189252
Savoy ES,Elementary School,Teacher - 5th Grade,General Education,3,283878
Savoy ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,3,283878
Savoy ES,Elementary School,Coordinator - Special Education,Special Education,1,90918
Savoy ES,Elementary School,Librarian,Related Arts,1,94626
Savoy ES,Elementary School,Teacher - Art,Related Arts,1,94626
Savoy ES,Elementary School,Teacher - Music,Related Arts,1,94626
Savoy ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Savoy ES,Elementary School,Teacher - World Language,Related Arts,0.5,47313
Savoy ES,Elementary School,Aide - General Education,Classroom Aides,2,61362
Savoy ES,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
Savoy ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Savoy ES,Elementary School,Social Worker,Socio-Emotional Support,1,94626
Savoy ES,Elementary School,Intervention Coach,Socio-Emotional Support,1,94626
Savoy ES,Elementary School,Registrar,Administrative,1,39448
Savoy ES,Elementary School,Business Manager,Administrative,1,62752
Savoy ES,Elementary School,Administrative Aide,Administrative,1,46722
Savoy ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Savoy ES,Elementary School,Custodian (RW-5),Custodial Staff,1,44876
Savoy ES,Elementary School,Custodian (RW-3),Custodial Staff,1,35715
Savoy ES,Elementary School,Afterschool,Non-Personnel,─,64441.32
Savoy ES,Elementary School,Admin Premium,Non-Personnel,─,0
Savoy ES,Elementary School,Custodial Overtime,Non-Personnel,─,0
Savoy ES,Elementary School,Custodial Supplies,Non-Personnel,─,0
Savoy ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,41900
Savoy ES,Elementary School,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
Savoy ES,Elementary School,Itinerant English Language Learner Teacher,Non-Personnel,─,21763.98
Savoy ES,Elementary School,Educational Supplies,Non-Personnel,─,30665
Savoy ES,Elementary School,General Supplies,Non-Personnel,─,30681
Savoy ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,103520
Savoy ES,Elementary School,Telecommunications,Non-Personnel,─,2000
Savoy ES,Elementary School,Contractual Services,Non-Personnel,─,56313
School Without Walls EC,Education Campus,Principal,School Leadership,1,147768
School Without Walls EC,Education Campus,Administrative Officer,School Leadership,2,148796
School Without Walls EC,Education Campus,Assistant Principal,School Leadership,4,474668
School Without Walls EC,Education Campus,Teacher - Pre-School,Early Childhood,2,189252
School Without Walls EC,Education Campus,Teacher - Pre-K,Early Childhood,3,283878
School Without Walls EC,Education Campus,Aide - Early Childhood,Early Childhood,6,184086
School Without Walls EC,Education Campus,Teacher - Kindergarten,General Education,2,189252
School Without Walls EC,Education Campus,Teacher - 1st Grade,General Education,2,189252
School Without Walls EC,Education Campus,Teacher - 2nd Grade,General Education,2,189252
School Without Walls EC,Education Campus,Teacher - 3rd Grade,General Education,2,189252
School Without Walls EC,Education Campus,Teacher - 4th Grade,General Education,1,94626
School Without Walls EC,Education Campus,Teacher - 5th Grade,General Education,2,189252
School Without Walls EC,Education Campus,Teacher - English,General Education,8,757008
School Without Walls EC,Education Campus,Teacher - Math,General Education,7,662382
School Without Walls EC,Education Campus,Teacher - Science (Biology),General Education,2,189252
School Without Walls EC,Education Campus,Teacher - Science (Chemistry),General Education,2,189252
School Without Walls EC,Education Campus,Teacher - Science (General),General Education,1,94626
School Without Walls EC,Education Campus,Teacher - Science (Physics),General Education,2,189252
School Without Walls EC,Education Campus,Teacher - Social Studies,General Education,7,662382
School Without Walls EC,Education Campus,Teacher - Communication & Education Support Program,Special Education,2,189252
School Without Walls EC,Education Campus,Teacher - Independence & Learning Support Program,Special Education,1,94626
School Without Walls EC,Education Campus,Teacher - Sensory Support Program,Special Education,3,283878
School Without Walls EC,Education Campus,Teacher - Inclusion/Resource Services,Special Education,3,283878
School Without Walls EC,Education Campus,Aide - Communication & Education Support Program,Special Education,4,122724
School Without Walls EC,Education Campus,Aide - Independence & Learning Support Program,Special Education,1,30681
School Without Walls EC,Education Campus,Aide - Sensory Support Program,Special Education,3,92043
School Without Walls EC,Education Campus,Aide - Inclusion/Resource,Special Education,1,30681
School Without Walls EC,Education Campus,Teacher - English Language Learner,English Language Learner,1,94626
School Without Walls EC,Education Campus,Librarian,Related Arts,2,189252
School Without Walls EC,Education Campus,Teacher - Art,Related Arts,3,283878
School Without Walls EC,Education Campus,Teacher - Music,Related Arts,3,283878
School Without Walls EC,Education Campus,Teacher - Health/Physical Education,Related Arts,3,283878
School Without Walls EC,Education Campus,Teacher - World Language,Related Arts,8,757008
School Without Walls EC,Education Campus,Teacher - Performing Arts/Drama,Related Arts,1,94626
School Without Walls EC,Education Campus,Psychologist,Socio-Emotional Support,1,94626
School Without Walls EC,Education Campus,Social Worker,Socio-Emotional Support,2,189252
School Without Walls EC,Education Campus,Guidance Counselor - High School,Socio-Emotional Support,4,393644
School Without Walls EC,Education Campus,Administrative Aide,Administrative,2,93444
School Without Walls EC,Education Campus,Counselor - Attendance,Socio-Emotional Support,2,100020
School Without Walls EC,Education Campus,Custodial Foreman,Custodial Staff,3,172332
School Without Walls EC,Education Campus,Custodian (RW-5),Custodial Staff,5,224380
School Without Walls EC,Education Campus,Afterschool,Non-Personnel,─,50535.465
School Without Walls EC,Education Campus,Custodial Overtime,Non-Personnel,─,0
School Without Walls EC,Education Campus,Proving What's Possible - Student Satisfaction,Non-Personnel,─,90900
School Without Walls EC,Education Campus,Middle Grades & 40/40 ES Extended Day Funds,Non-Personnel,─,100000
School Without Walls EC,Education Campus,Admin Premium,Non-Personnel,─,10000
School Without Walls EC,Education Campus,Out of City Travel,Non-Personnel,─,14488
School Without Walls EC,Education Campus,Middle Grades Enrichment & Activities,Non-Personnel,─,5000
School Without Walls EC,Education Campus,Educational Supplies,Non-Personnel,─,28000
School Without Walls EC,Education Campus,Office Supplies,Non-Personnel,─,24000
School Without Walls EC,Education Campus,Health Services,Non-Personnel,─,4000
School Without Walls EC,Education Campus,Custodial Supplies,Non-Personnel,─,37000
School Without Walls EC,Education Campus,General Supplies,Non-Personnel,─,14402
School Without Walls EC,Education Campus,Equipment and Machinery (Including Computers),Non-Personnel,─,93482
School Without Walls EC,Education Campus,Textbooks,Non-Personnel,─,13593
School Without Walls EC,Education Campus,Library Books,Non-Personnel,─,5000
School Without Walls EC,Education Campus,Professional Development,Non-Personnel,─,3068
School Without Walls EC,Education Campus,Middle Grades Exposures & Excursions,Non-Personnel,─,28000
School-Within-School @ Goding,Elementary School,Principal,School Leadership,1,147768
School-Within-School @ Goding,Elementary School,Teacher - Pre-School,Early Childhood,2,189252
School-Within-School @ Goding,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
School-Within-School @ Goding,Elementary School,Aide - Early Childhood,Early Childhood,6,184086
School-Within-School @ Goding,Elementary School,Teacher - Kindergarten,General Education,2,189252
School-Within-School @ Goding,Elementary School,Teacher - 1st Grade,General Education,2,189252
School-Within-School @ Goding,Elementary School,Teacher - 2nd Grade,General Education,2,189252
School-Within-School @ Goding,Elementary School,Teacher - 3rd Grade,General Education,2,189252
School-Within-School @ Goding,Elementary School,Teacher - Science (General),General Education,0.5,47313
School-Within-School @ Goding,Elementary School,Teacher - Communication & Education Support Program,Special Education,1,94626
School-Within-School @ Goding,Elementary School,Teacher - Medical & Education Support Program,Special Education,2,189252
School-Within-School @ Goding,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2,189252
School-Within-School @ Goding,Elementary School,Aide - Communication & Education Support Program,Special Education,2,61362
School-Within-School @ Goding,Elementary School,Aide - Medical & Education Support Program,Special Education,2,61362
School-Within-School @ Goding,Elementary School,Librarian,Related Arts,0.75,70969.5
School-Within-School @ Goding,Elementary School,Teacher - Art,Related Arts,1,94626
School-Within-School @ Goding,Elementary School,Teacher - Music,Related Arts,0.75,70969.5
School-Within-School @ Goding,Elementary School,Teacher - Health/Physical Education,Related Arts,0.5,47313
School-Within-School @ Goding,Elementary School,Instructional Coach,Schoolwide Instructional Support,1,94626
School-Within-School @ Goding,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
School-Within-School @ Goding,Elementary School,Social Worker,Socio-Emotional Support,1,94626
School-Within-School @ Goding,Elementary School,Business Manager,Administrative,0.75,47064
School-Within-School @ Goding,Elementary School,Clerk,Administrative,1,36519
School-Within-School @ Goding,Elementary School,Custodial Foreman,Custodial Staff,1,57444
School-Within-School @ Goding,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
School-Within-School @ Goding,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,24300
School-Within-School @ Goding,Elementary School,Admin Premium,Non-Personnel,─,3000
School-Within-School @ Goding,Elementary School,Custodial Overtime,Non-Personnel,─,10000
School-Within-School @ Goding,Elementary School,Educational Supplies,Non-Personnel,─,19597
School-Within-School @ Goding,Elementary School,Office Supplies,Non-Personnel,─,500
School-Within-School @ Goding,Elementary School,Health Services,Non-Personnel,─,4041
School-Within-School @ Goding,Elementary School,Custodial Supplies,Non-Personnel,─,15000
School-Within-School @ Goding,Elementary School,Furniture & Fixtures,Non-Personnel,─,13000
School-Within-School @ Goding,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,13500
Seaton ES,Elementary School,Principal,School Leadership,1,147768
Seaton ES,Elementary School,Assistant Principal - Literacy (APL),School Leadership,1,118667
Seaton ES,Elementary School,Teacher - Pre-School,Early Childhood,3,283878
Seaton ES,Elementary School,Teacher - Pre-K,Early Childhood,3,283878
Seaton ES,Elementary School,Aide - Early Childhood,Early Childhood,8,245448
Seaton ES,Elementary School,Teacher - Kindergarten,General Education,2,189252
Seaton ES,Elementary School,Teacher - 1st Grade,General Education,2,189252
Seaton ES,Elementary School,Teacher - 2nd Grade,General Education,2,189252
Seaton ES,Elementary School,Teacher - 3rd Grade,General Education,2,189252
Seaton ES,Elementary School,Teacher - 4th Grade,General Education,1,94626
Seaton ES,Elementary School,Teacher - 5th Grade,General Education,1,94626
Seaton ES,Elementary School,Teacher - Teacher Leader Innovation,General Education,1,94626
Seaton ES,Elementary School,Teacher - Communication & Education Support Program,Special Education,1,94626
Seaton ES,Elementary School,Teacher - Early Childhood Communication & Education Support Program,Special Education,1,94626
Seaton ES,Elementary School,Teacher - Independence & Learning Support Program,Special Education,1,94626
Seaton ES,Elementary School,Teacher - Inclusion/Resource Services,Special Education,2,189252
Seaton ES,Elementary School,Aide - Communication & Education Support Program,Special Education,2,61362
Seaton ES,Elementary School,Aide - Early Childhood Communication & Education Support Program,Special Education,2,61362
Seaton ES,Elementary School,Aide - Independence & Learning Support Program,Special Education,1,30681
Seaton ES,Elementary School,Coordinator - Special Education,Special Education,0.5,45459
Seaton ES,Elementary School,Teacher - English Language Learner,English Language Learner,5,473130
Seaton ES,Elementary School,Counselor - Bilingual,English Language Learner,1,94626
Seaton ES,Elementary School,Librarian,Related Arts,0.5,47313
Seaton ES,Elementary School,Teacher - Art,Related Arts,1,94626
Seaton ES,Elementary School,Teacher - Music,Related Arts,1,94626
Seaton ES,Elementary School,Teacher - Health/Physical Education,Related Arts,1,94626
Seaton ES,Elementary School,Teacher - World Language,Related Arts,0.5,47313
Seaton ES,Elementary School,Psychologist,Socio-Emotional Support,0.5,47313
Seaton ES,Elementary School,Social Worker,Socio-Emotional Support,0.5,47313
Seaton ES,Elementary School,Business Manager,Administrative,1,62752
Seaton ES,Elementary School,Administrative Aide,Administrative,1,46722
Seaton ES,Elementary School,Custodial Foreman,Custodial Staff,1,57444
Seaton ES,Elementary School,Custodian (RW-5),Custodial Staff,2,89752
Seaton ES,Elementary School,Afterschool,Non-Personnel,─,64441.32
Seaton ES,Elementary School,Proving What's Possible - Student Satisfaction,Non-Personnel,─,27800
Seaton ES,Elementary School,Admin Premium,Non-Personnel,─,0
Seaton ES,Elementary School,Custodial Overtime,Non-Personnel,─,0
Seaton ES,Elementary School,Educational Supplies,Non-Personnel,─,15000
Seaton ES,Elementary School,Office Supplies,Non-Personnel,─,3000
Seaton ES,Elementary School,Health Services,Non-Personnel,─,500
Seaton ES,Elementary School,Custodial Supplies,Non-Personnel,─,11000
Seaton ES,Elementary School,Equipment and Machinery (Including Computers),Non-Personnel,─,1813
Seaton ES,Elementary School,Library Books,Non-Personnel,─,300
Seaton ES,Elementary School,Professional Development,Non-Personnel,─,25000
Seaton ES,Elementary School,Contractual Services,Non-Personnel,─,16000
Sharpe Health School,Special Education Center,Principal,School Leadership,1,147768
Sharpe Health School,Special Education Center,Teacher - Separate School Independence & Learning Support Program,Special Education,11,1040886
Sharpe Health School,Special Education Center,Aide - Separate School Independence & Learning Support Program,Special Education,12,368172
Sharpe Health School,Special Education Center,Coordinator - Special Education,Special Education,1,90918
Sharpe Health School,Special Education Center,Teacher - Art,Related Arts,0.5,47313
Sharpe Health School,Special Education Center,Teacher - Music,Related Arts,0.5,47313
Sharpe Health School,Special Education Center,Teacher - Health/Physical Education,Related Arts,1,94626
Sharpe Health School,Special Education Center,Aide - General Education,Classroom Aides,1,36042
Sharpe Health School,Special Education Center,Psychologist,Socio-Emotional Support,0.5,47313
Sharpe Health School,Special Education Center,Social Worker,Socio-Emotional Support,0.5,47313
Sharpe Health School,Special Education Center,Business Manager,Administrative,1,62752
Sharpe Health School,Special Education Center,Administrative Aide,Administrative,1,46722
Sharpe Health School,Special Education Center,Custodial Foreman,Custodial Staff,1,57444
Sharpe Health School,Special Education Center,Custodian (RW-5),Custodial Staff,2,89752
Sharpe Health School,Special Education Center,Proving What's Possible - Student Satisfaction,Non-Personnel,─,10000
Sharpe Health School,Special Education Center,Admin Premium,Non-Personnel,─,6000
Sharpe Health School,Special Education Center,Custodial Overtime,Non-Personnel,─,2000
Sharpe Health School,Special Education Center,Itinerant English Language Learner Teacher,Non-Personnel,─,17032.68
Sharpe Health School,Special Education Center,Educational Supplies,Non-Personnel,─,19364
Sharpe Health School,Special Education Center,Office Supplies,Non-Personnel,─,21826
Sharpe Health School,Special Education Center,Ed Tech and System Support (Including Software),Non-Personnel,─,1500
Sharpe Health School,Special Education Center,Health Services,Non-Personnel,─,20000
Sharpe Health School,Special Education Center,Custodial Supplies,Non-Personnel,─,20000
Sharpe Health School,Special Education Center,Furniture & Fixtures,Non-Personnel,─,11000
Sharpe Health School,Special Education Center,Equipment and Machinery (Including Computers),Non-Personnel,─,20000
Sharpe Health School,Special Education Center,Ed Tech and Systems Support (Including Hardware),Non-Personnel,─,5000
Sharpe Health School,Special Education Center,Professional Development,Non-Personnel,─,27000
Sharpe Health School,Special Education Center,Local Travel (Including Field Trips),Non-Personnel,─,5000
Shepherd ES,Elementary School,Principal,School Leadership,1,147768
Shepherd ES,Elementary School,Teacher - Pre-School,Early Childhood,1,94626
Shepherd ES,Elementary School,Teacher - Pre-K,Early Childhood,2,189252
Shepherd ES,Elementary School,Aide - Early Childhood,Early Childhood,6,184086
Shepherd ES,Elementary School,Teacher - Kindergarten,General Education,3,283878
