school_name,ward,school_type,fy16_budgeted_enrollment,change_in_enrollment_from_fy15,change_in_budget_from_fy15,at_risk_students,budget_allocation_category,amount
Watkins ES,6,Elementary,482,-41,-143502,0.2,ELL,16928.14852345107
Watkins ES,6,Elementary,482,-41,-143502,0.2,At-Risk,198080
Watkins ES,6,Elementary,482,-41,-143502,0.2,Enrollment,3576124.6956831315
Watkins ES,6,Elementary,482,-41,-143502,0.2,Total,4608780
West EC,4,Education Campus,278,5,207550,0.42,Title,115711.03
West EC,4,Education Campus,278,5,207550,0.42,Per Pupil Funding Minimum (PPFM),0
West EC,4,Education Campus,278,5,207550,0.42,Stabilization,0
West EC,4,Education Campus,278,5,207550,0.42,Specialty ,0
West EC,4,Education Campus,278,5,207550,0.42,ASP/ECR,59270.21799999999
West EC,4,Education Campus,278,5,207550,0.42,SPED,465200
West EC,4,Education Campus,278,5,207550,0.42,ELL,139560
West EC,4,Education Campus,278,5,207550,0.42,At-Risk,220920
West EC,4,Education Campus,278,5,207550,0.42,Enrollment,2855262.882957591
West EC,4,Education Campus,278,5,207550,0.42,Total,3855924
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,Title,200735.99
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,Per Pupil Funding Minimum (PPFM),0
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,Stabilization,0
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,Specialty ,0
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,ASP/ECR,0
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,SPED,837360
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,ELL,29640.4641357846
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,At-Risk,627419.7279069772
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,Enrollment,3664428.45
Wheatley EC,5,Education Campus,458,23,-43426.29259812366,0.79,Total,5407632
Whittier EC,4,Education Campus,349,1,69007,0.61,Title,152066.3
Whittier EC,4,Education Campus,349,1,69007,0.61,Per Pupil Funding Minimum (PPFM),0
Whittier EC,4,Education Campus,349,1,69007,0.61,Stabilization,0
Whittier EC,4,Education Campus,349,1,69007,0.61,Specialty ,0
Whittier EC,4,Education Campus,349,1,69007,0.61,ASP/ECR,72042.47750000001
Whittier EC,4,Education Campus,349,1,69007,0.61,SPED,1350992.227892
Whittier EC,4,Education Campus,349,1,69007,0.61,ELL,186080
Whittier EC,4,Education Campus,349,1,69007,0.61,At-Risk,404320
Whittier EC,4,Education Campus,349,1,69007,0.61,Enrollment,3281187.710593897
Whittier EC,4,Education Campus,349,1,69007,0.61,Total,5446688
Wilson HS,3,High,1878,170,-309615,0.31,Title,44700
Wilson HS,3,High,1878,170,-309615,0.31,Per Pupil Funding Minimum (PPFM),0
Wilson HS,3,High,1878,170,-309615,0.31,Stabilization,0
Wilson HS,3,High,1878,170,-309615,0.31,Specialty ,0
Wilson HS,3,High,1878,170,-309615,0.31,ASP/ECR,0
Wilson HS,3,High,1878,170,-309615,0.31,SPED,2631979.0611825
Wilson HS,3,High,1878,170,-309615,0.31,ELL,558240
Wilson HS,3,High,1878,170,-309615,0.31,At-Risk,1088980.2
Wilson HS,3,High,1878,170,-309615,0.31,Enrollment,11285193.74
Wilson HS,3,High,1878,170,-309615,0.31,Total,15609093
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,Title,277413.66
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,Per Pupil Funding Minimum (PPFM),0
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,Stabilization,0
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,Specialty ,0
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,ASP/ECR,72828
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,SPED,2552819.6878919997
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,ELL,25393.485451650264
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,At-Risk,667608.3000000009
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,Enrollment,4594566.20136751
"Woodson, H.D. HS",7,High,582,-147,-220924,0.78,Total,8190629
Youth Services Center,5,Alternative,73,3,-255424,0,Title,1900
Youth Services Center,5,Alternative,73,3,-255424,0,Per Pupil Funding Minimum (PPFM),0
Youth Services Center,5,Alternative,73,3,-255424,0,Stabilization,60423.82
Youth Services Center,5,Alternative,73,3,-255424,0,Specialty ,0
Youth Services Center,5,Alternative,73,3,-255424,0,ASP/ECR,8092
Youth Services Center,5,Alternative,73,3,-255424,0,SPED,604760
Youth Services Center,5,Alternative,73,3,-255424,0,ELL,0
Youth Services Center,5,Alternative,73,3,-255424,0,At-Risk,0
Youth Services Center,5,Alternative,73,3,-255424,0,Enrollment,990637.9244
Youth Services Center,5,Alternative,73,3,-255424,0,Total,1665814
