Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2019-2020,48,70540,4836003,Solano,Fairfield-Suisun Unified,Sem Yeto Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,377,220,0.584,252,0.668,347,202,0.582,230,0.663,Y
2019-2020,48,70540,6051064,Solano,Fairfield-Suisun Unified,Anna Kyle Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,660,513,0.777,583,0.883,660,513,0.777,583,0.883,Y
2019-2020,48,70540,6051098,Solano,Fairfield-Suisun Unified,Cleo Gordon Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,592,422,0.713,489,0.826,565,408,0.722,473,0.837,Y
2019-2020,48,70540,6051106,Solano,Fairfield-Suisun Unified,Crescent Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,603,299,0.496,343,0.569,585,292,0.499,336,0.574,Y
2019-2020,48,70540,6051114,Solano,Fairfield-Suisun Unified,Crystal Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,694,398,0.573,484,0.697,694,398,0.573,484,0.697,Y
2019-2020,48,70540,6051148,Solano,Fairfield-Suisun Unified,E. Ruth Sheldon Academy of Innovative Learning,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,561,423,0.754,471,0.84,561,423,0.754,471,0.84,Y
2019-2020,48,70540,6051163,Solano,Fairfield-Suisun Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,589,444,0.754,498,0.846,562,428,0.762,480,0.854,Y
2019-2020,48,70540,6051189,Solano,Fairfield-Suisun Unified,Green Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,878,130,0.148,178,0.203,878,130,0.148,178,0.203,Y
2019-2020,48,70540,6051197,Solano,Fairfield-Suisun Unified,K. I. Jones Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,724,218,0.301,260,0.359,724,218,0.301,260,0.359,Y
2019-2020,48,70540,6051221,Solano,Fairfield-Suisun Unified,Suisun Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,559,140,0.25,164,0.293,559,140,0.25,164,0.293,Y
2019-2020,48,70540,6051239,Solano,Fairfield-Suisun Unified,Tolenas Academy of Music and Media,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,513,315,0.614,365,0.712,492,308,0.626,356,0.724,Y
2019-2020,48,70540,6093397,Solano,Fairfield-Suisun Unified,Grange Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,919,582,0.633,681,0.741,919,582,0.633,681,0.741,Y
2019-2020,48,70540,6100754,Solano,Fairfield-Suisun Unified,Suisun Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,526,271,0.515,348,0.662,504,261,0.518,332,0.659,Y
2019-2020,48,70540,6106405,Solano,Fairfield-Suisun Unified,Oakbrook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No,N/A,N/A,N,K,8,549,174,0.317,208,0.379,531,168,0.316,201,0.379,Y
2019-2020,48,70540,6109128,Solano,Fairfield-Suisun Unified,Dan O. Root Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,836,379,0.453,446,0.533,836,379,0.453,446,0.533,Y
2019-2020,48,70540,6109136,Solano,Fairfield-Suisun Unified,B. Gale Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,927,375,0.405,444,0.479,911,365,0.401,432,0.474,Y
2019-2020,48,70540,6111405,Solano,Fairfield-Suisun Unified,Laurel Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,611,299,0.489,360,0.589,582,290,0.498,350,0.601,Y
2019-2020,48,70540,6115752,Solano,Fairfield-Suisun Unified,Nelda Mundy Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,778,103,0.132,119,0.153,762,103,0.135,119,0.156,Y
2019-2020,48,70565,1,Solano,Travis Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,0,0,0,0,12,0,0,0,0,Y
2019-2020,48,70565,4830022,Solano,Travis Unified,Travis Education Center,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,70,23,0.329,33,0.471,66,22,0.333,29,0.439,Y
2019-2020,48,70565,4830154,Solano,Travis Unified,Travis Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,No ,N/A,N/A,N,7,12,14,7,0.5,8,0.571,12,6,0.5,6,0.5,Y
2019-2020,48,70565,4830162,Solano,Travis Unified,Travis Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,6,2,0.333,2,0.333,6,2,0.333,2,0.333,Y
2019-2020,48,70565,4838801,Solano,Travis Unified,Vanden High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1700,295,0.174,416,0.245,1663,287,0.173,404,0.243,Y
2019-2020,48,70565,6051254,Solano,Travis Unified,Center Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,508,101,0.199,137,0.27,508,101,0.199,137,0.27,Y
2019-2020,48,70565,6051262,Solano,Travis Unified,Golden West Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,845,155,0.183,241,0.285,845,155,0.183,241,0.285,Y
2019-2020,48,70565,6051270,Solano,Travis Unified,Travis Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,473,43,9.09E-02,125,0.264,457,41,8.97E-02,115,0.252,Y
2019-2020,48,70565,6068290,Solano,Travis Unified,Scandia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,542,80,0.148,182,0.336,541,80,0.148,182,0.336,Y
2019-2020,48,70565,6103154,Solano,Travis Unified,Cambridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,589,137,0.233,169,0.287,565,130,0.23,162,0.287,Y
2019-2020,48,70565,6111652,Solano,Travis Unified,Foxboro Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,694,139,0.2,181,0.261,694,139,0.2,181,0.261,Y
2019-2020,48,70573,1,Solano,Vacaville Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,13,0.419,13,0.419,26,13,0.5,13,0.5,Y
2019-2020,48,70573,129494,Solano,Vacaville Unified,Kairos Public School Vacaville Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1635,Directly funded,Y,K,8,592,48,8.11E-02,63,0.106,577,48,8.32E-02,63,0.109,Y
2019-2020,48,70573,133553,Solano,Vacaville Unified,Sierra Vista K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,598,173,0.289,239,0.4,598,173,0.289,239,0.4,Y
2019-2020,48,70573,135095,Solano,Vacaville Unified,Ernest Kimme Charter Academy for Independent Learning,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1839,Locally funded,N,K,12,198,62,0.313,65,0.328,187,60,0.321,63,0.337,Y
2019-2020,48,70573,4830089,Solano,Vacaville Unified,Will C. Wood High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1728,622,0.36,832,0.481,1695,604,0.356,811,0.478,Y
2019-2020,48,70573,4830113,Solano,Vacaville Unified,Elise P. Buckingham Charter Magnet High,Unified School District,High Schools (Public),Traditional,Not Participating,Yes,56,Locally funded,N,9,12,494,74,0.15,91,0.184,488,72,0.148,89,0.182,Y
2019-2020,48,70573,4833869,Solano,Vacaville Unified,Country High,Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,166,89,0.536,99,0.596,123,66,0.537,76,0.618,Y
2019-2020,48,70573,4837803,Solano,Vacaville Unified,Vacaville High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1924,551,0.286,670,0.348,1878,538,0.286,655,0.349,Y
2019-2020,48,70573,6051288,Solano,Vacaville Unified,Alamo Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,700,222,0.317,269,0.384,700,222,0.317,269,0.384,Y
2019-2020,48,70573,6051296,Solano,Vacaville Unified,Edwin Markham Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,929,530,0.571,631,0.679,896,520,0.58,620,0.692,Y
2019-2020,48,70573,6051320,Solano,Vacaville Unified,Eugene Padan Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,634,348,0.549,424,0.669,633,347,0.548,423,0.668,Y
2019-2020,48,70573,6051338,Solano,Vacaville Unified,Fairmont Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,913,Locally funded,N,K,6,611,346,0.566,404,0.661,566,329,0.581,387,0.684,Y
2019-2020,48,70573,6051346,Solano,Vacaville Unified,Hemlock Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,415,167,0.402,201,0.484,397,162,0.408,196,0.494,Y
2019-2020,48,70573,6060180,Solano,Vacaville Unified,Willis Jepson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,993,349,0.351,431,0.434,993,349,0.351,431,0.434,Y
2019-2020,48,70573,6097950,Solano,Vacaville Unified,Orchard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,435,97,0.223,112,0.257,435,97,0.223,112,0.257,Y
2019-2020,48,70573,6106363,Solano,Vacaville Unified,Vaca Pena Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,7,8,724,331,0.457,421,0.581,724,331,0.457,421,0.581,Y
2019-2020,48,70573,6109094,Solano,Vacaville Unified,Jean Callison Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,722,235,0.325,312,0.432,722,235,0.325,312,0.432,Y
2019-2020,48,70573,6109672,Solano,Vacaville Unified,Browns Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,791,133,0.168,168,0.212,791,133,0.168,168,0.212,Y
2019-2020,48,70573,6110241,Solano,Vacaville Unified,Cooper Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,793,219,0.276,267,0.337,793,219,0.276,267,0.337,Y
2019-2020,48,70581,1,Solano,Vallejo City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,14,0.56,14,0.56,21,14,0.667,14,0.667,Y
2019-2020,48,70581,101980,Solano,Vallejo City Unified,Farragut Academy,Unified School District,District Community Day Schools,Community Day School,Not Participating,No ,N/A,N/A,N,7,12,21,13,0.619,15,0.714,21,13,0.619,15,0.714,Y
2019-2020,48,70581,115469,Solano,Vallejo City Unified,Vallejo Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Yes,940,Locally funded,N,K,8,427,175,0.41,223,0.522,427,175,0.41,223,0.522,Y
2019-2020,48,70581,134262,Solano,Vallejo City Unified,Caliber: ChangeMakers Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1779,Directly funded,Y,K,8,757,383,0.506,484,0.639,741,377,0.509,476,0.642,Y
2019-2020,48,70581,137380,Solano,Vallejo City Unified,MIT Griffin Academy Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,1912,Directly funded,Y,6,8,259,115,0.444,153,0.591,259,115,0.444,153,0.591,Y
2019-2020,48,70581,4830147,Solano,Vallejo City Unified,Jesse M. Bethel High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1595,699,0.438,821,0.515,1562,685,0.439,806,0.516,Y
2019-2020,48,70581,4830196,Solano,Vallejo City Unified,MIT Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,372,Directly funded,Y,9,12,551,239,0.434,291,0.528,539,231,0.429,283,0.525,Y
2019-2020,48,70581,4838058,Solano,Vallejo City Unified,John Finney High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,153,91,0.595,103,0.673,141,84,0.596,96,0.681,Y
2019-2020,48,70581,4838504,Solano,Vallejo City Unified,Vallejo High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1593,935,0.587,1069,0.671,1527,900,0.589,1029,0.674,Y
2019-2020,48,70581,6051379,Solano,Vallejo City Unified,Annie Pennycook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,479,255,0.532,308,0.643,464,252,0.543,304,0.655,Y
2019-2020,48,70581,6051387,Solano,Vallejo City Unified,Beverly Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,227,166,0.731,206,0.907,219,160,0.731,199,0.909,Y
2019-2020,48,70581,6051395,Solano,Vallejo City Unified,Johnston Cooper Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,440,298,0.677,350,0.795,422,286,0.678,336,0.796,Y
2019-2020,48,70581,6051411,Solano,Vallejo City Unified,Dan Mini Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,484,291,0.601,358,0.74,470,285,0.606,347,0.738,Y
2019-2020,48,70581,6051429,Solano,Vallejo City Unified,Cave Language Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,397,166,0.418,228,0.574,377,160,0.424,219,0.581,Y
2019-2020,48,70581,6051437,Solano,Vallejo City Unified,Mare Island Health and Fitness Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,386,311,0.806,311,0.806,386,311,0.806,311,0.806,Y
2019-2020,48,70581,6051445,Solano,Vallejo City Unified,Federal Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,379,253,0.668,295,0.778,366,244,0.667,283,0.773,Y
2019-2020,48,70581,6051478,Solano,Vallejo City Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,456,327,0.717,378,0.829,443,318,0.718,367,0.828,Y
2019-2020,48,70581,6051494,Solano,Vallejo City Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,190,172,0.905,172,0.905,190,172,0.905,172,0.905,Y
2019-2020,48,70581,6051502,Solano,Vallejo City Unified,Loma Vista Environmental Science Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,8,457,318,0.696,340,0.744,440,312,0.709,332,0.755,Y
2019-2020,48,70581,6051544,Solano,Vallejo City Unified,Steffan Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,564,391,0.693,456,0.809,544,380,0.699,441,0.811,Y
2019-2020,48,70581,6060198,Solano,Vallejo City Unified,Solano Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,392,264,0.673,295,0.753,392,264,0.673,295,0.753,Y
2019-2020,48,70581,6060206,Solano,Vallejo City Unified,Hogan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,8,787,439,0.558,520,0.661,787,439,0.558,520,0.661,Y
2019-2020,48,70581,6062129,Solano,Vallejo City Unified,Franklin Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,548,467,0.852,468,0.854,548,467,0.852,468,0.854,Y
2019-2020,48,70581,6069900,Solano,Vallejo City Unified,Vallejo Adult Transition,Unified School District,Special Education Schools (Public),Special Education School,Not Participating,No ,N/A,N/A,N,Adult,Adult,38,15,0.395,20,0.526,0,0,0,0,0,Y
2019-2020,48,70581,6071302,Solano,Vallejo City Unified,Elsa Widenmann Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,323,223,0.69,266,0.824,323,223,0.69,266,0.824,Y
2019-2020,48,70581,6099667,Solano,Vallejo City Unified,Grace Patterson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,376,326,0.867,326,0.867,361,314,0.87,314,0.87,Y
2019-2020,48,70581,6107684,Solano,Vallejo City Unified,Glen Cove Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,363,178,0.49,197,0.543,345,165,0.478,184,0.533,Y
2019-2020,48,70581,6110134,Solano,Vallejo City Unified,Joseph H. Wardlaw Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,648,253,0.39,310,0.478,630,246,0.39,302,0.479,Y
2019-2020,48,70581,6116255,Solano,Vallejo City Unified,Mare Island Technology Academy,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,181,Directly funded,Y,6,8,420,190,0.452,232,0.552,420,190,0.452,232,0.552,Y
2019-2020,49,10496,1,Sonoma,Sonoma County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,41,1,41,1,38,38,1,38,1,Y
2019-2020,49,10496,4930079,Sonoma,Sonoma County Office of Education,Sonoma County Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,K,12,49,49,1,49,1,40,40,1,40,1,Y
2019-2020,49,10496,4930343,Sonoma,Sonoma County Office of Education,Sonoma County Alternative Education Programs,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,K,12,84,54,0.643,61,0.726,80,52,0.65,59,0.738,Y
2019-2020,49,10496,6069413,Sonoma,Sonoma County Office of Education,Sonoma County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,354,114,0.322,130,0.367,232,101,0.435,116,0.5,Y
2019-2020,49,70599,6051577,Sonoma,Alexander Valley Union Elementary,Alexander Valley Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,112,25,0.223,26,0.232,110,25,0.227,26,0.236,Y
2019-2020,49,70607,1,Sonoma,West Sonoma County Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,4,0.267,4,0.267,10,3,0.3,3,0.3,Y
2019-2020,49,70607,121038,Sonoma,West Sonoma County Union High,West Sonoma County Consortium School,High School District,Special Education Schools (Public),District Special Education Consortia School,N/A,No ,N/A,N/A,N,P,Adult,41,15,0.366,20,0.488,41,15,0.366,20,0.488,Y
2019-2020,49,70607,4930327,Sonoma,West Sonoma County Union High,Laguna High,High School District,Continuation High Schools,Continuation School,Not Participating,No ,N/A,N/A,N,9,12,90,41,0.456,48,0.533,86,39,0.453,45,0.523,Y
2019-2020,49,70607,4930400,Sonoma,West Sonoma County Union High,Analy High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,1141,258,0.226,334,0.293,1118,251,0.225,323,0.289,Y
2019-2020,49,70607,4931507,Sonoma,West Sonoma County Union High,El Molino High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,551,172,0.312,206,0.374,534,169,0.316,201,0.376,Y
2019-2020,49,70615,1,Sonoma,Bellevue Union,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0.25,1,0.25,4,1,0.25,1,0.25,Y
2019-2020,49,70615,113506,Sonoma,Bellevue Union,Taylor Mountain Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,438,328,0.749,372,0.849,429,325,0.758,369,0.86,Y
2019-2020,49,70615,6051585,Sonoma,Bellevue Union,Bellevue Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,415,309,0.745,349,0.841,407,304,0.747,343,0.843,Y
2019-2020,49,70615,6051593,Sonoma,Bellevue Union,Kawana Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,337,206,0.611,247,0.733,337,206,0.611,247,0.733,Y
2019-2020,49,70615,6115695,Sonoma,Bellevue Union,Meadow View Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,405,275,0.679,318,0.785,405,275,0.679,318,0.785,Y
2019-2020,49,70623,1,Sonoma,Bennett Valley Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0.25,1,0.25,4,1,0.25,1,0.25,Y
2019-2020,49,70623,6051619,Sonoma,Bennett Valley Union Elementary,Yulupa Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,3,611,117,0.191,123,0.201,585,112,0.191,118,0.202,Y
2019-2020,49,70623,6098248,Sonoma,Bennett Valley Union Elementary,Strawberry Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,4,6,388,80,0.206,89,0.229,388,80,0.206,89,0.229,Y
2019-2020,49,70649,1,Sonoma,Cinnabar Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,Y
2019-2020,49,70649,125724,Sonoma,Cinnabar Elementary,Cinnabar Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,K,17,9,0.529,12,0.706,17,9,0.529,12,0.706,Y
2019-2020,49,70649,6051635,Sonoma,Cinnabar Elementary,Cinnabar Charter,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1310,Locally funded,N,K,8,247,154,0.623,185,0.749,235,146,0.621,176,0.749,Y
2019-2020,49,70656,1,Sonoma,Cloverdale Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,5,0.625,5,0.625,7,4,0.571,4,0.571,Y
2019-2020,49,70656,4930848,Sonoma,Cloverdale Unified,Johanna Echols-Hansen High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,14,11,0.786,11,0.786,10,8,0.8,8,0.8,Y
2019-2020,49,70656,4930855,Sonoma,Cloverdale Unified,Cloverdale High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,410,190,0.463,213,0.52,397,185,0.466,207,0.521,Y
2019-2020,49,70656,6051643,Sonoma,Cloverdale Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,4,499,279,0.559,312,0.625,488,271,0.555,304,0.623,Y
2019-2020,49,70656,6051650,Sonoma,Cloverdale Unified,Washington,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,5,8,452,230,0.509,270,0.597,452,230,0.509,270,0.597,Y
2019-2020,49,70672,122440,Sonoma,Dunham Elementary,Dunham Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1194,Locally funded,N,K,6,159,33,0.208,34,0.214,150,32,0.213,33,0.22,Y
2019-2020,49,70672,6051700,Sonoma,Dunham Elementary,Dunham Elementary,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,6,9,5,0.556,5,0.556,9,5,0.556,5,0.556,Y
2019-2020,49,70680,1,Sonoma,Forestville Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,0,0,0,0,Y
2019-2020,49,70680,112987,Sonoma,Forestville Union Elementary,Forestville Academy,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,842,Locally funded,N,2,8,236,103,0.436,108,0.458,236,103,0.436,108,0.458,Y
2019-2020,49,70680,6051718,Sonoma,Forestville Union Elementary,Forestville Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,1,52,22,0.423,24,0.462,46,21,0.457,23,0.5,Y
2019-2020,49,70698,6051726,Sonoma,Fort Ross Elementary,Fort Ross Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,15,7,0.467,12,0.8,15,7,0.467,12,0.8,Y
2019-2020,49,70706,1,Sonoma,Geyserville Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,1,1,1,1,1,Y
2019-2020,49,70706,129981,Sonoma,Geyserville Unified,Geyserville New Tech Academy,Unified School District,K-12 Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,6,12,122,87,0.713,99,0.811,121,86,0.711,98,0.81,Y
2019-2020,49,70706,4930053,Sonoma,Geyserville Unified,Buena Vista High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,7,4,0.571,4,0.571,6,4,0.667,4,0.667,Y
2019-2020,49,70706,6051734,Sonoma,Geyserville Unified,Geyserville Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,K,5,96,64,0.667,74,0.771,91,61,0.67,71,0.78,Y
2019-2020,49,70714,1,Sonoma,Gravenstein Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,1,2,2,1,2,1,Y
2019-2020,49,70714,126888,Sonoma,Gravenstein Union Elementary,Gravenstein First,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,1,1,40,9,0.225,9,0.225,40,9,0.225,9,0.225,Y
2019-2020,49,70714,6051742,Sonoma,Gravenstein Union Elementary,Gravenstein Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,Yes,1445,Locally funded,N,K,5,453,85,0.188,95,0.21,439,83,0.189,93,0.212,Y
