Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2016-17 
CALPADS Fall 1 
Certification Status"
2016-2017,56,72546,5634761,Ventura,Oxnard Union High,Rio Mesa High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2178,1049,0.482,1318,0.605,2053,971,0.473,1231,0.6,Y
2016-2017,56,72553,0,Ventura,Pleasant Valley,District Office,Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,8,1,0,0,0,0,1,0,0,0,0,Y
2016-2017,56,72553,1,Ventura,Pleasant Valley,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,0.2,1,0.2,5,1,0.2,1,0.2,Y
2016-2017,56,72553,101378,Ventura,Pleasant Valley,Las Colinas Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,993,127,0.128,177,0.178,993,127,0.128,177,0.178,Y
2016-2017,56,72553,110502,Ventura,Pleasant Valley,Rancho Rosal Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,688,133,0.193,181,0.263,675,133,0.197,179,0.265,Y
2016-2017,56,72553,6055396,Ventura,Pleasant Valley,Camarillo Heights Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,366,79,0.216,92,0.251,359,79,0.22,92,0.256,Y
2016-2017,56,72553,6055404,Ventura,Pleasant Valley,Dos Caminos Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,325,138,0.425,163,0.502,311,130,0.418,155,0.498,Y
2016-2017,56,72553,6055412,Ventura,Pleasant Valley,Pleasant Valley School of Engineering and Arts,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,7,446,217,0.487,257,0.576,446,217,0.487,257,0.576,Y
2016-2017,56,72553,6055438,Ventura,Pleasant Valley,Las Posas Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,437,142,0.325,212,0.485,426,142,0.333,211,0.495,Y
2016-2017,56,72553,6055461,Ventura,Pleasant Valley,Monte Vista Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,811,210,0.259,274,0.338,811,210,0.259,274,0.338,Y
2016-2017,56,72553,6055990,Ventura,Pleasant Valley,Santa Rosa Technology Magnet,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,576,44,7.64E-02,56,9.72E-02,576,44,7.64E-02,56,9.72E-02,Y
2016-2017,56,72553,6096838,Ventura,Pleasant Valley,Los Primeros School of Sciences & Arts,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,565,49,8.67E-02,84,0.149,565,49,8.67E-02,84,0.149,Y
2016-2017,56,72553,6112171,Ventura,Pleasant Valley,Tierra Linda Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,662,82,0.124,111,0.168,647,79,0.122,106,0.164,Y
2016-2017,56,72553,6120117,Ventura,Pleasant Valley,La Mariposa,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,648,65,0.1,84,0.13,648,65,0.1,84,0.13,Y
2016-2017,56,72553,6120620,Ventura,Pleasant Valley,University Preparation Charter School at CSU Channel Islands,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,464,Directly funded,Y,K,8,761,292,0.384,407,0.535,761,292,0.384,407,0.535,Y
2016-2017,56,72561,1,Ventura,Rio Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,2,1,2,1,2,2,1,2,1,Y
2016-2017,56,72561,112631,Ventura,Rio Elementary,Rio Del Mar,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,565,304,0.538,363,0.642,555,301,0.542,359,0.647,Y
2016-2017,56,72561,113977,Ventura,Rio Elementary,Rio Vista Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,800,486,0.608,605,0.756,800,486,0.608,605,0.756,Y
2016-2017,56,72561,6055495,Ventura,Rio Elementary,Rio del Valle Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,697,460,0.66,558,0.801,697,460,0.66,558,0.801,Y
2016-2017,56,72561,6055503,Ventura,Rio Elementary,Rio Lindo Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,542,391,0.721,437,0.806,530,385,0.726,430,0.811,Y
2016-2017,56,72561,6055511,Ventura,Rio Elementary,Rio Plaza Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,604,498,0.825,543,0.899,590,486,0.824,531,0.9,Y
2016-2017,56,72561,6055529,Ventura,Rio Elementary,Rio Real Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,8,777,567,0.73,642,0.826,777,567,0.73,642,0.826,Y
2016-2017,56,72561,6118061,Ventura,Rio Elementary,Rio Rosales,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,576,329,0.571,396,0.688,563,322,0.572,388,0.689,Y
2016-2017,56,72561,6119242,Ventura,Rio Elementary,Rio del Norte,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,579,354,0.611,422,0.729,579,354,0.611,422,0.729,Y
2016-2017,56,72579,6055537,Ventura,Santa Clara Elementary,Santa Clara Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,56,7,0.125,7,0.125,56,7,0.125,7,0.125,Y
2016-2017,56,72603,1,Ventura,Simi Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34,8,0.235,8,0.235,27,6,0.222,6,0.222,Y
2016-2017,56,72603,5630249,Ventura,Simi Valley Unified,Monte Vista,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,1,12,212,37,0.175,37,0.175,200,36,0.18,36,0.18,Y
2016-2017,56,72603,5630322,Ventura,Simi Valley Unified,Santa Susana High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1260,180,0.143,257,0.204,1221,172,0.141,247,0.202,Y
2016-2017,56,72603,5634993,Ventura,Simi Valley Unified,Apollo High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,193,95,0.492,109,0.565,146,68,0.466,78,0.534,Y
2016-2017,56,72603,5635008,Ventura,Simi Valley Unified,Royal High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1955,478,0.245,623,0.319,1887,456,0.242,595,0.315,Y
2016-2017,56,72603,5636188,Ventura,Simi Valley Unified,Simi Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2232,405,0.181,544,0.244,2123,384,0.181,519,0.244,Y
2016-2017,56,72603,6055636,Ventura,Simi Valley Unified,Arroyo Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,237,142,0.599,171,0.722,236,141,0.597,170,0.72,Y
2016-2017,56,72603,6055651,Ventura,Simi Valley Unified,Berylwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,582,402,0.691,465,0.799,559,392,0.701,450,0.805,Y
2016-2017,56,72603,6055669,Ventura,Simi Valley Unified,Big Springs Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,641,77,0.12,99,0.154,641,77,0.12,99,0.154,Y
2016-2017,56,72603,6055685,Ventura,Simi Valley Unified,Crestview Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,309,125,0.405,142,0.46,301,123,0.409,140,0.465,Y
2016-2017,56,72603,6055693,Ventura,Simi Valley Unified,Garden Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,408,101,0.248,140,0.343,407,101,0.248,140,0.344,Y
2016-2017,56,72603,6055701,Ventura,Simi Valley Unified,Hollow Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,675,92,0.136,137,0.203,675,92,0.136,137,0.203,Y
2016-2017,56,72603,6055719,Ventura,Simi Valley Unified,Katherine Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,368,91,0.247,116,0.315,356,89,0.25,113,0.317,Y
2016-2017,56,72603,6055727,Ventura,Simi Valley Unified,Knolls Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,253,61,0.241,83,0.328,253,61,0.241,83,0.328,Y
2016-2017,56,72603,6055743,Ventura,Simi Valley Unified,Madera Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,408,89,0.218,125,0.306,392,88,0.224,120,0.306,Y
2016-2017,56,72603,6055750,Ventura,Simi Valley Unified,Mountain View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,313,109,0.348,135,0.431,299,104,0.348,130,0.435,Y
2016-2017,56,72603,6055768,Ventura,Simi Valley Unified,Park View Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,381,262,0.688,300,0.787,369,258,0.699,293,0.794,Y
2016-2017,56,72603,6055776,Ventura,Simi Valley Unified,Santa Susana Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,318,195,0.613,230,0.723,309,189,0.612,224,0.725,Y
2016-2017,56,72603,6055792,Ventura,Simi Valley Unified,Sycamore Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,393,108,0.275,142,0.361,381,106,0.278,140,0.367,Y
2016-2017,56,72603,6055800,Ventura,Simi Valley Unified,Township Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,580,109,0.188,138,0.238,562,105,0.187,134,0.238,Y
2016-2017,56,72603,6055818,Ventura,Simi Valley Unified,Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,670,58,8.66E-02,86,0.128,670,58,8.66E-02,86,0.128,Y
2016-2017,56,72603,6060354,Ventura,Simi Valley Unified,Sinaloa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,919,233,0.254,314,0.342,919,233,0.254,314,0.342,Y
2016-2017,56,72603,6060362,Ventura,Simi Valley Unified,Valley View Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1247,233,0.187,335,0.269,1247,233,0.187,335,0.269,Y
2016-2017,56,72603,6067292,Ventura,Simi Valley Unified,White Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,472,93,0.197,127,0.269,462,92,0.199,125,0.271,Y
2016-2017,56,72603,6084917,Ventura,Simi Valley Unified,Atherwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,521,56,0.107,76,0.146,521,56,0.107,76,0.146,Y
2016-2017,56,72603,6084925,Ventura,Simi Valley Unified,Hillside Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,956,253,0.265,328,0.343,956,253,0.265,328,0.343,Y
2016-2017,56,72603,6115653,Ventura,Simi Valley Unified,Wood Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,612,58,9.48E-02,66,0.108,606,58,9.57E-02,66,0.109,Y
2016-2017,56,72611,6055834,Ventura,Somis Union,Somis Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,259,122,0.471,152,0.587,250,117,0.468,145,0.58,Y
2016-2017,56,72652,1,Ventura,Ventura Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,10,0.625,11,0.688,13,8,0.615,8,0.615,Y
2016-2017,56,72652,5630272,Ventura,Ventura Unified,Pacific High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,154,81,0.526,122,0.792,127,67,0.528,101,0.795,Y
2016-2017,56,72652,5630298,Ventura,Ventura Unified,El Camino High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,262,31,0.118,79,0.302,251,29,0.116,75,0.299,Y
2016-2017,56,72652,5630348,Ventura,Ventura Unified,Foothill Technology High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1027,149,0.145,260,0.253,1011,148,0.146,256,0.253,Y
2016-2017,56,72652,5630793,Ventura,Ventura Unified,Buena High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1865,562,0.301,965,0.517,1813,541,0.298,939,0.518,Y
2016-2017,56,72652,5637822,Ventura,Ventura Unified,Ventura High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2140,675,0.315,1072,0.501,2089,662,0.317,1053,0.504,Y
2016-2017,56,72652,6056030,Ventura,Ventura Unified,Sunset Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,343,149,0.434,231,0.673,343,149,0.434,231,0.673,Y
2016-2017,56,72652,6056055,Ventura,Ventura Unified,Blanche Reynolds Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,354,157,0.444,228,0.644,350,154,0.44,225,0.643,Y
2016-2017,56,72652,6056063,Ventura,Ventura Unified,E. P. Foster Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,437,237,0.542,407,0.931,437,237,0.542,407,0.931,Y
2016-2017,56,72652,6056089,Ventura,Ventura Unified,Elmhurst Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,518,238,0.459,334,0.645,497,231,0.465,324,0.652,Y
2016-2017,56,72652,6056097,Ventura,Ventura Unified,Juanamaria Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,440,132,0.3,191,0.434,440,132,0.3,191,0.434,Y
2016-2017,56,72652,6056105,Ventura,Ventura Unified,Junipero Serra Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,592,183,0.309,286,0.483,580,180,0.31,280,0.483,Y
2016-2017,56,72652,6056113,Ventura,Ventura Unified,Lincoln Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,241,107,0.444,145,0.602,235,103,0.438,140,0.596,Y
2016-2017,56,72652,6056121,Ventura,Ventura Unified,Loma Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,368,86,0.234,128,0.348,355,86,0.242,126,0.355,Y
2016-2017,56,72652,6056147,Ventura,Ventura Unified,Montalvo Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,433,160,0.37,275,0.635,433,160,0.37,275,0.635,Y
2016-2017,56,72652,6056154,Ventura,Ventura Unified,Mound Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,574,41,7.14E-02,88,0.153,572,40,6.99E-02,87,0.152,Y
2016-2017,56,72652,6056170,Ventura,Ventura Unified,Pierpont Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,254,52,0.205,88,0.346,254,52,0.205,88,0.346,Y
2016-2017,56,72652,6056188,Ventura,Ventura Unified,Poinsettia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,496,93,0.188,156,0.315,486,93,0.191,154,0.317,Y
2016-2017,56,72652,6056204,Ventura,Ventura Unified,Academy of Technology & Leadership at Saticoy,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,358,142,0.397,211,0.589,358,142,0.397,211,0.589,Y
2016-2017,56,72652,6056212,Ventura,Ventura Unified,Sheridan Way Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,475,294,0.619,417,0.878,461,292,0.633,413,0.896,Y
2016-2017,56,72652,6056238,Ventura,Ventura Unified,Will Rogers Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,538,218,0.405,368,0.684,538,218,0.405,368,0.684,Y
2016-2017,56,72652,6060370,Ventura,Ventura Unified,Balboa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1139,317,0.278,507,0.445,1139,317,0.278,507,0.445,Y
2016-2017,56,72652,6060388,Ventura,Ventura Unified,Cabrillo Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,935,262,0.28,378,0.404,935,262,0.28,378,0.404,Y
2016-2017,56,72652,6062145,Ventura,Ventura Unified,Anacapa Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,922,369,0.4,558,0.605,922,369,0.4,558,0.605,Y
2016-2017,56,72652,6062152,Ventura,Ventura Unified,De Anza Academy of Technology and the Arts,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,904,440,0.487,623,0.689,904,440,0.487,623,0.689,Y
2016-2017,56,72652,6097034,Ventura,Ventura Unified,Portola Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,544,228,0.419,363,0.667,544,228,0.419,363,0.667,Y
2016-2017,56,72652,6115687,Ventura,Ventura Unified,Homestead (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,8,38,10,0.263,12,0.316,38,10,0.263,12,0.316,Y
2016-2017,56,72652,6116040,Ventura,Ventura Unified,Citrus Glen Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,614,232,0.378,311,0.507,595,225,0.378,303,0.509,Y
2016-2017,56,73759,0,Ventura,Conejo Valley Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,14,1,7.14E-02,1,7.14E-02,14,1,7.14E-02,1,7.14E-02,Y
2016-2017,56,73759,1,Ventura,Conejo Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,2,0.125,2,0.125,16,2,0.125,2,0.125,Y
2016-2017,56,73759,119396,Ventura,Conejo Valley Unified,Environmental Academy of Research Technology and Earth Sciences,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,5,543,73,0.134,93,0.171,543,73,0.134,93,0.171,Y
2016-2017,56,73759,123349,Ventura,Conejo Valley Unified,Century Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,77,5,6.49E-02,5,6.49E-02,75,5,6.67E-02,5,6.67E-02,Y
2016-2017,56,73759,5630108,Ventura,Conejo Valley Unified,Conejo Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,103,55,0.534,62,0.602,87,48,0.552,53,0.609,Y
2016-2017,56,73759,5630116,Ventura,Conejo Valley Unified,Westlake High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2320,308,0.133,374,0.161,2250,302,0.134,367,0.163,Y
2016-2017,56,73759,5633748,Ventura,Conejo Valley Unified,Newbury Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2439,305,0.125,394,0.162,2384,298,0.125,385,0.161,Y
2016-2017,56,73759,5637004,Ventura,Conejo Valley Unified,Thousand Oaks High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2197,342,0.156,441,0.201,2151,339,0.158,438,0.204,Y
2016-2017,56,73759,6055842,Ventura,Conejo Valley Unified,Acacia Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,336,156,0.464,193,0.574,323,149,0.461,186,0.576,Y
2016-2017,56,73759,6055859,Ventura,Conejo Valley Unified,Aspen Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,373,57,0.153,68,0.182,363,56,0.154,67,0.185,Y
2016-2017,56,73759,6055867,Ventura,Conejo Valley Unified,Banyan Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,439,101,0.23,109,0.248,439,101,0.23,109,0.248,Y
2016-2017,56,73759,6055875,Ventura,Conejo Valley Unified,Madrona Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,434,118,0.272,142,0.327,419,114,0.272,138,0.329,Y
2016-2017,56,73759,6055891,Ventura,Conejo Valley Unified,Redwood Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,891,146,0.164,198,0.222,891,146,0.164,198,0.222,Y
2016-2017,56,73759,6055909,Ventura,Conejo Valley Unified,Maple Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,315,85,0.27,103,0.327,314,85,0.271,103,0.328,Y
2016-2017,56,73759,6055917,Ventura,Conejo Valley Unified,Walnut Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,333,121,0.363,149,0.447,319,116,0.364,144,0.451,Y
2016-2017,56,73759,6055925,Ventura,Conejo Valley Unified,Colina Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,990,237,0.239,287,0.29,990,237,0.239,287,0.29,Y
2016-2017,56,73759,6055933,Ventura,Conejo Valley Unified,Conejo Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,361,180,0.499,190,0.526,361,180,0.499,190,0.526,Y
2016-2017,56,73759,6055941,Ventura,Conejo Valley Unified,Glenwood Elementary,Unified School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,337,194,0.576,206,0.611,333,191,0.574,203,0.61,Y
2016-2017,56,73759,6055966,Ventura,Conejo Valley Unified,Ladera Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,300,81,0.27,117,0.39,300,81,0.27,117,0.39,Y
2016-2017,56,73759,6056022,Ventura,Conejo Valley Unified,Weathersfield Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,352,75,0.213,94,0.267,344,74,0.215,93,0.27,Y
2016-2017,56,73759,6067300,Ventura,Conejo Valley Unified,Sequoia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1084,246,0.227,300,0.277,1084,246,0.227,300,0.277,Y
2016-2017,56,73759,6071286,Ventura,Conejo Valley Unified,Westlake Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,543,58,0.107,63,0.116,535,58,0.108,63,0.118,Y
2016-2017,56,73759,6084933,Ventura,Conejo Valley Unified,Wildwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,414,40,9.66E-02,46,0.111,414,40,9.66E-02,46,0.111,Y
2016-2017,56,73759,6093165,Ventura,Conejo Valley Unified,Cypress Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,333,18,5.41E-02,30,9.01E-02,310,17,5.48E-02,29,9.35E-02,Y
2016-2017,56,73759,6093173,Ventura,Conejo Valley Unified,Los Cerritos Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,963,155,0.161,195,0.202,963,155,0.161,195,0.202,Y
2016-2017,56,73759,6093181,Ventura,Conejo Valley Unified,Westlake Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,492,61,0.124,74,0.15,484,60,0.124,73,0.151,Y
2016-2017,56,73759,6115760,Ventura,Conejo Valley Unified,Lang Ranch,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,662,38,5.74E-02,47,7.10E-02,662,38,5.74E-02,47,7.10E-02,Y
2016-2017,56,73759,6118582,Ventura,Conejo Valley Unified,Sycamore Canyon,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,1257,14,1.11E-02,19,1.51E-02,1257,14,1.11E-02,19,1.51E-02,Y
2016-2017,56,73874,1,Ventura,Oak Park Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,0,0,0,7,0,0,0,0,Y
2016-2017,56,73874,5630132,Ventura,Oak Park Unified,Oak Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1518,55,3.62E-02,72,4.74E-02,1483,55,3.71E-02,72,4.86E-02,Y
2016-2017,56,73874,5630199,Ventura,Oak Park Unified,Oak View High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,42,7,0.167,8,0.19,33,5,0.152,6,0.182,Y
2016-2017,56,73874,5630256,Ventura,Oak Park Unified,Oak Park Independent,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,221,12,5.43E-02,12,5.43E-02,215,12,5.58E-02,12,5.58E-02,Y
2016-2017,56,73874,6055677,Ventura,Oak Park Unified,Brookside Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,582,22,3.78E-02,40,6.87E-02,575,22,3.83E-02,40,6.96E-02,Y
2016-2017,56,73874,6098255,Ventura,Oak Park Unified,Medea Creek Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1112,36,3.24E-02,54,4.86E-02,1112,36,3.24E-02,54,4.86E-02,Y
2016-2017,56,73874,6107528,Ventura,Oak Park Unified,Oak Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,502,24,4.78E-02,29,5.78E-02,497,23,4.63E-02,28,5.63E-02,Y
2016-2017,56,73874,6111496,Ventura,Oak Park Unified,Red Oak Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,600,28,4.67E-02,37,6.17E-02,592,28,4.73E-02,37,6.25E-02,Y
