Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2018-2019,43,69666,6060099,Santa Clara,San Jose Unified,Bret Harte Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1189,147,0.124,179,0.151,1189,147,0.124,179,0.151,Y
2018-2019,43,69666,6060107,Santa Clara,San Jose Unified,Willow Glen Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1225,340,0.278,401,0.327,1225,340,0.278,401,0.327,Y
2018-2019,43,69666,6060115,Santa Clara,San Jose Unified,John Muir Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1064,397,0.373,488,0.459,1064,397,0.373,488,0.459,Y
2018-2019,43,69666,6062103,Santa Clara,San Jose Unified,Peter Burnett Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,687,416,0.606,506,0.737,687,416,0.606,506,0.737,Y
2018-2019,43,69666,6062111,Santa Clara,San Jose Unified,Herbert Hoover Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1082,536,0.495,631,0.583,1082,536,0.495,631,0.583,Y
2018-2019,43,69666,6093074,Santa Clara,San Jose Unified,Los Alamitos Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,731,53,7.25E-02,62,8.48E-02,709,52,7.33E-02,61,8.60E-02,Y
2018-2019,43,69666,6093082,Santa Clara,San Jose Unified,Graystone Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,571,42,7.36E-02,48,8.41E-02,571,42,7.36E-02,48,8.41E-02,Y
2018-2019,43,69666,6093090,Santa Clara,San Jose Unified,Rachel Carson Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,291,97,0.333,111,0.381,291,97,0.333,111,0.381,Y
2018-2019,43,69666,6095418,Santa Clara,San Jose Unified,Castillero Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1133,304,0.268,354,0.312,1133,304,0.268,354,0.312,Y
2018-2019,43,69666,6119010,Santa Clara,San Jose Unified,Ernesto Galarza Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,397,246,0.62,272,0.685,385,241,0.626,267,0.694,Y
2018-2019,43,69674,1,Santa Clara,Santa Clara Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,5,0.2,5,0.2,21,5,0.238,5,0.238,Y
2018-2019,43,69674,110700,Santa Clara,Santa Clara Unified,Don Callejon,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,912,248,0.272,300,0.329,912,248,0.272,300,0.329,Y
2018-2019,43,69674,125443,Santa Clara,Santa Clara Unified,Santa Clara Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,12,11,9,0.818,9,0.818,11,9,0.818,9,0.818,Y
2018-2019,43,69674,133363,Santa Clara,Santa Clara Unified,Central Park Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,399,40,0.1,54,0.135,398,40,0.101,54,0.136,Y
2018-2019,43,69674,135970,Santa Clara,Santa Clara Unified,Mission Early College High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,10,12,101,36,0.356,44,0.436,99,35,0.354,43,0.434,Y
2018-2019,43,69674,4330122,Santa Clara,Santa Clara Unified,Santa Clara High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1967,650,0.33,785,0.399,1926,627,0.326,762,0.396,Y
2018-2019,43,69674,4330247,Santa Clara,Santa Clara Unified,Wilson Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,254,126,0.496,137,0.539,175,99,0.566,107,0.611,Y
2018-2019,43,69674,4338406,Santa Clara,Santa Clara Unified,New Valley Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,127,88,0.693,96,0.756,114,77,0.675,85,0.746,Y
2018-2019,43,69674,4338802,Santa Clara,Santa Clara Unified,Adrian Wilcox High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1961,625,0.319,745,0.38,1915,609,0.318,727,0.38,Y
2018-2019,43,69674,6048797,Santa Clara,Santa Clara Unified,Bowers Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,282,152,0.539,182,0.645,282,152,0.539,182,0.645,Y
2018-2019,43,69674,6048805,Santa Clara,Santa Clara Unified,Bracher Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,344,138,0.401,163,0.474,344,138,0.401,163,0.474,Y
2018-2019,43,69674,6048813,Santa Clara,Santa Clara Unified,Braly Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,391,89,0.228,102,0.261,375,88,0.235,101,0.269,Y
2018-2019,43,69674,6048821,Santa Clara,Santa Clara Unified,Briarwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,319,151,0.473,170,0.533,305,145,0.475,164,0.538,Y
2018-2019,43,69674,6048847,Santa Clara,Santa Clara Unified,C. W. Haman Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,381,116,0.304,138,0.362,362,113,0.312,135,0.373,Y
2018-2019,43,69674,6048854,Santa Clara,Santa Clara Unified,Juan Cabrillo Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,908,365,0.402,433,0.477,908,365,0.402,433,0.477,Y
2018-2019,43,69674,6048870,Santa Clara,Santa Clara Unified,George Mayne Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,493,255,0.517,302,0.613,493,255,0.517,302,0.613,Y
2018-2019,43,69674,6048896,Santa Clara,Santa Clara Unified,Kathryn Hughes Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,407,152,0.373,190,0.467,407,152,0.373,190,0.467,Y
2018-2019,43,69674,6048904,Santa Clara,Santa Clara Unified,Laurelwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,644,61,9.47E-02,68,0.106,644,61,9.47E-02,68,0.106,Y
2018-2019,43,69674,6048920,Santa Clara,Santa Clara Unified,Millikin Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,558,12,2.15E-02,13,2.33E-02,558,12,2.15E-02,13,2.33E-02,Y
2018-2019,43,69674,6048938,Santa Clara,Santa Clara Unified,Montague Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,426,142,0.333,163,0.383,397,140,0.353,161,0.406,Y
2018-2019,43,69674,6048987,Santa Clara,Santa Clara Unified,Pomeroy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,421,152,0.361,177,0.42,408,151,0.37,176,0.431,Y
2018-2019,43,69674,6048995,Santa Clara,Santa Clara Unified,Ponderosa Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,590,132,0.224,156,0.264,590,132,0.224,156,0.264,Y
2018-2019,43,69674,6049019,Santa Clara,Santa Clara Unified,Scott Lane Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,368,243,0.66,284,0.772,353,237,0.671,278,0.788,Y
2018-2019,43,69674,6049027,Santa Clara,Santa Clara Unified,Sutter Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,456,69,0.151,90,0.197,447,67,0.15,88,0.197,Y
2018-2019,43,69674,6049035,Santa Clara,Santa Clara Unified,Washington Open Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,331,25,7.55E-02,25,7.55E-02,331,25,7.55E-02,25,7.55E-02,Y
2018-2019,43,69674,6049043,Santa Clara,Santa Clara Unified,Westwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,392,131,0.334,153,0.39,392,131,0.334,153,0.39,Y
2018-2019,43,69674,6101752,Santa Clara,Santa Clara Unified,Buchser Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1011,353,0.349,429,0.424,1011,353,0.349,429,0.424,Y
2018-2019,43,69674,6101760,Santa Clara,Santa Clara Unified,Marian A. Peterson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,908,192,0.211,225,0.248,908,192,0.211,225,0.248,Y
2018-2019,43,69682,6049068,Santa Clara,Saratoga Union Elementary,Argonaut Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,344,4,1.16E-02,4,1.16E-02,337,4,1.19E-02,4,1.19E-02,Y
2018-2019,43,69682,6049084,Santa Clara,Saratoga Union Elementary,Foothill Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,330,9,2.73E-02,9,2.73E-02,330,9,2.73E-02,9,2.73E-02,Y
2018-2019,43,69682,6049092,Santa Clara,Saratoga Union Elementary,Redwood Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,761,19,2.50E-02,20,2.63E-02,761,19,2.50E-02,20,2.63E-02,Y
2018-2019,43,69682,6049100,Santa Clara,Saratoga Union Elementary,Saratoga Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,330,9,2.73E-02,9,2.73E-02,330,9,2.73E-02,9,2.73E-02,Y
2018-2019,43,69690,1,Santa Clara,Sunnyvale,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,0,0,0,0,Y
2018-2019,43,69690,6049142,Santa Clara,Sunnyvale,Bishop Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,475,252,0.531,337,0.709,462,244,0.528,328,0.71,Y
2018-2019,43,69690,6049159,Santa Clara,Sunnyvale,Vargas Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,484,203,0.419,249,0.514,460,199,0.433,243,0.528,Y
2018-2019,43,69690,6049167,Santa Clara,Sunnyvale,Cherry Chase Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,835,34,4.07E-02,35,4.19E-02,835,34,4.07E-02,35,4.19E-02,Y
2018-2019,43,69690,6049175,Santa Clara,Sunnyvale,Cumberland Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,806,37,4.59E-02,43,5.33E-02,806,37,4.59E-02,43,5.33E-02,Y
2018-2019,43,69690,6049191,Santa Clara,Sunnyvale,Ellis Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,787,167,0.212,208,0.264,755,162,0.215,201,0.266,Y
2018-2019,43,69690,6049217,Santa Clara,Sunnyvale,Fairwood Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,435,91,0.209,118,0.271,435,91,0.209,118,0.271,Y
2018-2019,43,69690,6049233,Santa Clara,Sunnyvale,Lakewood Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,437,190,0.435,240,0.549,422,187,0.443,236,0.559,Y
2018-2019,43,69690,6049241,Santa Clara,Sunnyvale,Columbia Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,790,374,0.473,453,0.573,790,374,0.473,453,0.573,Y
2018-2019,43,69690,6049258,Santa Clara,Sunnyvale,Sunnyvale Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1211,247,0.204,299,0.247,1211,247,0.204,299,0.247,Y
2018-2019,43,69690,6049282,Santa Clara,Sunnyvale,San Miguel Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,403,198,0.491,233,0.578,394,196,0.497,230,0.584,Y
2018-2019,43,69708,1,Santa Clara,Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0.25,1,0.25,4,1,0.25,1,0.25,Y
2018-2019,43,69708,6049290,Santa Clara,Union Elementary,Alta Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,649,35,5.39E-02,37,5.70E-02,649,35,5.39E-02,37,5.70E-02,Y
2018-2019,43,69708,6049316,Santa Clara,Union Elementary,Carlton Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,710,38,5.35E-02,39,5.49E-02,689,37,5.37E-02,38,5.52E-02,Y
2018-2019,43,69708,6049332,Santa Clara,Union Elementary,Dartmouth Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,994,148,0.149,169,0.17,994,148,0.149,169,0.17,Y
2018-2019,43,69708,6049357,Santa Clara,Union Elementary,Guadalupe Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,595,21,3.53E-02,22,3.70E-02,595,21,3.53E-02,22,3.70E-02,Y
2018-2019,43,69708,6049373,Santa Clara,Union Elementary,Lietz Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,596,110,0.185,129,0.216,596,110,0.185,129,0.216,Y
2018-2019,43,69708,6049407,Santa Clara,Union Elementary,Noddin Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,P,5,625,64,0.102,68,0.109,624,64,0.103,68,0.109,Y
2018-2019,43,69708,6049415,Santa Clara,Union Elementary,Oster Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,657,58,8.83E-02,67,0.102,634,58,9.15E-02,66,0.104,Y
2018-2019,43,69708,6049449,Santa Clara,Union Elementary,Union Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,1053,69,6.55E-02,73,6.93E-02,1053,69,6.55E-02,73,6.93E-02,Y
2018-2019,43,73387,137505,Santa Clara,Milpitas Unified,Mabel Mattos Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,113,12,0.106,13,0.115,113,12,0.106,13,0.115,Y
2018-2019,43,73387,4331039,Santa Clara,Milpitas Unified,Calaveras Hills,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,106,52,0.491,58,0.547,95,47,0.495,53,0.558,Y
2018-2019,43,73387,4334470,Santa Clara,Milpitas Unified,Milpitas High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3177,816,0.257,987,0.311,3124,801,0.256,971,0.311,Y
2018-2019,43,73387,6047583,Santa Clara,Milpitas Unified,Alexander Rose Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,479,249,0.52,275,0.574,467,244,0.522,268,0.574,Y
2018-2019,43,73387,6047591,Santa Clara,Milpitas Unified,Anthony Spangler Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,589,126,0.214,165,0.28,577,124,0.215,162,0.281,Y
2018-2019,43,73387,6047609,Santa Clara,Milpitas Unified,Curtner Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,730,117,0.16,136,0.186,730,117,0.16,136,0.186,Y
2018-2019,43,73387,6047625,Santa Clara,Milpitas Unified,John Sinnott Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,738,150,0.203,161,0.218,732,149,0.204,159,0.217,Y
2018-2019,43,73387,6047633,Santa Clara,Milpitas Unified,Joseph Weller Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,454,149,0.328,177,0.39,443,146,0.33,173,0.391,Y
2018-2019,43,73387,6047641,Santa Clara,Milpitas Unified,Marshall Pomeroy Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,722,125,0.173,154,0.213,713,125,0.175,154,0.216,Y
2018-2019,43,73387,6047666,Santa Clara,Milpitas Unified,Rancho Milpitas Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,717,198,0.276,237,0.331,717,198,0.276,237,0.331,Y
2018-2019,43,73387,6047674,Santa Clara,Milpitas Unified,Robert Randall Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,348,208,0.598,227,0.652,332,204,0.614,221,0.666,Y
2018-2019,43,73387,6047682,Santa Clara,Milpitas Unified,Thomas Russell Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,825,197,0.239,242,0.293,825,197,0.239,242,0.293,Y
2018-2019,43,73387,6047690,Santa Clara,Milpitas Unified,William Burnett Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,539,148,0.275,184,0.341,528,146,0.277,180,0.341,Y
2018-2019,43,73387,6067219,Santa Clara,Milpitas Unified,Pearl Zanker Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,635,136,0.214,165,0.26,635,136,0.214,165,0.26,Y
2018-2019,43,77149,137315,Santa Clara,SBE - KIPP Navigate College Prep,KIPP Navigate College Prep,State Board of Education,High Schools In 1 School Dist. (Public),Traditional,N/A,Yes,1955,Directly funded,N,9,9,89,48,0.539,67,0.753,89,48,0.539,67,0.753,Y
2018-2019,44,10447,1,Santa Cruz,Santa Cruz County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,0,Y
2018-2019,44,10447,136572,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Career Advancement Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,1904,Directly funded,N,12,12,106,5,4.72E-02,5,4.72E-02,0,0,0,0,0,Y
2018-2019,44,10447,4430146,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Court,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,7,12,63,63,1,63,1,49,49,1,49,1,Y
2018-2019,44,10447,4430252,Santa Cruz,Santa Cruz County Office of Education,Pacific Collegiate Charter,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,210,Locally funded,Y,7,12,549,55,0.1,63,0.115,539,54,0.1,61,0.113,Y
2018-2019,44,10447,4430278,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Community,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,7,12,655,233,0.356,246,0.376,547,192,0.351,205,0.375,Y
2018-2019,44,10447,6069397,Santa Cruz,Santa Cruz County Office of Education,Santa Cruz County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,94,24,0.255,26,0.277,49,18,0.367,20,0.408,Y
2018-2019,44,69732,6049563,Santa Cruz,Bonny Doon Union Elementary,Bonny Doon Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,165,25,0.152,29,0.176,160,25,0.156,29,0.181,Y
2018-2019,44,69757,6049571,Santa Cruz,Happy Valley Elementary,Happy Valley Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,108,9,8.33E-02,9,8.33E-02,108,9,8.33E-02,9,8.33E-02,Y
2018-2019,44,69765,100305,Santa Cruz,Live Oak Elementary,Cypress Charter High,Elementary School District,High Schools (Public),Traditional,N/A,Yes,512,Locally funded,N,9,12,119,39,0.328,45,0.378,114,36,0.316,42,0.368,Y
2018-2019,44,69765,100388,Santa Cruz,Live Oak Elementary,Tierra Pacifica Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,513,Locally funded,N,K,8,155,22,0.142,22,0.142,155,22,0.142,22,0.142,Y
2018-2019,44,69765,6049597,Santa Cruz,Live Oak Elementary,Green Acres Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,385,208,0.54,227,0.59,369,201,0.545,219,0.593,Y
2018-2019,44,69765,6049605,Santa Cruz,Live Oak Elementary,Live Oak Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,331,244,0.737,276,0.834,318,236,0.742,268,0.843,Y
2018-2019,44,69765,6113559,Santa Cruz,Live Oak Elementary,Shoreline Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,514,268,0.521,302,0.588,514,268,0.521,302,0.588,Y
2018-2019,44,69765,6114102,Santa Cruz,Live Oak Elementary,Del Mar Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,375,222,0.592,246,0.656,359,217,0.604,240,0.669,Y
2018-2019,44,69765,6118673,Santa Cruz,Live Oak Elementary,Ocean Alternative Education Center,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,89,21,0.236,22,0.247,89,21,0.236,22,0.247,Y
2018-2019,44,69773,6049613,Santa Cruz,Mountain Elementary,Mountain Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,143,18,0.126,18,0.126,143,18,0.126,18,0.126,Y
2018-2019,44,69781,6049621,Santa Cruz,Pacific Elementary,Pacific Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,117,48,0.41,52,0.444,116,48,0.414,52,0.448,Y
2018-2019,44,69799,0,Santa Cruz,Pajaro Valley Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,10,3,0.3,3,0.3,10,3,0.3,3,0.3,Y
2018-2019,44,69799,102665,Santa Cruz,Pajaro Valley Unified,Radcliff Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,530,460,0.868,483,0.911,523,454,0.868,477,0.912,Y
2018-2019,44,69799,102673,Santa Cruz,Pajaro Valley Unified,Landmark Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,545,402,0.738,437,0.802,535,398,0.744,432,0.807,Y
2018-2019,44,69799,105858,Santa Cruz,Pajaro Valley Unified,Pajaro Valley High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1436,1165,0.811,1312,0.914,1382,1120,0.81,1264,0.915,Y
2018-2019,44,69799,109595,Santa Cruz,Pajaro Valley Unified,Cesar E. Chavez Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,641,549,0.856,598,0.933,641,549,0.856,598,0.933,Y
2018-2019,44,69799,117804,Santa Cruz,Pajaro Valley Unified,Ceiba College Preparatory Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1004,Directly funded,N,6,12,517,419,0.81,477,0.923,505,411,0.814,467,0.925,Y
2018-2019,44,69799,4430203,Santa Cruz,Pajaro Valley Unified,New School Community Day,Unified School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,7,12,52,43,0.827,45,0.865,44,36,0.818,38,0.864,Y
2018-2019,44,69799,4430229,Santa Cruz,Pajaro Valley Unified,Pacific Coast Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,170,Locally funded,N,K,12,217,127,0.585,143,0.659,205,122,0.595,137,0.668,Y
2018-2019,44,69799,4430245,Santa Cruz,Pajaro Valley Unified,Diamond Technology Institute,Unified School District,High Schools (Public),Traditional,CEP,Yes,265,Locally funded,N,9,12,75,56,0.747,67,0.893,75,56,0.747,67,0.893,Y
2018-2019,44,69799,4430518,Santa Cruz,Pajaro Valley Unified,Aptos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1432,487,0.34,591,0.413,1393,475,0.341,578,0.415,Y
2018-2019,44,69799,4437794,Santa Cruz,Pajaro Valley Unified,Renaissance High Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,163,126,0.773,147,0.902,147,115,0.782,133,0.905,Y
2018-2019,44,69799,4437901,Santa Cruz,Pajaro Valley Unified,Watsonville High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2170,1690,0.779,1910,0.88,2103,1633,0.777,1850,0.88,Y
2018-2019,44,69799,6049639,Santa Cruz,Pajaro Valley Unified,Amesti Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,577,470,0.815,506,0.877,572,467,0.816,503,0.879,Y
2018-2019,44,69799,6049647,Santa Cruz,Pajaro Valley Unified,Aptos Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,8,681,264,0.388,315,0.463,681,264,0.388,315,0.463,Y
2018-2019,44,69799,6049662,Santa Cruz,Pajaro Valley Unified,Bradley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,529,255,0.482,307,0.58,529,255,0.482,307,0.58,Y
2018-2019,44,69799,6049670,Santa Cruz,Pajaro Valley Unified,Calabasas Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,606,475,0.784,497,0.82,593,472,0.796,493,0.831,Y
2018-2019,44,69799,6049688,Santa Cruz,Pajaro Valley Unified,E. A. Hall Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,647,577,0.892,605,0.935,647,577,0.892,605,0.935,Y
2018-2019,44,69799,6049696,Santa Cruz,Pajaro Valley Unified,Freedom Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,635,505,0.795,538,0.847,635,505,0.795,538,0.847,Y
2018-2019,44,69799,6049704,Santa Cruz,Pajaro Valley Unified,H. A. Hyde Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,529,409,0.773,454,0.858,519,405,0.78,450,0.867,Y
