Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2020-2021,47,70425,6050884,Siskiyou,Mt. Shasta Union Elementary,Mt. Shasta Elementary,Elementary School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,3,176,74,0.42,80,0.455,175,73,0.417,79,0.451,Y
2020-2021,47,70425,131102,Siskiyou,Mt. Shasta Union Elementary,Sisson,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,4,8,304,101,0.332,106,0.349,304,101,0.332,106,0.349,Y
2020-2021,47,70458,6050926,Siskiyou,Seiad Elementary,Seiad Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,9,5,0.556,9,1,9,5,0.556,9,1,Y
2020-2021,47,70466,4734356,Siskiyou,Siskiyou Union High,Happy Camp High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,56,48,0.857,52,0.929,56,48,0.857,52,0.929,Y
2020-2021,47,70466,4734901,Siskiyou,Siskiyou Union High,McCloud High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,24,15,0.625,16,0.667,18,11,0.611,11,0.611,Y
2020-2021,47,70466,4735403,Siskiyou,Siskiyou Union High,Mt. Shasta High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,270,103,0.381,134,0.496,261,96,0.368,127,0.487,Y
2020-2021,47,70466,4738753,Siskiyou,Siskiyou Union High,Weed High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,187,100,0.535,119,0.636,182,96,0.527,114,0.626,Y
2020-2021,47,70482,6050942,Siskiyou,Weed Union Elementary,Weed Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,298,227,0.762,242,0.812,289,221,0.765,236,0.817,Y
2020-2021,47,70490,6050959,Siskiyou,Willow Creek Elementary,Willow Creek Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,34,25,0.735,25,0.735,33,24,0.727,24,0.727,Y
2020-2021,47,70508,6067136,Siskiyou,Yreka Union Elementary,Evergreen Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,3,408,276,0.676,313,0.767,393,264,0.672,300,0.763,Y
2020-2021,47,70508,6050975,Siskiyou,Yreka Union Elementary,Jackson Street Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,4,8,487,294,0.604,357,0.733,487,294,0.604,357,0.733,Y
2020-2021,47,70508,6119259,Siskiyou,Yreka Union Elementary,Yreka Community Day,Elementary School District,District Community Day Schools,Community Day School,CEP,N ,N/A,N/A,N,4,8,6,5,0.833,6,1,6,5,0.833,6,1,Y
2020-2021,47,70516,4730024,Siskiyou,Yreka Union High,Discovery High,High School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,38,28,0.737,29,0.763,32,24,0.75,25,0.781,Y
2020-2021,47,70516,4739207,Siskiyou,Yreka Union High,Yreka High,High School District,High Schools (Public),Traditional,CEP,N ,N/A,N/A,N,9,12,654,307,0.469,361,0.552,641,302,0.471,356,0.555,Y
2020-2021,47,70516,4730156,Siskiyou,Yreka Union High,Yreka Union High Community Day,High School District,District Community Day Schools,Community Day School,N/A,N ,N/A,N/A,N,9,12,5,4,0.8,4,0.8,5,4,0.8,4,0.8,Y
2020-2021,47,73684,6050843,Siskiyou,Butte Valley Unified,Butte Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,189,116,0.614,124,0.656,189,116,0.614,124,0.656,Y
2020-2021,47,73684,4731253,Siskiyou,Butte Valley Unified,Butte Valley High,Unified School District,High Schools (Public),Traditional,N/A,N ,N/A,N/A,N,9,12,87,44,0.506,45,0.517,86,44,0.512,45,0.523,Y
2020-2021,47,76455,6050728,Siskiyou,Scott Valley Unified,Etna Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,120,64,0.533,74,0.617,120,64,0.533,74,0.617,Y
2020-2021,47,76455,4733309,Siskiyou,Scott Valley Unified,Etna Union High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,184,84,0.457,95,0.516,183,83,0.454,94,0.514,Y
2020-2021,47,76455,6050751,Siskiyou,Scott Valley Unified,Fort Jones Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,146,85,0.582,92,0.63,145,84,0.579,91,0.628,Y
2020-2021,47,76455,4730107,Siskiyou,Scott Valley Unified,Scott River High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,9,12,17,15,0.882,16,0.941,16,14,0.875,15,0.938,Y
2020-2021,47,76455,6105480,Siskiyou,Scott Valley Unified,Scott Valley Junior High,Unified School District,Junior High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,145,84,0.579,88,0.607,145,84,0.579,88,0.607,Y
2020-2021,48,10488,139030,Solano,Solano County Office of Education,Elite Public,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Y,2034,Directly funded,Y,K,12,474,291,0.614,308,0.65,455,276,0.607,292,0.642,Y
2020-2021,48,10488,6089668,Solano,Solano County Office of Education,Solano County Community,County Office of Education (COE),County Community,County Community School,N/A,N ,N/A,N/A,N,7,12,49,32,0.653,32,0.653,45,31,0.689,31,0.689,Y
2020-2021,48,10488,4830071,Solano,Solano County Office of Education,Solano County Juvenile Detention Facility - Evergreen Academy,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,N ,N/A,N/A,N,7,12,15,15,1,15,1,15,15,1,15,1,Y
2020-2021,48,10488,6069538,Solano,Solano County Office of Education,Solano County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,N ,N/A,N/A,N,P,Post Secondary,294,76,0.259,84,0.286,176,61,0.347,68,0.386,Y
2020-2021,48,70524,4831004,Solano,Benicia Unified,Benicia High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1515,299,0.197,349,0.23,1487,294,0.198,344,0.231,Y
2020-2021,48,70524,6050983,Solano,Benicia Unified,Benicia Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,1035,212,0.205,252,0.243,1035,212,0.205,252,0.243,Y
2020-2021,48,70524,118968,Solano,Benicia Unified,Community Day,Unified School District,District Community Day Schools,Community Day School,Not Participating,N ,N/A,N/A,N,7,12,7,4,0.571,5,0.714,6,3,0.5,4,0.667,Y
2020-2021,48,70524,6106462,Solano,Benicia Unified,Joe Henderson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,562,103,0.183,113,0.201,542,101,0.186,111,0.205,Y
2020-2021,48,70524,4830048,Solano,Benicia Unified,Liberty High,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,60,25,0.417,25,0.417,48,19,0.396,19,0.396,Y
2020-2021,48,70524,6050991,Solano,Benicia Unified,Mary Farmar Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,432,87,0.201,105,0.243,432,87,0.201,105,0.243,Y
2020-2021,48,70524,6111165,Solano,Benicia Unified,Matthew Turner Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,479,55,0.115,60,0.125,466,54,0.116,59,0.127,Y
2020-2021,48,70524,1,Solano,Benicia Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,0.4,2,0.4,5,2,0.4,2,0.4,Y
2020-2021,48,70524,6051015,Solano,Benicia Unified,Robert Semple Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,431,152,0.353,165,0.383,418,148,0.354,161,0.385,Y
2020-2021,48,70532,6051049,Solano,Dixon Unified,Anderson (Linford L.) Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,5,444,262,0.59,278,0.626,428,255,0.596,270,0.631,Y
2020-2021,48,70532,102012,Solano,Dixon Unified,Dixon Community Day,Unified School District,District Community Day Schools,Community Day School,Not Participating,N ,N/A,N/A,N,7,12,9,8,0.889,8,0.889,9,8,0.889,8,0.889,Y
2020-2021,48,70532,4832259,Solano,Dixon Unified,Dixon High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1057,410,0.388,449,0.425,1044,405,0.388,443,0.424,Y
2020-2021,48,70532,122267,Solano,Dixon Unified,Dixon Montessori Charter,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,1210,Directly funded,Y,K,8,451,90,0.2,107,0.237,438,86,0.196,103,0.235,Y
2020-2021,48,70532,6120240,Solano,Dixon Unified,Gretchen Higgins Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,391,213,0.545,232,0.593,391,213,0.545,232,0.593,Y
2020-2021,48,70532,6051023,Solano,Dixon Unified,John Knight Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,590,287,0.486,306,0.519,590,287,0.486,306,0.519,Y
2020-2021,48,70532,4830055,Solano,Dixon Unified,Maine Prairie High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,10,12,81,43,0.531,47,0.58,75,40,0.533,44,0.587,Y
2020-2021,48,70532,1,Solano,Dixon Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,0,0,0,0,Y
2020-2021,48,70532,6110282,Solano,Dixon Unified,Tremont Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,383,144,0.376,171,0.446,383,144,0.376,171,0.446,Y
2020-2021,48,70540,4830170,Solano,Fairfield-Suisun Unified,Angelo Rodriguez High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2008,454,0.226,557,0.277,1964,445,0.227,546,0.278,Y
2020-2021,48,70540,6051064,Solano,Fairfield-Suisun Unified,Anna Kyle Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,669,526,0.786,580,0.867,661,521,0.788,573,0.867,Y
2020-2021,48,70540,4830451,Solano,Fairfield-Suisun Unified,Armijo High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,2032,1148,0.565,1315,0.647,1986,1113,0.56,1279,0.644,Y
2020-2021,48,70540,6109136,Solano,Fairfield-Suisun Unified,B. Gale Wilson Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,871,372,0.427,457,0.525,855,363,0.425,448,0.524,Y
2020-2021,48,70540,6051098,Solano,Fairfield-Suisun Unified,Cleo Gordon Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,493,346,0.702,398,0.807,487,342,0.702,392,0.805,Y
2020-2021,48,70540,113092,Solano,Fairfield-Suisun Unified,Cordelia Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,666,154,0.231,181,0.272,666,154,0.231,181,0.272,Y
2020-2021,48,70540,6051106,Solano,Fairfield-Suisun Unified,Crescent Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,555,276,0.497,319,0.575,545,273,0.501,316,0.58,Y
2020-2021,48,70540,6051114,Solano,Fairfield-Suisun Unified,Crystal Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,619,392,0.633,463,0.748,619,392,0.633,463,0.748,Y
2020-2021,48,70540,6109128,Solano,Fairfield-Suisun Unified,Dan O. Root Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,737,360,0.488,421,0.571,737,360,0.488,421,0.571,Y
2020-2021,48,70540,133595,Solano,Fairfield-Suisun Unified,Dover Academy for International Studies,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,632,441,0.698,501,0.793,621,437,0.704,497,0.8,Y
2020-2021,48,70540,6051148,Solano,Fairfield-Suisun Unified,E. Ruth Sheldon Academy of Innovative Learning,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,514,396,0.77,439,0.854,514,396,0.77,439,0.854,Y
2020-2021,48,70540,4833000,Solano,Fairfield-Suisun Unified,Fairfield High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1596,952,0.596,1117,0.7,1557,932,0.599,1094,0.703,Y
2020-2021,48,70540,6051163,Solano,Fairfield-Suisun Unified,Fairview Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,558,440,0.789,473,0.848,551,436,0.791,467,0.848,Y
2020-2021,48,70540,6093397,Solano,Fairfield-Suisun Unified,Grange Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,774,506,0.654,601,0.776,774,506,0.654,601,0.776,Y
2020-2021,48,70540,6051189,Solano,Fairfield-Suisun Unified,Green Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,860,157,0.183,194,0.226,860,157,0.183,194,0.226,Y
2020-2021,48,70540,122093,Solano,Fairfield-Suisun Unified,H. Glenn Richardson,Unified School District,Special Education Schools (Public),District Special Education Consortia School,Not Participating,N ,N/A,N/A,N,K,12,28,15,0.536,16,0.571,20,10,0.5,11,0.55,Y
2020-2021,48,70540,6051197,Solano,Fairfield-Suisun Unified,K. I. Jones Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,723,217,0.3,282,0.39,723,217,0.3,282,0.39,Y
2020-2021,48,70540,6111405,Solano,Fairfield-Suisun Unified,Laurel Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,542,257,0.474,308,0.568,527,250,0.474,300,0.569,Y
2020-2021,48,70540,123356,Solano,Fairfield-Suisun Unified,Matt Garcia Career and College Academy,Unified School District,K-12 Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,181,137,0.757,151,0.834,181,137,0.757,151,0.834,Y
2020-2021,48,70540,6115752,Solano,Fairfield-Suisun Unified,Nelda Mundy Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,725,115,0.159,131,0.181,706,111,0.157,125,0.177,Y
2020-2021,48,70540,1,Solano,Fairfield-Suisun Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42,23,0.548,25,0.595,36,22,0.611,24,0.667,Y
2020-2021,48,70540,6106405,Solano,Fairfield-Suisun Unified,Oakbrook Academy of the Arts,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,516,172,0.333,201,0.39,494,169,0.342,198,0.401,Y
2020-2021,48,70540,125310,Solano,Fairfield-Suisun Unified,Public Safety Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,N ,N/A,N/A,N,5,12,748,257,0.344,328,0.439,746,256,0.343,327,0.438,Y
2020-2021,48,70540,113084,Solano,Fairfield-Suisun Unified,Rolling Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,517,154,0.298,187,0.362,492,149,0.303,182,0.37,Y
2020-2021,48,70540,4836003,Solano,Fairfield-Suisun Unified,Sem Yeto Continuation High,Unified School District,Continuation High Schools,Continuation School,N/A,N ,N/A,N/A,N,10,12,364,240,0.659,266,0.731,323,213,0.659,236,0.731,Y
2020-2021,48,70540,6100754,Solano,Fairfield-Suisun Unified,Suisun Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,511,269,0.526,317,0.62,501,262,0.523,310,0.619,Y
2020-2021,48,70540,6051221,Solano,Fairfield-Suisun Unified,Suisun Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,473,107,0.226,137,0.29,473,107,0.226,137,0.29,Y
2020-2021,48,70540,6051239,Solano,Fairfield-Suisun Unified,Tolenas Academy of Music and Media,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,7,566,379,0.67,418,0.739,554,374,0.675,413,0.745,Y
2020-2021,48,70540,140210,Solano,Fairfield-Suisun Unified,Virtual Academy of Fairfield-Suisun,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,N ,N/A,N/A,N,K,8,483,173,0.358,204,0.422,483,173,0.358,204,0.422,Y
2020-2021,48,70540,112664,Solano,Fairfield-Suisun Unified,Weir Preparatory Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,700,523,0.747,572,0.817,700,523,0.747,572,0.817,Y
2020-2021,48,70565,6103154,Solano,Travis Unified,Cambridge Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,662,150,0.227,187,0.282,636,141,0.222,178,0.28,Y
2020-2021,48,70565,6051254,Solano,Travis Unified,Center Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,479,112,0.234,139,0.29,479,112,0.234,139,0.29,Y
2020-2021,48,70565,6111652,Solano,Travis Unified,Foxboro Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,662,143,0.216,176,0.266,662,143,0.216,176,0.266,Y
2020-2021,48,70565,6051262,Solano,Travis Unified,Golden West Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,779,132,0.169,201,0.258,779,132,0.169,201,0.258,Y
2020-2021,48,70565,1,Solano,Travis Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,2,0.143,2,0.143,12,2,0.167,2,0.167,Y
2020-2021,48,70565,6068290,Solano,Travis Unified,Scandia Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,448,39,8.71E-02,114,0.254,448,39,8.71E-02,114,0.254,Y
2020-2021,48,70565,4830154,Solano,Travis Unified,Travis Community Day,Unified School District,District Community Day Schools,Community Day School,Provision 2,N ,N/A,N/A,N,7,12,6,2,0.333,2,0.333,6,2,0.333,2,0.333,Y
2020-2021,48,70565,4830022,Solano,Travis Unified,Travis Education Center,Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,76,19,0.25,24,0.316,64,17,0.266,21,0.328,Y
2020-2021,48,70565,6051270,Solano,Travis Unified,Travis Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,419,42,0.1,98,0.234,403,40,9.93E-02,92,0.228,Y
2020-2021,48,70565,4830162,Solano,Travis Unified,Travis Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,Not Participating,N ,N/A,N/A,N,K,12,61,9,0.148,11,0.18,58,8,0.138,10,0.172,Y
2020-2021,48,70565,4838801,Solano,Travis Unified,Vanden High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1678,280,0.167,395,0.235,1649,276,0.167,391,0.237,Y
2020-2021,48,70573,6051288,Solano,Vacaville Unified,Alamo Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,681,220,0.323,245,0.36,681,220,0.323,245,0.36,Y
2020-2021,48,70573,6109672,Solano,Vacaville Unified,Browns Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,765,138,0.18,153,0.2,765,138,0.18,153,0.2,Y
2020-2021,48,70573,4830113,Solano,Vacaville Unified,Buckingham Collegiate Charter Academy,Unified School District,High Schools (Public),Traditional,Not Participating,Y,56,Locally funded,N,9,12,464,68,0.147,76,0.164,456,67,0.147,75,0.164,Y
2020-2021,48,70573,6110241,Solano,Vacaville Unified,Cooper Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,740,210,0.284,229,0.309,740,210,0.284,229,0.309,Y
2020-2021,48,70573,6051296,Solano,Vacaville Unified,Edwin Markham Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,900,478,0.531,530,0.589,880,468,0.532,518,0.589,Y
2020-2021,48,70573,135095,Solano,Vacaville Unified,Ernest Kimme Charter Academy for Independent Learning,Unified School District,High Schools (Public),Traditional,N/A,Y,1839,Locally funded,N,7,12,313,131,0.419,135,0.431,274,115,0.42,118,0.431,Y
2020-2021,48,70573,6051320,Solano,Vacaville Unified,Eugene Padan Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,634,352,0.555,399,0.629,632,350,0.554,397,0.628,Y
2020-2021,48,70573,6051338,Solano,Vacaville Unified,Fairmont Charter Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,Y,913,Locally funded,N,K,6,585,301,0.515,348,0.595,557,290,0.521,336,0.603,Y
2020-2021,48,70573,6051346,Solano,Vacaville Unified,Hemlock Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,370,151,0.408,161,0.435,370,151,0.408,161,0.435,Y
2020-2021,48,70573,6109094,Solano,Vacaville Unified,Jean Callison Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,726,226,0.311,256,0.353,726,226,0.311,256,0.353,Y
2020-2021,48,70573,129494,Solano,Vacaville Unified,Kairos Public School Vacaville Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1635,Directly funded,Y,K,8,578,56,9.69E-02,62,0.107,571,56,9.81E-02,62,0.109,Y
2020-2021,48,70573,1,Solano,Vacaville Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,19,0.514,19,0.514,30,17,0.567,17,0.567,Y
2020-2021,48,70573,6097950,Solano,Vacaville Unified,Orchard Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,384,75,0.195,87,0.227,383,74,0.193,86,0.225,Y
2020-2021,48,70573,133553,Solano,Vacaville Unified,Sierra Vista K-8,Unified School District,Elementary Schools (Public),Traditional,N/A,N ,N/A,N/A,N,K,8,580,154,0.266,204,0.352,580,154,0.266,204,0.352,Y
2020-2021,48,70573,6106363,Solano,Vacaville Unified,Vaca Pena Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,718,292,0.407,344,0.479,718,292,0.407,344,0.479,Y
2020-2021,48,70573,4837803,Solano,Vacaville Unified,Vacaville High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1940,572,0.295,653,0.337,1890,555,0.294,633,0.335,Y
2020-2021,48,70573,4830089,Solano,Vacaville Unified,Will C. Wood High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1680,573,0.341,688,0.41,1657,568,0.343,682,0.412,Y
2020-2021,48,70573,6060180,Solano,Vacaville Unified,Willis Jepson Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,7,8,930,330,0.355,371,0.399,930,330,0.355,371,0.399,Y
2020-2021,48,70581,6051379,Solano,Vallejo City Unified,Annie Pennycook Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,495,265,0.535,329,0.665,488,262,0.537,325,0.666,Y
2020-2021,48,70581,134262,Solano,Vallejo City Unified,Caliber: ChangeMakers Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Y,1779,Directly funded,Y,K,8,820,456,0.556,563,0.687,803,444,0.553,549,0.684,Y
2020-2021,48,70581,6051429,Solano,Vallejo City Unified,Cave Language Academy,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,8,409,182,0.445,259,0.633,397,175,0.441,250,0.63,Y
2020-2021,48,70581,6051411,Solano,Vallejo City Unified,Dan Mini Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,460,266,0.578,339,0.737,449,263,0.586,334,0.744,Y
2020-2021,48,70581,6051445,Solano,Vallejo City Unified,Federal Terrace Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,333,218,0.655,268,0.805,326,215,0.66,264,0.81,Y
2020-2021,48,70581,6107684,Solano,Vallejo City Unified,Glen Cove Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,5,452,224,0.496,278,0.615,444,220,0.495,272,0.613,Y
2020-2021,48,70581,6099667,Solano,Vallejo City Unified,Grace Patterson Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,N ,N/A,N/A,N,K,6,386,346,0.896,346,0.896,379,339,0.894,339,0.894,Y
2020-2021,48,70581,139816,Solano,Vallejo City Unified,Griffin Academy High,Unified School District,High Schools (Public),Traditional,N/A,Y,2083,Directly funded,Y,9,12,104,56,0.538,61,0.587,104,56,0.538,61,0.587,Y
2020-2021,48,70581,6051478,Solano,Vallejo City Unified,Highland Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,491,322,0.656,416,0.847,480,315,0.656,408,0.85,Y
2020-2021,48,70581,6060206,Solano,Vallejo City Unified,Hogan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,6,8,995,586,0.589,773,0.777,995,586,0.589,773,0.777,Y
2020-2021,48,70581,4830147,Solano,Vallejo City Unified,Jesse M. Bethel High,Unified School District,High Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,9,12,1559,666,0.427,907,0.582,1525,654,0.429,892,0.585,Y
2020-2021,48,70581,4838058,Solano,Vallejo City Unified,John Finney High (Continuation),Unified School District,Continuation High Schools,Continuation School,Not Participating,N ,N/A,N/A,N,9,12,135,85,0.63,93,0.689,115,73,0.635,81,0.704,Y
2020-2021,48,70581,6051395,Solano,Vallejo City Unified,Johnston Cooper Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,P,5,429,273,0.636,343,0.8,420,271,0.645,340,0.81,Y
2020-2021,48,70581,6110134,Solano,Vallejo City Unified,Joseph H. Wardlaw Elementary,Unified School District,Elementary Schools (Public),Traditional,Not Participating,N ,N/A,N/A,N,K,6,696,270,0.388,367,0.527,682,266,0.39,362,0.531,Y
